ticker,side,pm_gap_down_pct,pm_last_drop_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_weak,prev_close,est_open,stop,target,shares,risk_dollars,score,sector_mult,sector_label,state,lifecycle_phase,gap_tier,atr_14,float_m,borrow_risk
CPHI,SHORT,68.14,67.53,12.7004,2.5805,9.75,2.63,4779040,426745,11.2,0.0,True,8.1,2.63,2.6563,2.5774,3802,99.99,348.0012,1.0,,SHORT_GENESIS,SHORT_GENESIS,PARABOLIC,1.5623,40.52,MEDIUM
LICN,SHORT,8.26,-1.74,2.78,1.055,1.2331,1.17,13178519,1232,10689.91,0.07,True,1.15,1.17,1.1817,1.1466,8547,100.0,121.6863,1.0,,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,0.2431,16.44,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)"
AEHL,SHORT,8.24,-11.51,1.07,0.5924,1.0,0.7199,24995342,9521,2625.18,0.27,True,0.6456,0.7199,0.7271,0.7055,13890,99.99,90.1553,1.0,,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,0.1212,18.15,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)"
