ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
QUBT,Long,PULLBACK,T3-LONG_WATCH,54,10.18,9.391,11.7581,,2.0,0.789,10.18,3.2,APPROACH,2,2,"1h,4h",9.85,9.6814,OPEN_ROAD,EXCITED,215649931.0,1.8,1.1,11476562.0,0.0,15.1,19.0,8.0,200.51,MEGA,0.16,9.546,9.6,9.492,-1.1,PREMIUM,PREMIUM,302,6,193,2.2,C,,,,True,0.7442785714285712,1.06,N/A,
AMBO,Long,BREAKOUT,T2-LONG,87,2.33,1.835,3.32,,2.0,0.495,2.11,0.0,INSIDE,1,1,,,,OPEN_ROAD,EXCITED,,,,,,,,,,MED,0.18,2.26,2.23,2.29,2.7,DISCOUNT,DISCOUNT,51,4,8,4.7,C,False,19.5,True,True,0.23735,2.09,N/A,
PLUG,Long,BOUNCE,T1-STRONG_LONG,100,3.52,3.0,4.56,,2.0,0.52,3.52,2.8,CLOSE,4,4,"15m,1h,4h,5m",3.42,3.14,HIGHWAY,EXCITED,2840326551.0,2.3,1.3,9070110.0,1.0,19.2,31.0,8.0,1331.58,MEGA,0.13,3.1075,3.12,3.095,-0.8,PREMIUM,PREMIUM,185,16,50,99.9,B,,,,True,0.24964285714285714,2.08,N/A,
VG,Long,BOUNCE,T1-STRONG_LONG,100,11.62,11.1259,12.6082,,2.0,0.4941,11.62,0.3,CLOSE,3,3,"1h,30m,4h",11.585,11.47,OPEN_ROAD,EXCITED,93516328.0,1.0,0.9,1399574.0,0.0,20.7,32.0,8.0,499.7,MEGA,0.04,11.58,11.45,11.71,2.3,PREMIUM,DISCOUNT,536,8,23,5.9,B,,,,True,0.8087999999999999,0.61,N/A,
RGTI,Long,PULLBACK,T3-LONG_WATCH,81,20.51,18.6967,24.1365,,2.0,1.8133,20.51,4.6,APPROACH,2,2,"1h,4h",19.565,19.275,HIGHWAY,EXCITED,641653906.0,1.3,0.9,3520946.0,0.0,22.1,19.0,8.0,327.48,MEGA,0.14,18.8025,18.94,18.665,-1.5,PREMIUM,PREMIUM,658,5,74,5.2,B,,,,False,1.4044142857142856,1.29,N/A,
LAES,Long,PULLBACK,T2-LONG,71,3.06,2.8169,3.5462,,2.0,0.2431,3.06,4.9,APPROACH,3,3,"10m,15m,30m",2.9099,2.904,OPEN_ROAD,EXCITED,4003407.0,0.9,0.8,1317647.0,0.0,20.9,36.0,8.0,184.2,HIGH,0.07,2.89,2.92,2.86,-2.1,PREMIUM,PREMIUM,94,7,94,2.8,C,,,,True,0.2528642857142858,0.96,N/A,
IREN,Long,PULLBACK,T1-STRONG_LONG,78,50.02,47.9956,55.15,,2.5,2.0244,55.15,9.3,WAITING,1,1,1d,50.02,49.48,HIGHWAY,EXCITED,2604235987.0,2.3,2.1,4294632.0,2.0,33.7,28.0,8.0,327.86,MEGA,0.34,58.085,61.2,54.97,-10.2,DISCOUNT,DISCOUNT,1804,15,586,99.9,A,,,,False,5.2303428571428565,0.39,N/A,
NVDA,Long,PULLBACK,T1-STRONG_LONG,100,201.92,193.321,219.118,214.6175,2.0,8.599,219.44,8.0,WAITING,3,3,"1d,1h,4h",201.92,199.3,OPEN_ROAD,EXCITED,34306090612.0,1.1,1.0,1771523.0,0.0,13.4,39.0,8.0,23321.68,MEGA,0.01,214.6175,215.2,214.035,-0.5,PREMIUM,DISCOUNT,5793,12,5391,99.9,A,,,,False,7.694471428571433,1.12,N/A,
NOK,Long,PULLBACK,T1-STRONG_LONG,100,12.81,12.0183,14.3934,12.895,2.0,0.7917,13.92,8.0,WAITING,2,2,"1h,4h",12.81,12.39,HIGHWAY,EXCITED,1869030499.0,1.3,1.1,3605596.0,0.0,15.8,49.0,8.0,4443.58,MEGA,0.03,12.895,12.82,12.97,1.2,PREMIUM,DISCOUNT,897,19,319,99.9,A,,,,True,0.8530571428571428,0.93,N/A,
RXT,Long,PULLBACK,T1-STRONG_LONG,93,4.29,4.1517,5.31,,7.4,0.1383,4.69,8.5,WAITING,1,1,30m,4.29,4.2801,HIGHWAY,EXCITED,20273788.0,2.3,5.2,1525988.0,3.0,212.5,61.0,8.0,111.13,HIGH,0.55,5.56,5.49,5.63,2.6,DISCOUNT,DISCOUNT,1387,22,369,13.2,A,,,,True,0.6170357142857144,0.22,N/A,
