ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,spy_regime,current_price,entry_type,n_gaps_above,gap_above_conviction,scan_date,asof
ACN,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,127.98,156.79,121.58,,3,0.22,HOSTILE,126.91,LIMIT,5,CONVICTION,2026-06-26,2026-06-26T05:24:44.258040
CRCL,SHORT,CONVICTION,92.3,BEAR_REJECTION_PENDING,70.09,80.35,66.59,,9,0.34,HOSTILE,68.72,LIMIT,5,CONVICTION,2026-06-26,2026-06-26T05:25:28.285375
ASX,SHORT,CONVICTION,90.7,BEAR_REJECTION_PENDING,40.18,43.25,34.81,,32,1.75,HOSTILE,40.07,LIMIT,5,CONVICTION,2026-06-26,2026-06-26T05:27:06.992757
CVNA,SHORT,CONVICTION,90.3,BEAR_REJECTION_PENDING,66.99,70.35,60.49,57.1,29,1.94,HOSTILE,65.68,LIMIT,5,CONVICTION,2026-06-26,2026-06-26T05:25:31.459354
STM,SHORT,CONVICTION,90.0,BEAR_REJECTION_PENDING,72.43,80.31,68.81,,12,0.46,HOSTILE,71.95,LIMIT,5,CONVICTION,2026-06-26,2026-06-26T05:28:28.635049
INFY,SHORT,CONVICTION,89.0,BEAR_REJECTION_PENDING,10.82,11.76,10.28,,106,0.58,HOSTILE,10.68,LIMIT,5,COMPRESSION,2026-06-26,2026-06-26T05:24:11.797451
RARE,SHORT,CONVICTION,88.3,BEAR_REJECTION_PENDING,30.09,40.17,28.59,,9,0.15,HOSTILE,29.5,LIMIT,5,CONVICTION,2026-06-26,2026-06-26T05:30:16.442850
ORCL,SHORT,CONVICTION,86.8,BEAR_REJECTION_PENDING,150.15,154.03,139.77,131.4,25,2.67,HOSTILE,150.03,LIMIT,5,CONVICTION,2026-06-26,2026-06-26T05:23:59.524051
PLTR,SHORT,CONVICTION,86.5,BEAR_REJECTION_PENDING,110.77,114.07,93.78,98.86,30,5.16,HOSTILE,108.6,LIMIT,5,VACUUM,2026-06-26,2026-06-26T05:23:40.088418
FOXA,SHORT,CONVICTION,83.3,BEAR_REJECTION_PENDING,50.49,52.6,44.6,45.09,47,2.79,HOSTILE,49.5,LIMIT,5,COMPRESSION,2026-06-26,2026-06-26T05:25:51.395136
CRM,SHORT,CONVICTION,83.2,BEAR_REJECTION_PENDING,154.66,162.52,146.93,,12,0.98,HOSTILE,151.63,LIMIT,5,CONVICTION,2026-06-26,2026-06-26T05:25:16.777384
SAIL,SHORT,CONVICTION,82.4,BEAR_REJECTION_PENDING,13.11,13.44,11.9,11.9,303,3.67,HOSTILE,12.94,LIMIT,5,COMPRESSION,2026-06-26,2026-06-26T05:29:44.375831
CNTX,SHORT,CONVICTION,81.7,BEAR_REJECTION_PENDING,0.56,0.61,0.53,,2003,0.56,HOSTILE,0.5501,LIMIT,5,COMPRESSION,2026-06-26,2026-06-26T05:30:58.254666
NN,SHORT,CONVICTION,81.2,BEAR_REJECTION_PENDING,16.8,17.28,15.66,,207,2.37,HOSTILE,16.7,LIMIT,5,COMPRESSION,2026-06-26,2026-06-26T05:31:02.190422
