ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector,_industry,_sector_label,_industry_label,_sector_strength,_industry_strength,_sector_ret_5d,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr,_cohort,_entry_policy
REI,Long,BOUNCE,T1-STRONG_LONG,83,1.47,1.375,1.88,,4.3,0.095,1.47,0.0,CLOSE,6,4,"10m,1h,30m,5m",1.4697,1.425,OPEN_ROAD,EXCITED,2.55,0,1.3,1.0,0,0,8.3,33,8,220.27,MEGA,0.02,1.4,1.4,1.4,0.0,FLAT,FLAT,32,7,23,27.9,C,True,0.05999285714285718,1.58,N/A,,ENERGY,OIL_EXP,COLD,COLD,0.0,0.04,-2.29,0.04,1.0,0.0,0.4,0.6,0.04,1.122,FAVORABLE,1.425,1.47,1.49,1999,1052,869,9.1,4.32,3.39,2848.58,1546.44,1294.81,10:30,1.375,1.88,PULLBACK_LIMIT,,,,PENNY,MARKET
GTM,Long,PULLBACK,T1-STRONG_LONG,100,3.84,3.6763,4.185,,2.1,0.1637,4.08,5.9,APPROACH,7,6,"10m,15m,1d,30m,4h,5m",3.84,3.79,HIGHWAY,EXCITED,2.98,25172654,0.9,0.6,0,0,11.4,44,8,229.39,MEGA,0.03,3.82,3.8,3.84,1.1,PREMIUM,MID,206,6,171,2.6,C,True,0.2503714285714285,0.65,N/A,,TECH,,STRONG,,0.84,,3.01,0.84,0.6,1.0,0.8,0.8,0.84,1.102,FAVORABLE,3.79,3.84,3.8784,879,610,494,3.47,2.11,1.52,3331.41,2342.4,1915.93,10:30,3.6763,4.185,PULLBACK_LIMIT,,,,PENNY,MARKET
