ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,stop_adjusted,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,path,gap_quality,sponsorship,vol_ratio,vol_hot,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,tfs,cluster_top,cluster_bot,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr,_cohort,_entry_policy
XP,Long,PULLBACK,T2-LONG,75,18.955,18.1584,20.97,20.16,2.5,0.7966,,19.99,5.2,APPROACH,1,1,HIGHWAY,EXCITED,1.86,,,MEGA,0.02,20.16,19.86,20.46,3.0,DISCOUNT,DISCOUNT,1082,5,550,4.9,B,1d,18.955,18.72,208508544.0,1.1,1.2,0.0,0.0,14.6,36.0,8.0,403.18,True,0.8067857142857144,0.99,N/A,,0.5,1.0,1.0,0.0,0.0,0.5,1.8,HOSTILE,18.72,18.955,19.1445,178,125,101,4.01,2.53,1.85,3332.16,2369.38,1933.6,10:30,18.1584,20.97,PULLBACK_LIMIT,,,,MID,LIMIT
INTC,Long,PULLBACK,T1-STRONG_LONG,100,104.47,92.9745,127.461,,2.0,11.4955,,104.47,3.5,APPROACH,5,5,OPEN_ROAD,EXCITED,6.64,,,MEGA,0.03,98.3,95.8,100.8,5.2,PREMIUM,MID,6668,12,2994,6.1,B,"10m,15m,1d,30m,5m",100.8,95.85,90959106683.0,1.4,1.1,1225654.0,0.0,23.8,33.0,8.0,4619.5,False,4.3966285714285736,2.61,N/A,,0.5,0.25,0.5,1.0,0.5,0.5,0.5,HOSTILE,95.85,104.47,105.5147,34,8,7,10.99,2.0,1.75,3258.9,835.76,738.6,10:30,92.9745,127.461,PULLBACK_LIMIT,,,,MID,LIMIT
