ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
MRAM,Long,T3-LONG_WATCH,100,BOUNCE,26.99,26.0174,28.9351,39.86,44.67,33.66,27705030,47.68,NO_FILL,0.0,False,2026-05-11_1320,2026-05-11_0520
GCTS,Long,T3-LONG_WATCH,95,BOUNCE,1.7,1.4291,2.2418,1.6,1.83,1.6,14008368,-5.88,LOSING,-0.37,False,2026-05-11_1320,2026-05-11_0520
SLNH,Long,T3-LONG_WATCH,76,BOUNCE,1.83,1.746,2.51,1.73,1.95,1.73,27845382,-5.46,STOPPED,-1.0,False,2026-05-11_1320,2026-05-11_0520
CRCL,Long,T2-LONG,46,PULLBACK,106.9,96.565,127.57,131.76,134.8,105.36,44215628,23.26,TARGET_HIT,2.0,False,2026-05-11_1320,2026-05-11_0520
AMD,Long,T1-STRONG_LONG,92,PULLBACK,431.58,397.6418,499.4564,458.79,469.215,450.88,45866478,6.3,NO_FILL,0.0,False,2026-05-11_1320,2026-05-11_0520
VRAX,Long,T2-LONG,98,BOUNCE,0.171,0.1175,0.278,0.1491,0.19,0.143,10741644,-12.81,LOSING,-0.41,False,2026-05-11_1320,2026-05-11_0520
NVDA,Long,T1-STRONG_LONG,100,PULLBACK,201.92,193.321,219.118,219.44,222.3,213.89,156522683,8.68,NO_FILL,0.0,False,2026-05-11_1320,2026-05-11_0520
YMAT,Long,T3-LONG_WATCH,100,BOUNCE,0.5069,0.4455,1.33,0.675,0.6822,0.44,19561897,33.16,STOPPED,-1.0,False,2026-05-11_1320,2026-05-11_0520
AIIO,Long,T3-LONG_WATCH,65,BREAKOUT,0.9,0.6897,1.3206,1.13,1.16,0.7601,19492681,25.56,WINNING,1.09,False,2026-05-11_1320,2026-05-11_0520
KEEL,Long,T1-STRONG_LONG,100,BOUNCE,3.97,3.8315,4.247,4.3,4.5,3.56,60740191,8.31,STOPPED,-1.0,False,2026-05-11_1320,2026-05-11_0520
IREN,Long,T1-STRONG_LONG,100,PULLBACK,56.96,53.0978,64.6844,55.15,61.72,52.36,108002636,-3.18,STOPPED,-1.0,False,2026-05-11_1320,2026-05-11_0520
AREB,Long,T3-LONG_WATCH,91,PULLBACK,0.163,0.1086,0.2718,0.1597,0.179,0.14,17271911,-2.02,LOSING,-0.06,False,2026-05-11_1320,2026-05-11_0520
SVC,Long,T2-LONG,59,BREAKOUT,1.64,1.58,1.83,1.6,1.655,1.55,8488755,-2.44,STOPPED,-1.0,False,2026-05-11_1320,2026-05-11_0520
SPT,Long,T2-LONG,100,PULLBACK,6.74,6.1789,7.8622,6.56,7.5225,6.36,2136828,-2.67,LOSING,-0.32,False,2026-05-11_1320,2026-05-11_0520
TREX,Long,T1-STRONG_LONG,100,BOUNCE,40.2,38.0143,44.5714,39.5,40.97,39.14,2523206,-1.74,LOSING,-0.32,False,2026-05-11_1320,2026-05-11_0520
RVTY,Long,T3-LONG_WATCH,65,PULLBACK,93.8,89.531,103.96,98.95,102.995,98.29,1600898,5.49,NO_FILL,0.0,False,2026-05-11_1320,2026-05-11_0520
LAZ,Long,T3-LONG_WATCH,69,PULLBACK,48.08,43.747,56.746,45.98,47.645,45.845,889309,-4.37,LOSING,-0.48,False,2026-05-11_1320,2026-05-11_0520
MRX,Long,T1-STRONG_LONG,100,PULLBACK,56.51,48.7275,72.075,55.76,56.93,54.962,865033,-1.33,LOSING,-0.1,False,2026-05-11_1320,2026-05-11_0520
CODI,Long,T1-STRONG_LONG,91,PULLBACK,12.48,11.2714,14.8972,12.21,12.47,11.96,952359,-2.16,LOSING,-0.22,False,2026-05-11_1320,2026-05-11_0520
ENOV,Long,T2-LONG,97,PULLBACK,25.14,23.3964,28.6272,24.78,26.6,24.11,1520855,-1.43,LOSING,-0.21,False,2026-05-11_1320,2026-05-11_0520
