ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,spy_regime,current_price,entry_type,scan_date,asof
CXAI,LONG,CONVICTION,83.0,BULL_BOUNCE_PENDING,0.23,0.19,0.24,,2506,0.29,FAVORABLE,0.196,STOP,2026-05-28,2026-05-28T05:35:48.753944
RR,LONG,CONVICTION,82.7,BULL_BOUNCE_PENDING,3.39,2.94,3.56,,220,0.37,FAVORABLE,3.19,STOP,2026-05-28,2026-05-28T05:34:24.155953
QUCY,LONG,CONVICTION,82.5,CHANNEL_GAP_BREAKOUT_LONG,3.1,3.07,3.41,3.41,3731,11.57,FAVORABLE,3.1,LIMIT,2026-05-28,2026-05-28T05:36:50.444659
NSIT,LONG,CONVICTION,82.4,BULL_BOUNCE_PENDING,102.75,99.6,112.72,116.78,31,3.16,FAVORABLE,102.83,LIMIT,2026-05-28,2026-05-28T05:33:40.481944
LULU,LONG,CONVICTION,82.4,BULL_BOUNCE,131.15,126.85,141.5,142.27,23,2.41,FAVORABLE,131.15,LIMIT,2026-05-28,2026-05-28T05:36:27.616706
AMPG,LONG,CONVICTION,81.9,BULL_BOUNCE_PENDING,5.1,4.5,5.35,,165,0.42,FAVORABLE,4.76,STOP,2026-05-28,2026-05-28T05:35:34.827738
BBAI,LONG,CONVICTION,81.3,BULL_BOUNCE_PENDING,4.28,4.15,4.56,4.88,751,2.07,FAVORABLE,4.3718,LIMIT,2026-05-28,2026-05-28T05:31:23.948483
CLF,LONG,CONVICTION,81.3,BULL_BOUNCE_PENDING,12.37,11.76,14.2,,165,3.04,FAVORABLE,12.62,LIMIT,2026-05-28,2026-05-28T05:31:52.533571
SUPV,LONG,CONVICTION,81.0,BULL_BOUNCE_PENDING,9.17,6.7,9.63,,40,0.19,FAVORABLE,9.24,LIMIT,2026-05-28,2026-05-28T05:34:50.543864
FEIM,LONG,CONVICTION,80.8,CHANNEL_GAP_BREAKOUT_LONG,72.0,69.84,75.6,,46,1.67,FAVORABLE,72.0,LIMIT,2026-05-28,2026-05-28T05:32:36.002796
TXG,LONG,CONVICTION,80.5,BULL_BOUNCE_PENDING,25.6,23.56,26.88,,49,0.63,FAVORABLE,25.26,STOP,2026-05-28,2026-05-28T05:34:59.448513
XNDU,LONG,CONVICTION,80.1,BULL_BOUNCE,17.2,15.0,32.67,,45,7.04,FAVORABLE,17.1987,LIMIT,2026-05-28,2026-05-28T05:37:14.030970
ALTO,LONG,CONVICTION,80.0,BULL_BOUNCE,5.35,4.94,6.08,,246,1.8,FAVORABLE,5.35,LIMIT,2026-05-28,2026-05-28T05:30:58.610362
ASTC,LONG,CONVICTION,79.5,BULL_BOUNCE_PENDING,22.64,22.22,23.77,,239,2.71,FAVORABLE,22.69,LIMIT,2026-05-28,2026-05-28T05:31:17.567788
ARRY,LONG,CONVICTION,79.3,BULL_BOUNCE_PENDING,8.77,8.33,9.21,,227,1.0,FAVORABLE,8.95,LIMIT,2026-05-28,2026-05-28T05:31:11.189112
NHIC,LONG,CONVICTION,79.0,BULL_BOUNCE_PENDING,11.26,11.12,11.82,,709,3.99,FAVORABLE,11.03,STOP,2026-05-28,2026-05-28T05:36:39.965963
SEDG,LONG,CONVICTION,79.0,BULL_BOUNCE_PENDING,70.66,61.64,74.19,,11,0.39,FAVORABLE,72.1,LIMIT,2026-05-28,2026-05-28T05:36:54.510557
AEVA,LONG,CONVICTION,78.8,BULL_BOUNCE,28.72,25.91,29.31,,35,0.21,FAVORABLE,28.72,LIMIT,2026-05-28,2026-05-28T05:30:44.771994
NOK,LONG,CONVICTION,78.7,BULL_BOUNCE_PENDING,16.07,14.52,16.87,,64,0.52,FAVORABLE,15.5088,STOP,2026-05-28,2026-05-28T05:33:37.636922
UCTT,LONG,CONVICTION,78.7,BULL_BOUNCE_PENDING,92.38,86.59,97.0,,17,0.8,FAVORABLE,90.25,STOP,2026-05-28,2026-05-28T05:35:01.878662
BB,LONG,CONVICTION,78.5,BULL_BOUNCE_PENDING,8.51,7.87,8.94,,156,0.67,FAVORABLE,8.63,LIMIT,2026-05-28,2026-05-28T05:31:22.770802
BTDR,LONG,CONVICTION,78.5,BULL_BOUNCE_PENDING,15.95,14.58,16.75,,72,0.58,FAVORABLE,15.29,STOP,2026-05-28,2026-05-28T05:31:41.525993
CZR,LONG,CONVICTION,78.5,BULL_BOUNCE_CONFIRMED,29.33,28.14,30.8,,83,1.23,FAVORABLE,29.3313,LIMIT,2026-05-28,2026-05-28T05:32:14.782534
VOYG,LONG,CONVICTION,78.4,BULL_BOUNCE,47.27,43.02,54.15,,23,1.62,FAVORABLE,47.27,LIMIT,2026-05-28,2026-05-28T05:35:12.875020
CABA,LONG,CONVICTION,78.1,BULL_BOUNCE_CONFIRMED,3.93,3.6,4.12,,308,0.61,FAVORABLE,3.9257,LIMIT,2026-05-28,2026-05-28T05:31:44.747904
UAVS,LONG,CONVICTION,78.0,BULL_BOUNCE_PENDING,1.2,0.82,1.26,,263,0.16,FAVORABLE,1.22,LIMIT,2026-05-28,2026-05-28T05:35:01.517946
BHVN,LONG,CONVICTION,77.8,BULL_BOUNCE_PENDING,11.03,9.96,11.59,,92,0.51,FAVORABLE,11.26,LIMIT,2026-05-28,2026-05-28T05:31:37.836147
OTLK,LONG,CONVICTION,77.0,BULL_BOUNCE_PENDING,0.61,0.55,0.64,,1634,0.5,FAVORABLE,0.626,LIMIT,2026-05-28,2026-05-28T05:33:50.656652
FGL,LONG,CONVICTION,76.5,BULL_BOUNCE_PENDING,3.18,2.68,3.34,,198,0.32,FAVORABLE,2.25,STOP,2026-05-28,2026-05-28T05:36:01.159626
ULCC,LONG,CONVICTION,76.3,BULL_BOUNCE_PENDING,5.55,5.28,5.82,,379,1.05,FAVORABLE,5.66,LIMIT,2026-05-28,2026-05-28T05:35:02.746896
CLYM,LONG,CONVICTION,76.2,BULL_BOUNCE_PENDING,12.21,11.02,12.82,,83,0.51,FAVORABLE,11.95,STOP,2026-05-28,2026-05-28T05:31:55.057086
SLDP,LONG,CONVICTION,76.2,BULL_BOUNCE_PENDING,3.5,3.15,3.68,,282,0.49,FAVORABLE,3.2705,STOP,2026-05-28,2026-05-28T05:34:39.295795
AEMD,LONG,CONVICTION,76.0,BULL_BOUNCE_PENDING,3.18,2.85,3.34,,305,0.49,FAVORABLE,2.67,STOP,2026-05-28,2026-05-28T05:35:26.594495
BEAM,LONG,CONVICTION,75.3,BULL_BOUNCE_PENDING,30.8,29.47,33.24,,75,1.83,FAVORABLE,31.43,LIMIT,2026-05-28,2026-05-28T05:31:33.942247
FOXF,LONG,CONVICTION,75.0,BULL_BOUNCE_CONFIRMED,18.0,16.2,18.9,,55,0.5,FAVORABLE,18.0,LIMIT,2026-05-28,2026-05-28T05:32:37.871184
LIND,LONG,CONVICTION,74.6,BULL_BOUNCE_PENDING,22.33,21.26,23.45,,93,1.04,FAVORABLE,22.79,LIMIT,2026-05-28,2026-05-28T05:33:15.282698
APP,LONG,CONVICTION,74.0,BULL_BOUNCE_CONFIRMED,575.25,556.26,609.11,,5,1.78,FAVORABLE,575.25,LIMIT,2026-05-28,2026-05-28T05:31:06.273574
GRPN,LONG,CONVICTION,74.0,BULL_BOUNCE,21.51,19.7,21.82,,55,0.17,FAVORABLE,21.51,LIMIT,2026-05-28,2026-05-28T05:32:51.674710
MU,LONG,CONVICTION,74.0,BULL_BOUNCE,913.54,845.34,920.54,,1,0.1,FAVORABLE,913.54,LIMIT,2026-05-28,2026-05-28T05:33:31.349033
RUM,LONG,CONVICTION,74.0,BULL_BOUNCE,9.61,8.83,9.77,,127,0.2,FAVORABLE,9.61,LIMIT,2026-05-28,2026-05-28T05:34:27.834540
SPCE,LONG,CONVICTION,74.0,BULL_BOUNCE_PENDING,3.89,3.35,4.08,,184,0.36,FAVORABLE,3.605,STOP,2026-05-28,2026-05-28T05:34:44.540576
OUST,LONG,CONVICTION,74.0,BULL_BOUNCE,43.43,38.91,44.49,,22,0.23,FAVORABLE,43.43,LIMIT,2026-05-28,2026-05-28T05:36:41.477062
TJGC,LONG,CONVICTION,74.0,BULL_BOUNCE_PENDING,6.58,6.0,6.91,,172,0.57,FAVORABLE,6.36,STOP,2026-05-28,2026-05-28T05:37:02.772129
MTVA,LONG,CONVICTION,73.9,BULL_BOUNCE_PENDING,3.07,2.77,3.56,,334,1.66,FAVORABLE,3.13,LIMIT,2026-05-28,2026-05-28T05:36:28.048521
JHX,LONG,CONVICTION,73.8,BULL_BOUNCE_PENDING,22.02,21.37,23.93,24.87,154,2.95,FAVORABLE,22.4,LIMIT,2026-05-28,2026-05-28T05:33:08.901471
BOBS,LONG,CONVICTION,73.0,BULL_BOUNCE_PENDING,11.03,10.01,11.59,,97,0.54,FAVORABLE,11.26,LIMIT,2026-05-28,2026-05-28T05:31:40.085853
MNTS,LONG,CONVICTION,73.0,BULL_BOUNCE_PENDING,22.22,19.26,23.33,,33,0.38,FAVORABLE,15.25,STOP,2026-05-28,2026-05-28T05:33:28.641574
SERV,LONG,CONVICTION,72.9,BULL_BOUNCE_PENDING,8.53,7.42,8.96,,90,0.39,FAVORABLE,8.7033,LIMIT,2026-05-28,2026-05-28T05:36:59.152081
KEEL,LONG,CONVICTION,72.5,BULL_BOUNCE_PENDING,5.27,5.02,5.54,,394,1.04,FAVORABLE,5.3799,LIMIT,2026-05-28,2026-05-28T05:33:11.139787
RCAT,LONG,CONVICTION,72.5,BULL_BOUNCE_PENDING,12.22,10.67,12.83,,64,0.4,FAVORABLE,12.3988,LIMIT,2026-05-28,2026-05-28T05:34:16.064347
SMTC,LONG,CONVICTION,72.5,BULL_BOUNCE_PENDING,172.53,156.41,181.16,,6,0.54,FAVORABLE,158.0,STOP,2026-05-28,2026-05-28T05:37:00.005062
SNYR,LONG,CONVICTION,72.4,BULL_BOUNCE_PENDING,0.34,0.25,0.36,,1138,0.2,FAVORABLE,0.3496,LIMIT,2026-05-28,2026-05-28T05:34:40.760889
ASTI,LONG,CONVICTION,72.0,BULL_BOUNCE_PENDING,6.78,6.55,7.16,,435,1.65,FAVORABLE,6.79,LIMIT,2026-05-28,2026-05-28T05:31:19.456964
BURU,LONG,CONVICTION,72.0,BULL_BOUNCE_PENDING,0.2,0.18,0.21,,5910,0.59,FAVORABLE,0.1937,STOP,2026-05-28,2026-05-28T05:31:43.524648
FPS,LONG,CONVICTION,72.0,BULL_BOUNCE_CONFIRMED,46.98,43.19,49.33,,26,0.62,FAVORABLE,46.98,LIMIT,2026-05-28,2026-05-28T05:36:05.758180
IPWR,LONG,CONVICTION,72.0,BULL_BOUNCE_PENDING,9.02,8.63,10.11,,254,2.78,FAVORABLE,9.0699,LIMIT,2026-05-28,2026-05-28T05:36:16.179527
APPS,LONG,CONVICTION,71.8,BULL_BOUNCE_PENDING,6.76,6.61,7.07,7.2,667,2.08,FAVORABLE,6.83,LIMIT,2026-05-28,2026-05-28T05:31:07.949920
MBC,LONG,CONVICTION,71.8,BULL_BOUNCE_PENDING,9.12,8.22,9.58,,110,0.5,FAVORABLE,9.31,LIMIT,2026-05-28,2026-05-28T05:33:22.366403
GGAL,LONG,CONVICTION,71.0,BULL_BOUNCE_PENDING,47.28,45.4,52.91,55.11,53,2.98,FAVORABLE,48.25,LIMIT,2026-05-28,2026-05-28T05:32:43.878392
QTTB,LONG,CONVICTION,71.0,BULL_BOUNCE_PENDING,11.68,11.37,12.29,12.67,325,1.99,FAVORABLE,11.71,LIMIT,2026-05-28,2026-05-28T05:34:14.361492
TRNS,LONG,CONVICTION,71.0,CHANNEL_BREAKOUT,80.32,76.12,87.0,,23,1.59,FAVORABLE,80.32,LIMIT,2026-05-28,2026-05-28T05:34:56.262088
NNVC,LONG,CONVICTION,71.0,BULL_BOUNCE_PENDING,1.89,1.62,1.98,,367,0.35,FAVORABLE,1.59,STOP,2026-05-28,2026-05-28T05:36:40.437867
NNBR,LONG,CONVICTION,70.4,BULL_BOUNCE_PENDING,3.1,3.03,3.28,,1438,2.59,FAVORABLE,3.1006,LIMIT,2026-05-28,2026-05-28T05:36:40.310701
SG,LONG,CONVICTION,70.3,BULL_BOUNCE_PENDING,9.78,8.94,10.27,,118,0.58,FAVORABLE,9.9,LIMIT,2026-05-28,2026-05-28T05:34:34.289505
CVNA,LONG,CONVICTION,70.0,BULL_BOUNCE,72.77,68.87,73.2,,25,0.11,FAVORABLE,72.774,LIMIT,2026-05-28,2026-05-28T05:32:12.612946
HLIT,LONG,CONVICTION,70.0,BULL_BOUNCE,16.94,15.81,19.3,,88,2.08,FAVORABLE,16.94,LIMIT,2026-05-28,2026-05-28T05:32:53.363362
ORBS,LONG,CONVICTION,70.0,BULL_BOUNCE,0.89,0.77,0.9,,857,0.09,FAVORABLE,0.89,LIMIT,2026-05-28,2026-05-28T05:33:48.541743
ASPN,LONG,CONVICTION,69.8,BULL_BOUNCE_PENDING,6.17,5.84,6.48,,302,0.93,FAVORABLE,6.3,LIMIT,2026-05-28,2026-05-28T05:31:12.668227
ASTS,LONG,CONVICTION,69.8,BULL_BOUNCE_PENDING,124.0,119.1,130.2,,20,1.27,FAVORABLE,124.48,LIMIT,2026-05-28,2026-05-28T05:31:19.598992
MASK,LONG,CONVICTION,69.4,BULL_BOUNCE_PENDING,1.86,1.7,2.14,,618,1.72,FAVORABLE,1.9,LIMIT,2026-05-28,2026-05-28T05:33:21.140625
FJET,LONG,CONVICTION,69.3,BULL_BOUNCE_PENDING,6.45,5.9,7.35,,183,1.66,FAVORABLE,6.58,LIMIT,2026-05-28,2026-05-28T05:32:36.961081
MX,LONG,CONVICTION,69.2,BULL_BOUNCE_PENDING,5.68,5.48,6.4,6.57,503,3.63,FAVORABLE,5.73,LIMIT,2026-05-28,2026-05-28T05:36:29.599908
AMWD,LONG,CONVICTION,69.0,BULL_BOUNCE_PENDING,47.13,42.92,49.48,,23,0.56,FAVORABLE,48.09,LIMIT,2026-05-28,2026-05-28T05:31:00.932386
SEB,LONG,CONVICTION,69.0,BULL_BOUNCE_PENDING,5047.17,4981.29,5428.45,5197.1,1,5.79,FAVORABLE,5050.06,LIMIT,2026-05-28,2026-05-28T05:34:30.404287
VRRM,LONG,CONVICTION,69.0,BULL_BOUNCE_PENDING,3.91,3.49,4.11,,236,0.46,FAVORABLE,3.99,LIMIT,2026-05-28,2026-05-28T05:35:13.114042
LITE,LONG,CONVICTION,69.0,BULL_BOUNCE,895.15,809.78,1027.72,,1,1.55,FAVORABLE,895.15,LIMIT,2026-05-28,2026-05-28T05:36:25.687543
VTIX,LONG,CONVICTION,69.0,BULL_BOUNCE_PENDING,4.31,4.08,4.53,,422,0.91,FAVORABLE,4.4,LIMIT,2026-05-28,2026-05-28T05:37:08.426636
CGEM,LONG,CONVICTION,68.7,BULL_BOUNCE_PENDING,15.63,14.96,16.41,,150,1.17,FAVORABLE,15.65,LIMIT,2026-05-28,2026-05-28T05:31:46.818498
GPUS,LONG,CONVICTION,68.6,BULL_BOUNCE_PENDING,0.16,0.14,0.18,,8964,1.96,FAVORABLE,0.1585,LIMIT,2026-05-28,2026-05-28T05:32:45.936948
AMR,LONG,CONVICTION,68.3,BULL_BOUNCE_PENDING,199.8,196.63,208.53,226.09,31,2.76,FAVORABLE,200.9,LIMIT,2026-05-28,2026-05-28T05:31:00.306411
VICR,LONG,CONVICTION,68.0,BULL_BOUNCE_PENDING,333.33,324.26,347.76,359.5,11,1.59,FAVORABLE,335.68,LIMIT,2026-05-28,2026-05-28T05:35:11.461921
DSX,LONG,CONVICTION,68.0,BULL_BOUNCE,2.53,2.4,2.78,,777,1.97,FAVORABLE,2.53,LIMIT,2026-05-28,2026-05-28T05:35:54.292489
PRIM,LONG,CONVICTION,67.8,BULL_BOUNCE_PENDING,130.49,128.27,135.75,146.99,45,2.37,FAVORABLE,130.7,LIMIT,2026-05-28,2026-05-28T05:34:01.813450
CVCO,LONG,CONVICTION,67.0,BULL_BOUNCE_PENDING,543.28,536.08,561.39,570.11,13,2.51,FAVORABLE,544.0,LIMIT,2026-05-28,2026-05-28T05:32:12.266845
DDS,LONG,CONVICTION,67.0,BULL_BOUNCE_PENDING,589.81,582.11,608.57,615.36,12,2.44,FAVORABLE,590.4,LIMIT,2026-05-28,2026-05-28T05:32:20.702221
FUN,LONG,CONVICTION,67.0,BULL_BOUNCE_PENDING,19.87,18.9,22.28,,103,2.48,FAVORABLE,20.28,LIMIT,2026-05-28,2026-05-28T05:32:39.139521
NMAX,LONG,CONVICTION,67.0,CHANNEL_RECLAIM_LONG,7.85,7.52,8.24,,306,1.2,FAVORABLE,7.85,LIMIT,2026-05-28,2026-05-28T05:33:37.045059
PGNY,LONG,CONVICTION,67.0,BULL_BOUNCE_PENDING,24.97,23.62,28.91,,74,2.93,FAVORABLE,25.48,LIMIT,2026-05-28,2026-05-28T05:33:55.065432
EDIT,LONG,CONVICTION,67.0,BULL_BOUNCE_PENDING,3.53,3.44,3.76,,1110,2.55,FAVORABLE,3.5479,LIMIT,2026-05-28,2026-05-28T05:35:59.205875
TE,LONG,CONVICTION,66.0,BULL_BOUNCE_PENDING,10.45,10.1,11.52,11.6,285,3.05,FAVORABLE,10.49,LIMIT,2026-05-28,2026-05-28T05:34:52.853821
SATL,LONG,CONVICTION,66.0,BULL_BOUNCE_PENDING,9.55,9.2,11.14,11.14,288,4.59,FAVORABLE,9.69,LIMIT,2026-05-28,2026-05-28T05:36:53.073706
JBLU,LONG,CONVICTION,65.5,BULL_BOUNCE_PENDING,5.22,5.02,5.75,5.75,513,2.72,FAVORABLE,5.3261,LIMIT,2026-05-28,2026-05-28T05:33:07.534891
AFRM,LONG,CONVICTION,65.2,BULL_BOUNCE_PENDING,70.0,68.75,72.64,76.0,79,2.11,FAVORABLE,70.5999,LIMIT,2026-05-28,2026-05-28T05:30:44.806992
CYD,LONG,CONVICTION,65.1,BULL_BOUNCE_PENDING,59.65,58.55,62.64,,90,2.7,FAVORABLE,60.87,LIMIT,2026-05-28,2026-05-28T05:32:13.632801
AAOI,LONG,CONVICTION,65.0,BULL_BOUNCE,178.65,152.85,179.29,,3,0.02,FAVORABLE,178.65,LIMIT,2026-05-28,2026-05-28T05:35:26.404461
CBRS,SHORT,CONVICTION,64.1,BEAR_REJECTION_PENDING,261.01,263.31,241.55,243.86,43,8.46,FAVORABLE,260.65,LIMIT,2026-05-28,2026-05-28T05:35:44.843522
DAVE,LONG,CONVICTION,64.0,BULL_BOUNCE_PENDING,265.0,260.33,273.16,,21,1.75,FAVORABLE,265.06,LIMIT,2026-05-28,2026-05-28T05:32:18.963234
HUBC,LONG,CONVICTION,64.0,BULL_BOUNCE_PENDING,0.11,0.09,0.11,,6021,0.32,FAVORABLE,0.1097,LIMIT,2026-05-28,2026-05-28T05:32:55.633142
BTGO,LONG,CONVICTION,64.0,BULL_BOUNCE_PENDING,5.99,5.47,6.29,,192,0.57,FAVORABLE,6.11,LIMIT,2026-05-28,2026-05-28T05:35:44.704559
LIMN,LONG,CONVICTION,64.0,BULL_BOUNCE_PENDING,0.17,0.16,0.19,,8124,1.87,FAVORABLE,0.1751,LIMIT,2026-05-28,2026-05-28T05:36:24.073031
HPP,LONG,CONVICTION,63.6,BULL_BOUNCE_PENDING,12.2,11.45,13.35,14.05,133,1.53,FAVORABLE,12.45,LIMIT,2026-05-28,2026-05-28T05:32:54.132111
DLTR,SHORT,CONVICTION,63.5,SHORT_UPPER_DIRTY,108.99,111.65,107.0,,37,0.75,FAVORABLE,108.99,LIMIT,2026-05-28,2026-05-28T05:32:26.236343
OPEN,LONG,CONVICTION,63.3,BULL_BOUNCE_PENDING,4.64,4.49,5.39,5.15,709,5.36,FAVORABLE,4.7302,LIMIT,2026-05-28,2026-05-28T05:33:47.354896
CALY,LONG,CONVICTION,63.2,BULL_BOUNCE_PENDING,15.63,15.34,17.02,17.02,347,4.82,FAVORABLE,15.77,LIMIT,2026-05-28,2026-05-28T05:31:45.006451
DCH,LONG,CONVICTION,63.2,BULL_BOUNCE_PENDING,6.66,6.52,6.99,7.05,720,2.38,FAVORABLE,6.77,LIMIT,2026-05-28,2026-05-28T05:32:20.129323
