ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
BMNR,HIGH_PRIORITY_PRE_TRIGGER,100.0,89.0,89.0,PRE_TRIGGER_COIL,17.075,15m,log_regression,MID,0.408,9,4.46,15.0,weekly,12.15,100.0,nearest_support_gap_hi,17.0,True,False,0.44,0.44,41.2,41.2,3.54,OPTIONS_NOT_CHECKED,ascending channel/control | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,deep_damage_pullback
NBIS,EARLY_STRUCTURAL_MATCH,62.9,73.0,73.0,TOO_EARLY_OR_LOOSE,206.5149,daily,log_regression,MID,0.489,14,154.49,160.385,weekly,22.34,98.13,nearest_support_gap_hi,199.39,True,True,3.45,3.57,45.2,45.2,2.99,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | room back to recent high,deep_damage_pullback | too_early_or_loose_for_trigger | recent_move_already_hot
