ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
SMTK,Long,T2-LONG,100,PULLBACK,0.2999,0.2276,0.4445,0.84,1.155,0.4946,273852587,180.09,TARGET_HIT,0.3,True,2026-06-08_1856,2026-06-05_0504
RMSG,Long,T2-LONG,100,PULLBACK,1.1,0.9497,1.4006,0.768,1.61,0.46,24437570,-30.18,TARGET_HIT,0.28,True,2026-06-08_1856,2026-06-05_0504
DEVS,Long,T2-LONG,95,PULLBACK,0.457,0.3824,0.6062,0.4341,0.8971,0.4006,53480627,-5.01,TARGET_HIT,0.24,True,2026-06-08_1856,2026-06-05_0504
HUBC,Long,T2-LONG,76,PULLBACK,0.1874,0.1356,0.291,1.76,3.1199,1.64,6399852,839.17,STOPPED,-1.0,True,2026-06-08_1856,2026-06-05_0504
LASE,Long,T1-STRONG_LONG,100,PULLBACK,3.355,3.0175,4.03,3.28,3.99,3.18,33412228,-2.24,TARGET_HIT,1.5,True,2026-06-08_1856,2026-06-05_0504
RDW,Long,T1-STRONG_LONG,100,PULLBACK,19.3,18.0614,21.7772,18.57,19.57,18.1,33466343,-3.78,TARGET_HIT,1.5,True,2026-06-08_1856,2026-06-05_0504
MEHA,Long,T3-LONG_WATCH,52,PULLBACK,0.081,0.0292,0.1846,0.0507,0.0742,0.0503,49413306,-37.41,CLOSED_LOSS,-0.58,False,2026-06-08_1856,2026-06-05_0504
PMI,Long,T3-LONG_WATCH,66,PULLBACK,0.2903,0.2359,0.3991,0.2644,0.269,0.2301,9275045,-8.92,STOPPED,-1.0,False,2026-06-08_1856,2026-06-05_0504
FOXX,Long,T3-LONG_WATCH,100,PULLBACK,4.94,2.48,9.86,4.59,5.83,4.5,896874,-7.09,TARGET_HIT,1.5,True,2026-06-08_1856,2026-06-05_0504
CERS,Long,T2-LONG,96,BOUNCE,2.79,2.5891,3.1918,2.6,2.81,2.59,1672954,-6.81,TARGET_HIT,1.5,True,2026-06-08_1856,2026-06-05_0504
ICLR,Long,T1-STRONG_LONG,96,BOUNCE,152.8,139.583,179.234,152.24,153.94,147.17,1129033,-0.37,TARGET_HIT,1.5,True,2026-06-08_1856,2026-06-05_0504
VCYT,Long,T1-STRONG_LONG,100,BOUNCE,49.94,47.2293,55.3614,47.27,49.71,47.14,1045929,-5.35,TARGET_HIT,1.5,True,2026-06-08_1856,2026-06-05_0504
YETI,Long,T3-LONG_WATCH,100,BOUNCE,47.82,45.5124,52.4352,47.67,48.875,46.68,1660408,-0.31,TARGET_HIT,1.5,True,2026-06-08_1856,2026-06-05_0504
RGEN,Long,T1-STRONG_LONG,100,BOUNCE,126.55,118.0781,143.4938,125.33,126.48,121.205,741331,-0.96,TARGET_HIT,1.5,True,2026-06-08_1856,2026-06-05_0504
BLLN,Long,T1-STRONG_LONG,100,PULLBACK,104.59,94.7593,124.2514,94.43,101.3,94.2,773433,-9.71,TARGET_HIT,1.5,True,2026-06-08_1856,2026-06-05_0504
FDMT,Long,T3-LONG_WATCH,80,PULLBACK,9.4,8.9919,10.24,8.64,8.84,8.41,565114,-8.09,STOPPED,-1.0,False,2026-06-08_1856,2026-06-05_0504
AXGN,Long,T1-STRONG_LONG,100,BOUNCE,42.39,39.4111,48.3478,41.46,43.98,41.4,1104820,-2.19,TARGET_HIT,1.5,True,2026-06-08_1856,2026-06-05_0504
FUN,Long,T1-STRONG_LONG,100,BOUNCE,21.21,19.6813,25.75,22.04,22.685,20.54,2667228,3.91,TARGET_HIT,1.5,True,2026-06-08_1856,2026-06-05_0504
