ticker,side,setups,rth_open,last_px,rth_high,rth_low,orb_high,orb_low,vwap,gap_pct,chg_pct_full,rth_vol,rel_vol,prev_close,est_entry,stop,target,shares,score,gap_tier,stop_source,stop_dist,atr_14,atr_ratio,atr_ok,float_m,float_rotation_pct,borrow_risk
BJDX,SHORT,ORB-SHORT|FAILED-GAP-SHORT,6.12,4.475,7.0,3.7056,7.0,5.82,5.7653,182.03,106.22,36538452,1057.8,2.17,4.475,4.53,4.365,1818,117800.8379,PARABOLIC,recent 5-min high,0.055,0.4884,0.19,False,1.03,3531.3,MEDIUM
ZJYL,LONG,ORB-LONG|HOLDING-LONG,2.885,3.89,4.5,2.76,3.4699,2.76,3.8501,18.24,59.43,9780299,6371.53,2.44,3.89,3.8,4.07,1111,107138.3533,STRETCHED,recent 5-min low,0.09,0.296,0.51,True,7.83,125.0,N/A
LASE,LONG,ORB-LONG,1.205,2.14,2.2799,1.08,1.25,1.08,1.7324,29.92,130.73,163979412,405.79,0.9275,2.14,2.07,2.28,1428,32532.4074,STRETCHED,recent 5-min low,0.07,0.1586,0.74,True,38.32,427.9,N/A
LOBO,SHORT,FAILED-GAP-SHORT,1.2,1.09,1.48,1.0,1.31,1.09,1.2485,42.86,29.76,42520083,636.18,0.84,1.09,1.12,1.03,3333,21719.242,EXTREME,recent 5-min high,0.03,0.1289,0.39,False,13.84,307.2,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)"
VSA,SHORT,ORB-SHORT|FAILED-GAP-SHORT,7.68,4.44,7.71,4.0,7.71,6.51,5.7733,79.44,3.74,3319351,211.1,4.28,4.44,4.55,4.22,909,13217.9507,PARABOLIC,recent 5-min high,0.11,0.7283,0.25,False,0.62,534.1,MEDIUM
ABTS,SHORT,ORB-SHORT|FAILED-GAP-SHORT,3.2,2.3,3.25,2.12,3.25,2.86,2.8094,49.53,7.48,6383227,7.41,2.14,2.3,2.44,2.02,714,258.5624,EXTREME,recent 5-min high,0.14,0.3157,0.74,True,2.96,215.5,HIGH (low-priced low-float — verify locate before entering)
LFVN,SHORT,ORB-SHORT|FAILED-GAP-SHORT,11.71,8.715,11.71,7.5,11.71,9.5308,9.3647,24.18,-7.58,2137661,9.96,9.43,8.715,8.92,8.305,487,181.6282,STRETCHED,recent 5-min high,0.205,1.0275,0.33,False,12.62,16.9,LOW
