ticker,setup,side,score,entry,stop,target,secondary_target,shares,rr,spy_regime,rel_vol,current_price,ath_status,pct_from_52w_high,high_52w,float_rotation,float_rotation_label,obv_macro_state,exhaustion_warning,primitives_json,reasons,notes,timestamp
AAL,BULL_BOUNCE_PENDING,LONG,68.7,16.68,15.55,18.59,,88,1.7,CHOP,0.8,17.02,NEAR_HIGH,-0.0942,18.79,0.1879,18.8% (active),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 13.7, ""moderate_pullback"": 8.0, ""obv_rising"": 8.0, ""regime_chop_size_down"": -5.0}","PENDING: wait for pullback to $15.78 (daily 14tk COMPRESSION gap body) | 6.9% below — moderate pullback, sweet spot (49% WR) | OBV rising — accumulation underneath | SPY CHOP — size down 50%",LIMIT BUY @ $16.68 (2% pullback cap; anchor at $15.78 too far). Stop $15.55. Anchor: daily 14tk.,2026-07-10T02:19:33
PATH,BULL_BOUNCE_PENDING,LONG,76.4,11.88,11.27,13.08,,164,1.98,CHOP,1.69,11.8065,DEEP_BELOW,-0.4049,19.84,0.1895,18.9% (active),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 14.4, ""moderate_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""sector_top_quartile"": 3.0, ""regime_chop_size_down"": -5.0, ""breakout_follow_promotion"": 0.0}","BUY-STOP: tape already cleared the $10.99 anchor - enter on strength above today's high, no pullback | 5.8% below — moderate pullback, sweet spot (49% WR) | OBV rising — accumulation underneath | TECH STRONG (STRONG) — sector tailwind | SPY CHOP — size down 50% | BREAKOUT_FOLLOW: open $11.08 cleared anchor $10.99, 3/4 strength, regime CHOP — buy-stop $11.88, 1.0xATR stop","BUY-STOP @ $11.88 (above today's high $11.87). Stop $11.27 (1.0xATR). Score 76, strength=3/4, regime=CHOP. BREAKOUT_FOLLOW.",2026-07-10T02:19:32
JLHL,BULL_BOUNCE_PENDING,LONG,75.0,20.58,17.78,21.61,,35,0.37,CHOP,17.65,21.0,DEEP_BELOW,-0.6376,57.95,3.7693,376.9% (EXTREME — almost always reverts),RISING,False,"{""structural_anchor_below"": 14.0, ""moderate_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_hot"": 8.0, ""float_rot_parabolic"": 6.0, ""breakout_volume_surge"": 6.0, ""regime_chop_size_down"": -5.0}","PENDING: wait for pullback to $19.84 (1m 15tk MINOR gap body) | 5.2% below — moderate pullback, sweet spot (49% WR) | OBV rising — accumulation underneath | hot volume 17.7x avg | float rotation 3.77x — parabolic engagement | breakout volume surge — real demand active | SPY CHOP — size down 50%",LIMIT BUY @ $20.58 (2% pullback cap; anchor at $19.84 too far). Stop $17.78. Anchor: 1m 15tk.,2026-07-10T02:19:32
MARA,BULL_BOUNCE_PENDING,LONG,82.4,14.42,12.98,15.14,,69,0.5,CHOP,1.79,13.25,DEEP_BELOW,-0.435,23.45,0.2048,20.5% (active),RISING,False,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""high_genesis_rank"": 14.4, ""moderate_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""sector_top_quartile"": 3.0, ""regime_chop_size_down"": -5.0, ""breakout_follow_promotion"": 0.0}","BUY-STOP: tape already cleared the $12.34 anchor - enter on strength above today's high, no pullback | 4.4% below — moderate pullback, sweet spot (49% WR) | OBV rising — accumulation underneath | TECH STRONG (STRONG) — sector tailwind | SPY CHOP — size down 50% | BREAKOUT_FOLLOW: open $12.67 cleared anchor $12.34, 3/4 strength, regime CHOP — buy-stop $14.42, 1.0xATR stop","BUY-STOP @ $14.42 (above today's high $14.41). Stop $12.98 (1.0xATR). Score 82, strength=3/4, regime=CHOP. BREAKOUT_FOLLOW.",2026-07-10T02:19:33
ELPW,BULL_BOUNCE_PENDING,LONG,77.9,0.93,0.87,0.98,,1596,0.74,CHOP,14.79,0.9477,DEEP_BELOW,-0.9998,5696.0,18.6117,1861.2% (EXTREME — almost always reverts),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 2.9, ""moderate_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_hot"": 8.0, ""float_rot_parabolic"": 6.0, ""breakout_volume_surge"": 6.0, ""regime_chop_size_down"": -5.0}","PENDING: wait for pullback to $0.91 (30m 1tk COMPRESSION gap body) | 3.8% below — moderate pullback, sweet spot (49% WR) | OBV rising — accumulation underneath | hot volume 14.8x avg | float rotation 18.61x — parabolic engagement | breakout volume surge — real demand active | SPY CHOP — size down 50%",LIMIT BUY @ $0.93 (2% pullback cap; anchor at $0.91 too far). Stop $0.87. Anchor: 30m 1tk.,2026-07-10T02:19:33
PLTR,BULL_BOUNCE_PENDING,LONG,74.1,126.22,116.09,146.34,,9,1.98,CHOP,0.79,128.7999,DEEP_BELOW,-0.3793,207.52,0.0147,1.5% (normal),NEUTRAL,False,"{""structural_anchor_below"": 14.0, ""huge_anchor"": 8.0, ""high_genesis_rank"": 12.1, ""vacuum_tier"": 6.0, ""moderate_pullback"": 8.0, ""float_rot_quiet"": -2.0, ""sector_top_quartile"": 3.0, ""regime_chop_size_down"": -5.0}","PENDING: wait for pullback to $118.36 (daily 338tk VACUUM gap body) | 6.8% below — moderate pullback, sweet spot (49% WR) | AI STRONG (STRONG) — sector tailwind | SPY CHOP — size down 50%",LIMIT BUY @ $126.22 (2% pullback cap; anchor at $118.36 too far). Stop $116.09. Anchor: daily 338tk.,2026-07-10T02:19:34
HOOD,BULL_BOUNCE_PENDING,LONG,70.2,112.94,108.11,131.78,,20,3.89,CHOP,0.57,115.25,BELOW,-0.2509,153.86,0.0208,2.1% (normal),RISING,True,"{""structural_anchor_below"": 14.0, ""huge_anchor"": 8.0, ""high_genesis_rank"": 14.2, ""conviction_tier"": 10.0, ""near_pullback"": -4.0, ""obv_rising"": 8.0, ""exhaustion_warning"": -3.0, ""float_rot_quiet"": -2.0, ""regime_chop_size_down"": -5.0}","PENDING: wait for pullback to $110.69 (daily 408tk CONVICTION gap body) | only 2.2% below — shallow entry, historically weak (22% WR) | OBV rising — accumulation underneath | exhaustion: +2.1% over 5d on declining volume (-20.8%/day), no capitulation in last 10d, $4.80 (0.7× ATR) to daily 166tk bear gap | SPY CHOP — size down 50%",LIMIT BUY @ $112.94 (2% pullback cap; anchor at $110.69 too far). Stop $108.11. Anchor: daily 408tk.,2026-07-10T02:19:34
ZETA,BULL_BOUNCE_PENDING,LONG,65.3,21.51,19.51,24.55,,49,1.52,CHOP,1.35,21.95,BELOW,-0.1541,25.95,0.051,5.1% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 13.3, ""far_pullback"": 4.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""sector_top_quartile"": 3.0, ""regime_chop_size_down"": -5.0}","PENDING: wait for pullback to $19.92 (daily 49tk COMPRESSION gap body) | 8.2% below — far pullback, patience required but edge is real (52% WR) | OBV rising — accumulation underneath | TECH STRONG (STRONG) — sector tailwind | SPY CHOP — size down 50%",LIMIT BUY @ $21.51 (2% pullback cap; anchor at $19.92 too far). Stop $19.51. Anchor: daily 49tk.,2026-07-10T02:19:33
WEN,BULL_BOUNCE_PENDING,LONG,67.0,7.42,6.26,7.79,,86,0.32,CHOP,0.31,7.5698,DEEP_BELOW,-0.3692,12.0,0.0527,5.3% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 10.9, ""vacuum_tier"": 6.0, ""near_pullback"": -4.0, ""obv_rising"": 8.0, ""rel_vol_quiet_pending"": -1.0, ""float_rot_quiet"": -2.0, ""regime_chop_size_down"": -5.0}","PENDING: wait for pullback to $6.88 (10m 119tk VACUUM gap body) | only 1.3% below — shallow entry, historically weak (22% WR) | OBV rising — accumulation underneath | SPY CHOP — size down 50%",LIMIT BUY @ $7.42 (2% pullback cap; anchor at $6.88 too far). Stop $6.26. Anchor: 10m 119tk.,2026-07-10T02:19:33
TTD,BULL_BOUNCE_PENDING,LONG,64.6,19.35,18.28,22.43,22.53,93,2.89,CHOP,0.45,19.74,DEEP_BELOW,-0.7841,91.45,0.0194,1.9% (normal),FALLING,False,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""high_genesis_rank"": 13.6, ""moderate_pullback"": 8.0, ""obv_falling_pending"": -2.0, ""rel_vol_quiet_pending"": -1.0, ""float_rot_quiet"": -2.0, ""sector_top_quartile"": 3.0, ""regime_chop_size_down"": -5.0}","PENDING: wait for pullback to $18.67 (weekly 60tk COMPRESSION gap body) | 3.9% below — moderate pullback, sweet spot (49% WR) | OBV softer near-term — normal during pullback wait | TECH STRONG (STRONG) — sector tailwind | SPY CHOP — size down 50%",LIMIT BUY @ $19.35 (2% pullback cap; anchor at $18.67 too far). Stop $18.28. Anchor: weekly 60tk.,2026-07-10T02:19:34
STM,BULL_BOUNCE_PENDING,LONG,72.5,69.73,68.2,72.43,75.5,65,1.76,CHOP,0.73,71.1527,BELOW,-0.1261,81.42,0.0099,1.0% (normal),RISING,True,"{""structural_anchor_below"": 14.0, ""huge_anchor"": 8.0, ""high_genesis_rank"": 13.5, ""conviction_tier"": 10.0, ""near_pullback"": -4.0, ""obv_rising"": 8.0, ""exhaustion_warning"": -3.0, ""float_rot_quiet"": -2.0, ""sector_top_quartile"": 3.0, ""regime_chop_size_down"": -5.0}","PENDING: wait for pullback to $69.56 (daily 204tk CONVICTION gap body) | only 0.8% below — shallow entry, historically weak (22% WR) | OBV rising — accumulation underneath | exhaustion: +4.4% over 5d on declining volume (-12.5%/day), no capitulation in last 10d, $0.73 (0.2× ATR) to 10m 47tk bear gap | TECH STRONG (STRONG) — sector tailwind | SPY CHOP — size down 50%",LIMIT BUY @ $69.73 (2% pullback cap; anchor at $69.56 too far). Stop $68.2. Anchor: daily 204tk.,2026-07-10T02:19:33
SKYQ,BULL_BOUNCE_PENDING,LONG,65.7,3.11,2.77,3.26,,294,0.46,CHOP,0.26,3.17,DEEP_BELOW,-0.837,19.45,1.3941,139.4% (FULL ROTATION — exhaustion signal),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 7.7, ""moderate_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_quiet_pending"": -1.0, ""float_rot_in_play"": 4.0, ""regime_chop_size_down"": -5.0}","PENDING: wait for pullback to $3.02 (1h 5tk MINOR gap body) | 4.1% below — moderate pullback, sweet spot (49% WR) | OBV rising — accumulation underneath | float rotation 1.39x — supply rotating, in play | SPY CHOP — size down 50%",LIMIT BUY @ $3.11 (2% pullback cap; anchor at $3.02 too far). Stop $2.77. Anchor: 1h 5tk.,2026-07-10T02:23:56
U,BULL_BOUNCE_PENDING,LONG,63.9,30.37,28.02,35.62,,42,2.23,CHOP,0.92,30.99,DEEP_BELOW,-0.4058,52.15,0.0145,1.4% (normal),NEUTRAL,False,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""high_genesis_rank"": 13.9, ""far_pullback"": 4.0, ""float_rot_quiet"": -2.0, ""sector_top_quartile"": 3.0, ""regime_chop_size_down"": -5.0}","PENDING: wait for pullback to $28.48 (weekly 51tk COMPRESSION gap body) | 7.3% below — far pullback, patience required but edge is real (52% WR) | TECH STRONG (STRONG) — sector tailwind | SPY CHOP — size down 50%",LIMIT BUY @ $30.37 (2% pullback cap; anchor at $28.48 too far). Stop $28.02. Anchor: weekly 51tk.,2026-07-10T02:23:28
S,BULL_BOUNCE_PENDING,LONG,66.2,18.29,16.86,19.2,,70,0.64,CHOP,0.91,18.66,BELOW,-0.128,21.4,0.0168,1.7% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 14.2, ""far_pullback"": 4.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""sector_top_quartile"": 3.0, ""regime_chop_size_down"": -5.0}","PENDING: wait for pullback to $17.13 (daily 34tk COMPRESSION gap body) | 7.3% below — far pullback, patience required but edge is real (52% WR) | OBV rising — accumulation underneath | TECH STRONG (STRONG) — sector tailwind | SPY CHOP — size down 50%",LIMIT BUY @ $18.29 (2% pullback cap; anchor at $17.13 too far). Stop $16.86. Anchor: daily 34tk.,2026-07-10T02:24:29
MRNA,BEAR_REJECTION_PENDING,SHORT,77.7,77.34,80.17,67.94,67.94,35,3.32,CHOP,0.44,76.54,BELOW,-0.1058,85.6,0.0111,1.1% (normal),RISING,False,"{""structural_anchor_above"": 14.0, ""huge_anchor"": 14.0, ""high_genesis_rank"": 13.7, ""conviction_tier"": 10.0, ""near_rally"": 8.0, ""regime_chop"": -2.0, ""ascending_channel_headwind"": -10.0, ""obv_rising_against_short"": 0.0}",PENDING: wait for rally to $77.34 (daily 243tk CONVICTION bear gap) | only 1.0% above current — close rally | ASC channel active (weekly) — short fights rising structure | OBV rising — possible trapped buyers under resistance (neutral),LIMIT SHORT @ $77.34 on rally (1.0% above current $76.54). Stop $80.17. Anchor: daily 243tk bear.,2026-07-10T02:25:26
WTI,BULL_BOUNCE_PENDING,LONG,65.9,3.36,3.05,3.93,,323,1.84,CHOP,0.89,3.43,DEEP_BELOW,-0.3248,5.08,0.0283,2.8% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 11.9, ""far_pullback"": 4.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""sector_top_decile"": 5.0, ""regime_chop_size_down"": -5.0}","PENDING: wait for pullback to $3.12 (daily 6tk COMPRESSION gap body) | 8.5% below — far pullback, patience required but edge is real (52% WR) | OBV rising — accumulation underneath | ENERGY HOT (top 8%) — major tailwind | SPY CHOP — size down 50%",LIMIT BUY @ $3.36 (2% pullback cap; anchor at $3.12 too far). Stop $3.05. Anchor: daily 6tk.,2026-07-10T02:23:51
PGY,BULL_BOUNCE_PENDING,LONG,65.6,17.53,16.46,19.24,,92,1.59,CHOP,0.95,17.89,DEEP_BELOW,-0.6024,44.99,0.0489,4.9% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 12.6, ""moderate_pullback"": 8.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""regime_chop_size_down"": -5.0}","PENDING: wait for pullback to $16.82 (daily 39tk COMPRESSION gap body) | 4.9% below — moderate pullback, sweet spot (49% WR) | OBV rising — accumulation underneath | SPY CHOP — size down 50%",LIMIT BUY @ $17.53 (2% pullback cap; anchor at $16.82 too far). Stop $16.46. Anchor: daily 39tk.,2026-07-10T02:23:36
COGT,BULL_BOUNCE_PENDING,LONG,66.5,39.92,37.81,41.91,,47,0.95,CHOP,1.14,40.73,NEAR_HIGH,-0.0686,43.73,0.0226,2.3% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 9.5, ""vacuum_tier"": 6.0, ""near_pullback"": -4.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""regime_chop_size_down"": -5.0}","PENDING: wait for pullback to $38.98 (30m 197tk VACUUM gap body) | only 1.9% below — shallow entry, historically weak (22% WR) | OBV rising — accumulation underneath | SPY CHOP — size down 50%",LIMIT BUY @ $39.92 (2% pullback cap; anchor at $38.98 too far). Stop $37.81. Anchor: 30m 197tk.,2026-07-10T02:23:16
ALAB,BULL_BOUNCE_PENDING,LONG,60.0,415.62,401.5,475.69,468.0,7,4.25,CHOP,0.59,417.2,BELOW,-0.1647,499.48,0.0221,2.2% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""large_anchor"": 10.0, ""vacuum_tier"": 6.0, ""near_pullback"": -4.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""sector_top_quartile"": 3.0, ""regime_chop_size_down"": -5.0}","PENDING: wait for pullback to $415.62 (5m 125tk VACUUM gap body) | only 0.2% below — shallow entry, historically weak (22% WR) | OBV rising — accumulation underneath | TECH STRONG (STRONG) — sector tailwind | SPY CHOP — size down 50%",LIMIT BUY @ $415.62 on pullback (0.2% below current $417.20). Stop $401.5. Anchor: 5m 125tk.,2026-07-10T02:27:17
TXG,BULL_BOUNCE_PENDING,LONG,66.4,42.22,38.27,44.33,,25,0.53,CHOP,0.87,43.08,BLUE_SKY,-0.0005,43.1,0.0236,2.4% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 14.4, ""far_pullback"": 4.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""sector_top_quartile"": 3.0, ""regime_chop_size_down"": -5.0}","PENDING: wait for pullback to $39.13 (weekly 25tk COMPRESSION gap body) | 8.9% below — far pullback, patience required but edge is real (52% WR) | OBV rising — accumulation underneath | TECH STRONG (STRONG) — sector tailwind | SPY CHOP — size down 50%",LIMIT BUY @ $42.22 (2% pullback cap; anchor at $39.13 too far). Stop $38.27. Anchor: weekly 25tk.,2026-07-10T02:25:17
TEAM,BEAR_REJECTION_PENDING,SHORT,77.5,92.36,95.79,82.92,80.62,29,2.76,CHOP,0.64,90.55,DEEP_BELOW,-0.5932,222.59,0.0111,1.1% (normal),FALLING,False,"{""structural_anchor_above"": 14.0, ""huge_anchor"": 14.0, ""high_genesis_rank"": 13.5, ""conviction_tier"": 10.0, ""near_rally"": 8.0, ""regime_chop"": -2.0, ""ascending_channel_headwind"": -10.0, ""obv_rising_against_short"": 0.0}",PENDING: wait for rally to $92.79 (daily 252tk CONVICTION bear gap) | only 2.5% above current — close rally | ASC channel active (15m) — short fights rising structure | OBV rising — possible trapped buyers under resistance (neutral),LIMIT SHORT @ $92.36 (2% rally cap; anchor at $92.79 too far). Stop $95.79. Anchor: daily 252tk bear.,2026-07-10T02:25:31
TEAM,BULL_BOUNCE,LONG,65.0,90.55,85.37,101.39,103.67,4,2.09,CHOP,0.64,90.55,DEEP_BELOW,-0.5932,222.59,0.0111,1.1% (normal),FALLING,False,"{""ascending_channel"": 18.0, ""at_lower_rail"": 14.0, ""anchor_eligible"": 12.0, ""multiple_touches"": 16.0, ""obv_rising"": 6.0, ""flag_compression"": 4.0, ""regime_chop_size_down"": -5.0}",ASC channel detected on 15m (score 66) | price at lower rail ($88.78) | anchor: 15m 125tk @ $74.94 | 11 prior bull-rail touches | OBV rising — accumulation underneath | flag-period volume compressed (textbook) | SPY CHOP — size down 50% | COUNTER-TREND: opposes dominant SHORT read (top score 78) - sized to 1/4 risk,"Channel: 15m ASC, rails $88.78-$120.60",2026-07-10T02:25:31
SHAZ,BEAR_REJECTION_PENDING,SHORT,78.5,81.92,85.1,76.48,69.8,31,1.71,CHOP,1.17,81.3,BELOW,-0.166,97.48,0.0668,6.7% (normal),RISING,False,"{""structural_anchor_above"": 14.0, ""huge_anchor"": 14.0, ""high_genesis_rank"": 14.5, ""conviction_tier"": 10.0, ""near_rally"": 8.0, ""regime_chop"": -2.0, ""ascending_channel_headwind"": -10.0}",PENDING: wait for rally to $81.92 (daily 274tk CONVICTION bear gap) | only 0.8% above current — close rally | ASC channel active (1h) — short fights rising structure,LIMIT SHORT @ $81.92 on rally (0.8% above current $81.30). Stop $85.1. Anchor: daily 274tk bear.,2026-07-10T02:26:37
