ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
SOUN,Long,T3-LONG_WATCH,56,BOUNCE,9.63,9.0889,10.7122,8.88,8.92,8.35,49061958,-7.79,STOPPED,-1.0,False,2026-05-08_1509,2026-05-08_0533
FLNC,Long,T3-LONG_WATCH,84,PULLBACK,18.97,11.31,34.29,24.16,26.98,23.52,41395634,27.36,NO_FILL,0.0,False,2026-05-08_1509,2026-05-08_0533
PRM,Long,T1-STRONG_LONG,89,PULLBACK,29.36,26.578,34.924,31.77,32.0199,29.375,2054506,8.21,NO_FILL,0.0,False,2026-05-08_1509,2026-05-08_0533
PAYC,Long,T1-STRONG_LONG,96,PULLBACK,138.43,122.5692,170.1516,136.87,137.07,130.74,1190002,-1.13,LOSING,-0.1,False,2026-05-08_1509,2026-05-08_0533
ENOV,Long,T1-STRONG_LONG,100,PULLBACK,25.14,23.3964,28.6272,26.52,27.89,26.23,1537847,5.49,NO_FILL,0.0,False,2026-05-08_1509,2026-05-08_0533
URGN,Long,T2-LONG,100,PULLBACK,25.22,23.1151,29.4298,29.4,30.45,26.95,1696635,16.57,NO_FILL,0.0,False,2026-05-08_1509,2026-05-08_0533
HELE,Long,T1-STRONG_LONG,100,PULLBACK,24.48,23.183,27.074,24.71,25.83,24.2,638047,0.94,WINNING,0.18,False,2026-05-08_1509,2026-05-08_0533
IREN,Long,T1-STRONG_LONG,100,BOUNCE,56.85,53.0978,64.3544,61.2,65.61,57.91,110406810,7.65,NO_FILL,0.0,False,2026-05-08_1509,2026-05-08_0533
MASK,Long,T2-LONG,100,BOUNCE,2.48,1.925,3.59,3.18,3.78,2.47,24320317,28.23,TARGET_HIT,2.0,False,2026-05-08_1509,2026-05-08_0533
WULF,Long,T2-LONG,73,PULLBACK,22.7,21.631,24.838,23.39,25.75,22.7401,36232763,3.04,NO_FILL,0.0,False,2026-05-08_1509,2026-05-08_0533
INTC,Long,T1-STRONG_LONG,85,BREAKOUT,110.975,104.9055,123.114,124.92,130.57,111.8,225542827,12.57,NO_FILL,0.0,False,2026-05-08_1509,2026-05-08_0533
PMAX,Long,T2-LONG,100,PULLBACK,4.2,3.8558,4.8885,3.98,4.4,3.76,6745893,-5.24,STOPPED,-1.0,False,2026-05-08_1509,2026-05-08_0533
GLE,Long,T3-LONG_WATCH,100,BOUNCE,0.549,0.4822,0.6826,0.459,0.5179,0.45,6174925,-16.39,STOPPED,-1.0,False,2026-05-08_1509,2026-05-08_0533
LFST,Long,T3-LONG_WATCH,95,PULLBACK,8.38,6.85,11.44,7.7,8.04,7.665,24975660,-8.11,LOSING,-0.44,False,2026-05-08_1509,2026-05-08_0533
ASBP,Long,T2-LONG,100,PULLBACK,0.1427,0.0894,0.2493,0.185,0.193,0.1103,30818594,29.64,WINNING,0.79,False,2026-05-08_1509,2026-05-08_0533
