ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr,_cohort,_entry_policy
ANNX,Long,PULLBACK,T1-STRONG_LONG,100,4.985,4.753,6.1,5.015,4.8,0.232,5.28,5.6,APPROACH,3,3,"1h,30m,4h",4.985,4.9,HIGHWAY,EXCITED,4.37,23759448.0,1.8,1.7,0.0,1.0,20.9,23.0,8.0,129.35,HIGH,0.05,5.015,5.04,4.99,-1.0,PREMIUM,DISCOUNT,111,4,86,15.5,B,,,,True,0.34935714285714287,0.66,N/A,,0.5,1.0,0.889,0.833,0.917,0.5,1.3333,HOSTILE,4.9,4.985,5.0349,680,431,354,8.16,4.81,3.78,3332.0,2148.54,1782.34,10:30,4.753,6.1,PULLBACK_LIMIT,,,,PENNY,MARKET
