ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,news
CGC,Long,BOUNCE,T3-LONG_WATCH,50,1.2,1.14,1.46,,4.3,0.06,1.2,0.4,CLOSE,1,1,1h,1.195,1.19,HIGHWAY,EXCITED,4625805.0,1.8,1.3,0.0,14.0,23.0,8.0,377.58,MEGA,0.04,1.14,1.14,1.14,0.0,FLAT,FLAT,44,5,13,21.7,C,,,,
QS,Long,PULLBACK,T2-LONG,88,6.6,6.2662,7.58,7.02,2.9,0.3338,7.18,8.1,WAITING,2,2,"1d,4h",6.6,6.46,HIGHWAY,EXCITED,266397334.0,1.3,1.5,0.0,15.0,20.0,8.0,483.24,MEGA,0.02,7.02,7.1,6.94,-2.3,PREMIUM,DISCOUNT,199,4,199,5.6,B,,,,
LWLG,Long,PULLBACK,T3-LONG_WATCH,59,14.18,13.0757,16.3886,,2.0,1.1043,14.18,4.6,APPROACH,1,1,1m,13.5299,13.4801,HIGHWAY,EXCITED,30380.0,1.6,1.4,0.0,40.5,34.0,8.0,146.53,HIGH,0.07,12.455,12.54,12.37,-1.4,PREMIUM,PREMIUM,464,18,451,99.9,A,,,,
SST,Long,BOUNCE,T3-LONG_WATCH,100,2.68,2.5026,3.0348,,2.0,0.1774,2.68,1.1,CLOSE,5,2,"1m,5m",2.651,2.58,HIGHWAY,EXCITED,218950.0,1.6,0.6,0.0,79.1,63.0,8.0,4.5,NANO,2.3,2.3,2.15,2.45,14.0,PREMIUM,PREMIUM,237,9,213,6.0,B,,,,
AMPX,Long,PULLBACK,T1-STRONG_LONG,93,18.45,17.751,19.848,18.57,2.0,0.699,19.61,5.9,APPROACH,1,1,1d,18.45,18.3,HIGHWAY,EXCITED,95434185.0,1.5,1.1,0.0,17.2,30.0,8.0,128.25,HIGH,0.07,18.57,18.67,18.47,-1.1,PREMIUM,DISCOUNT,581,18,441,99.9,A,,,,
MP,Long,PULLBACK,T1-STRONG_LONG,96,60.43,57.7344,65.8212,61.68,2.0,2.6956,66.23,8.8,WAITING,2,2,"1d,4h",60.43,59.52,HIGHWAY,EXCITED,471742511.0,1.7,1.3,0.0,17.4,34.0,8.0,142.7,HIGH,0.04,61.68,60.99,62.37,2.3,PREMIUM,DISCOUNT,4249,9,2608,8.8,A,,,,
ULCC,Long,PULLBACK,T1-STRONG_LONG,100,4.44,4.1225,5.1,4.485,2.1,0.3175,4.81,7.7,WAITING,4,4,"1d,1h,30m,4h",4.44,4.25,HIGHWAY,EXCITED,131891052.0,1.9,1.7,0.0,26.3,39.0,8.0,57.89,HIGH,0.14,4.485,4.55,4.42,-2.9,PREMIUM,DISCOUNT,302,8,118,6.0,B,,,,
CWH,Long,PULLBACK,T1-STRONG_LONG,100,7.75,7.1101,9.0298,,2.0,0.6399,7.75,3.2,APPROACH,4,4,"1d,1h,30m,4h",7.5,7.33,OPEN_ROAD,EXCITED,102259845.0,3.6,2.0,1.0,25.9,37.0,8.0,56.15,HIGH,0.13,7.63,7.69,7.57,-1.6,PREMIUM,DISCOUNT,465,5,171,7.4,B,,,,
ARM,Long,PULLBACK,T1-STRONG_LONG,100,175.1,157.4601,210.3798,,2.0,17.6399,175.1,4.4,APPROACH,5,4,"1d,1h,30m,4h",167.42,162.33,HIGHWAY,EXCITED,2549964473.0,1.0,0.7,0.0,12.2,38.0,8.0,136.56,HIGH,0.04,167.075,166.73,167.42,0.4,FLAT,FLAT,14889,8,817,99.9,A,,,,
MXL,Long,PULLBACK,T3-LONG_WATCH,91,28.67,27.7517,30.5066,,2.0,0.9183,31.73,9.6,WAITING,2,2,"15m,5m",28.67,28.61,HIGHWAY,EXCITED,3460164.0,6.8,3.7,2.0,58.8,62.0,8.0,81.43,HIGH,0.08,26.385,26.27,26.5,0.9,PREMIUM,PREMIUM,1366,16,614,99.9,A,,,,
LEGN,Long,BOUNCE,T3-LONG_WATCH,89,25.07,23.6098,27.9904,,2.0,1.4602,25.07,2.4,CLOSE,2,2,"15m,5m",24.48,24.34,HIGHWAY,EXCITED,1130309.0,4.0,2.2,1.0,49.9,43.0,8.0,163.19,HIGH,0.03,21.45,21.17,21.73,2.6,PREMIUM,PREMIUM,748,7,490,3.3,C,,,,
FCEL,Long,BOUNCE,T3-LONG_WATCH,62,8.65,8.2159,9.5182,,2.0,0.4341,8.65,1.8,CLOSE,1,1,1m,8.49,8.47,OPEN_ROAD,EXCITED,227318.0,4.2,2.2,2.0,23.2,21.0,8.0,52.81,HIGH,0.1,7.195,7.25,7.14,-1.5,PREMIUM,PREMIUM,197,10,25,2.0,C,,,,
NXE,Long,PULLBACK,T1-STRONG_LONG,100,12.0,11.5042,12.9916,12.615,2.0,0.4958,12.71,5.6,APPROACH,2,2,"1d,4h",12.0,11.86,HIGHWAY,EXCITED,37837510.0,1.1,1.1,0.0,12.2,19.0,8.0,639.01,MEGA,0.01,12.615,12.69,12.54,-1.2,PREMIUM,DISCOUNT,209,9,92,99.9,A,,,,
UMAC,Long,PULLBACK,T3-LONG_WATCH,63,14.53,13.9874,17.08,,4.7,0.5426,15.44,5.9,APPROACH,1,1,15m,14.53,14.42,HIGHWAY,EXCITED,3479905.0,1.4,1.3,0.0,21.7,22.0,8.0,36.19,MED,0.14,14.075,14.09,14.06,-0.2,FLAT,FLAT,281,6,262,10.6,A,,,,
DFTX,Long,BOUNCE,T2-LONG,81,23.18,21.7862,25.9676,24.175,2.0,1.3938,23.18,2.2,CLOSE,1,1,1d,22.68,22.46,OPEN_ROAD,EXCITED,38400758.0,3.0,1.8,1.0,22.3,32.0,8.0,93.69,HIGH,0.04,24.175,22.68,25.67,13.2,DISCOUNT,DISCOUNT,361,14,272,3.1,C,,,,
ABSI,Long,PULLBACK,T3-LONG_WATCH,53,3.71,3.589,4.54,,6.9,0.121,3.95,6.1,APPROACH,1,1,5m,3.71,3.7,HIGHWAY,EXCITED,144427.0,1.5,1.3,0.0,30.5,37.0,8.0,143.28,HIGH,0.04,3.5175,3.58,3.455,-3.5,PREMIUM,PREMIUM,114,10,94,14.9,B,,,,
SGML,Long,PULLBACK,T1-STRONG_LONG,100,20.04,19.109,21.902,,2.0,0.931,21.69,7.6,WAITING,4,4,"1d,1h,30m,4h",20.04,19.7,HIGHWAY,EXCITED,262224659.0,1.1,1.3,0.0,28.2,49.0,8.0,58.68,HIGH,0.08,19.88,19.72,20.04,1.6,PREMIUM,MID,3079,12,925,99.9,A,,,,
TMC,Long,PULLBACK,T1-STRONG_LONG,100,5.305,4.9664,5.9822,,2.0,0.3386,5.66,6.3,APPROACH,4,4,"1d,1h,30m,4h",5.305,5.12,OPEN_ROAD,EXCITED,87893314.0,0.9,0.9,0.0,22.8,36.0,8.0,240.02,MEGA,0.02,5.29,5.32,5.26,-1.1,PREMIUM,DISCOUNT,159,6,47,5.1,B,,,,
TDOC,Long,PULLBACK,T2-LONG,83,5.6,5.3738,6.48,5.67,3.9,0.2262,6.1,8.2,WAITING,2,2,"1d,4h",5.6,5.54,HIGHWAY,EXCITED,41058522.0,1.3,1.1,0.0,18.3,20.0,8.0,176.23,HIGH,0.02,5.67,5.69,5.65,-0.7,PREMIUM,DISCOUNT,66,4,46,6.2,C,,,,
SANA,Long,PULLBACK,T2-LONG,100,3.545,3.1025,4.43,,2.0,0.4425,3.82,7.2,WAITING,2,2,"1d,4h",3.545,3.25,OPEN_ROAD,EXCITED,395889769.0,1.7,1.1,1.0,22.5,25.0,8.0,179.72,HIGH,0.03,3.49,3.52,3.46,-1.7,PREMIUM,DISCOUNT,150,5,6,4.2,B,,,,
NKTR,Long,PULLBACK,T1-STRONG_LONG,99,100.35,80.235,140.58,,2.0,20.115,100.35,4.9,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",95.4,85.29,HIGHWAY,EXCITED,7042398061.0,4.9,2.0,1.0,39.5,44.0,8.0,24.99,MED,0.11,91.17,84.86,97.48,14.9,PREMIUM,MID,14062,14,12444,3.4,C,,,,
CHYM,Long,PULLBACK,T1-STRONG_LONG,92,22.42,21.6504,31.89,24.02,12.3,0.7696,24.37,8.0,WAITING,2,2,"1d,4h",22.42,22.32,HIGHWAY,EXCITED,38941484.0,1.2,1.6,1.0,14.3,36.0,8.0,219.25,MEGA,0.01,24.02,24.12,23.92,-0.8,PREMIUM,DISCOUNT,621,6,583,30.9,A,,,,
SERV,Long,PULLBACK,T2-LONG,82,9.08,8.7154,10.27,9.53,3.3,0.3646,9.99,9.1,WAITING,2,2,"1d,4h",9.08,8.985,HIGHWAY,EXCITED,42243388.0,1.3,1.1,0.0,15.5,26.0,8.0,62.86,HIGH,0.05,9.53,9.57,9.49,-0.8,PREMIUM,DISCOUNT,316,5,250,2.8,C,,,,
NUVB,Long,PULLBACK,T1-STRONG_LONG,100,5.12,4.656,6.47,,2.9,0.464,5.12,4.3,APPROACH,4,4,"1d,1h,30m,4h",4.9,4.8,OPEN_ROAD,EXCITED,38141602.0,1.3,1.3,0.0,12.1,33.0,8.0,237.04,MEGA,0.01,5.05,5.08,5.02,-1.2,PREMIUM,DISCOUNT,91,10,33,26.4,C,,,,
PGEN,Long,BOUNCE,T1-STRONG_LONG,83,4.11,3.8315,4.667,,2.0,0.2785,4.11,2.7,CLOSE,6,5,"15m,1d,1h,30m,5m",4.0,3.95,OPEN_ROAD,EXCITED,7779468.0,0.7,0.5,0.0,13.2,29.0,8.0,168.88,HIGH,0.02,3.985,3.98,3.99,0.3,FLAT,FLAT,439,7,84,4.9,B,,,,
ITRG,Long,BOUNCE,T3-LONG_WATCH,91,3.16,3.0168,3.4464,,2.0,0.1432,3.16,0.6,CLOSE,3,2,"15m,1m",3.14,3.1101,OPEN_ROAD,EXCITED,200156.0,1.2,1.0,0.0,8.7,36.0,8.0,186.91,HIGH,0.02,3.085,3.13,3.04,-2.9,PREMIUM,PREMIUM,61,14,40,7.3,C,,,,
WOLF,Long,PULLBACK,T3-LONG_WATCH,81,24.27,23.1539,27.9,,3.3,1.1161,26.33,7.8,WAITING,2,2,"1d,4h",24.27,23.87,HIGHWAY,EXCITED,151998523.0,2.1,1.7,2.0,33.4,35.0,8.0,28.23,MED,0.09,25.59,25.56,25.62,0.2,FLAT,FLAT,943,8,811,6.0,B,,,,
UNIT,Long,PULLBACK,T1-STRONG_LONG,96,11.22,10.5924,12.4752,,2.0,0.6276,11.93,6.0,APPROACH,5,4,"1d,1h,30m,4h",11.22,10.92,HIGHWAY,EXCITED,38519031.0,1.1,0.9,0.0,12.7,32.0,8.0,175.11,HIGH,0.01,11.61,11.63,11.59,-0.3,FLAT,FLAT,339,6,151,99.9,A,,,,
IMSR,Long,PULLBACK,T2-LONG,100,6.92,6.4505,8.01,7.54,2.3,0.4695,7.62,9.2,WAITING,2,2,"1d,4h",6.92,6.65,HIGHWAY,EXCITED,54813672.0,1.7,2.0,1.0,19.3,29.0,8.0,56.66,HIGH,0.04,7.54,7.61,7.47,-1.8,PREMIUM,DISCOUNT,277,4,39,5.1,B,,,,
WSC,Long,PULLBACK,T1-STRONG_LONG,100,19.3,18.4591,26.64,20.305,8.7,0.8409,21.3,9.4,WAITING,4,4,"1d,1h,30m,4h",19.3,19.03,HIGHWAY,EXCITED,62081465.0,1.5,1.2,0.0,16.2,21.0,8.0,175.45,HIGH,0.01,20.305,20.23,20.38,0.7,PREMIUM,DISCOUNT,310,3,298,25.1,B,,,,
BLDR,Long,PULLBACK,T1-STRONG_LONG,92,91.32,81.6934,110.5732,,2.0,9.6266,91.32,4.0,APPROACH,4,4,"1d,1h,30m,4h",87.65,84.22,OPEN_ROAD,EXCITED,754431044.0,1.5,1.4,0.0,10.9,19.0,8.0,107.41,HIGH,0.01,88.31,88.5,88.12,-0.4,FLAT,FLAT,5530,2,104,10.9,C,,,,
VIR,Long,PULLBACK,T1-STRONG_LONG,100,11.09,10.0201,13.2298,,2.0,1.0699,11.09,4.4,APPROACH,2,2,"1d,4h",10.6,10.33,HIGHWAY,EXCITED,23905315.0,1.5,1.1,0.0,24.7,22.0,8.0,102.83,HIGH,0.02,10.685,10.75,10.62,-1.2,PREMIUM,DISCOUNT,646,8,161,99.9,A,,,,
JANX,Long,BOUNCE,T3-LONG_WATCH,69,15.87,14.9671,17.6758,,2.0,0.9029,15.87,2.5,CLOSE,1,1,5m,15.47,15.43,HIGHWAY,EXCITED,237788.0,3.0,1.5,1.0,13.7,20.0,8.0,41.68,MED,0.05,15.375,15.82,14.93,-5.6,PREMIUM,MID,169,5,156,2.5,C,,,,
AOSL,Long,PULLBACK,T3-LONG_WATCH,100,39.9,37.2092,45.2816,,2.0,2.6908,39.9,3.6,APPROACH,2,2,"15m,5m",38.48,38.36,HIGHWAY,EXCITED,1420092.0,5.7,3.1,3.0,52.1,76.0,8.0,24.54,MED,0.07,34.77,33.88,35.66,5.3,PREMIUM,PREMIUM,2076,13,1469,99.9,A,,,,
ODV,Long,PULLBACK,T1-STRONG_LONG,100,3.47,3.2495,3.98,3.61,2.3,0.2205,3.76,7.7,WAITING,6,4,"1d,1h,30m,4h",3.47,3.35,HIGHWAY,EXCITED,29141266.0,1.2,1.1,0.0,14.5,34.0,8.0,152.96,HIGH,0.01,3.61,3.65,3.57,-2.2,PREMIUM,DISCOUNT,114,8,52,5.9,B,,,,
QURE,Long,BOUNCE,T3-LONG_WATCH,63,18.04,16.8974,20.3252,,2.0,1.1426,18.04,2.8,CLOSE,2,2,"10m,5m",17.54,17.42,OPEN_ROAD,EXCITED,516912.0,1.4,1.1,0.0,18.6,20.0,8.0,49.29,MED,0.03,17.54,17.58,17.5,-0.5,FLAT,FLAT,74,5,70,2.1,C,,,,
WTTR,Long,BREAKOUT,T1-STRONG_LONG,94,15.04,14.4239,16.2722,,2.0,0.6161,15.04,0.0,INSIDE,5,5,,,,OPEN_ROAD,EXCITED,,,,,,,,,HIGH,0.01,14.955,14.87,15.04,1.1,PREMIUM,MID,163,7,59,3.4,C,False,1.2,True,
RXO,Long,PULLBACK,T1-STRONG_LONG,100,18.31,17.5376,19.8548,18.625,2.0,0.7724,19.56,6.4,APPROACH,4,4,"1d,1h,30m,4h",18.31,18.08,HIGHWAY,EXCITED,74709658.0,1.4,1.4,0.0,23.0,27.0,8.0,125.56,HIGH,0.01,18.625,18.7,18.55,-0.8,PREMIUM,DISCOUNT,376,6,263,99.9,A,,,,
YOU,Long,PULLBACK,T1-STRONG_LONG,100,52.46,49.7319,57.9162,52.865,2.0,2.7281,56.83,7.7,WAITING,3,2,"1d,4h",52.46,51.27,HIGHWAY,EXCITED,59701620.0,1.2,0.9,0.0,18.8,30.0,8.0,86.86,HIGH,0.02,52.865,53.03,52.7,-0.6,PREMIUM,DISCOUNT,1931,7,1827,99.9,A,,,,
PENG,Long,PULLBACK,T1-STRONG_LONG,100,26.64,25.3073,29.3054,,2.0,1.3327,28.1,5.2,APPROACH,3,3,"1h,30m,4h",26.64,26.09,HIGHWAY,EXCITED,23324224.0,1.3,1.0,0.0,15.1,42.0,8.0,49.06,MED,0.02,26.695,26.74,26.65,-0.3,FLAT,FLAT,1467,9,526,99.9,A,,,,
TNDM,Long,BOUNCE,T3-LONG_WATCH,80,21.24,20.0596,23.6008,,2.0,1.1804,21.24,1.7,CLOSE,2,2,"1d,5m",20.88,20.68,OPEN_ROAD,EXCITED,28276876.0,1.4,1.2,0.0,9.7,29.0,8.0,62.6,HIGH,0.02,20.745,20.61,20.88,1.3,PREMIUM,MID,461,8,107,8.1,A,,,,
ANF,Long,PULLBACK,T2-LONG,72,91.82,88.8811,97.6978,93.88,2.0,2.9389,97.28,5.6,APPROACH,1,1,1d,91.82,91.63,OPEN_ROAD,EXCITED,11967853.0,1.7,1.1,0.0,7.8,21.0,8.0,41.38,MED,0.02,93.88,94.36,93.4,-1.0,PREMIUM,DISCOUNT,1388,3,1325,7.5,B,,,,
TH,Long,PULLBACK,T3-LONG_WATCH,79,15.61,14.2396,18.3508,,2.0,1.3704,15.61,5.0,APPROACH,1,1,1d,14.83,14.68,HIGHWAY,EXCITED,4836975.0,1.5,0.8,0.0,9.1,25.0,8.0,31.96,MED,0.04,14.805,14.84,14.77,-0.5,FLAT,FLAT,2156,8,1123,99.9,A,,,,
KURA,Long,BOUNCE,T1-STRONG_LONG,93,9.78,8.6912,11.9576,,2.0,1.0888,9.78,3.0,CLOSE,4,4,"1d,1h,30m,4h",9.49,8.96,OPEN_ROAD,EXCITED,216387962.0,1.1,1.4,1.0,14.3,28.0,8.0,64.88,HIGH,0.02,9.665,9.68,9.65,-0.3,FLAT,FLAT,630,7,522,8.4,A,,,,
GLOB,Long,BOUNCE,T3-LONG_WATCH,85,50.6,47.627,56.546,,2.0,2.973,50.6,1.2,CLOSE,2,2,"1d,4h",49.97,49.1,OPEN_ROAD,EXCITED,41729763.0,1.5,1.3,0.0,11.2,36.0,8.0,37.77,MED,0.03,49.865,49.97,49.76,-0.4,FLAT,FLAT,896,2,276,3.7,C,,,,
GLUE,Long,PULLBACK,T3-LONG_WATCH,90,19.81,18.1681,23.0938,,2.0,1.6419,19.81,5.0,APPROACH,2,2,"1h,30m",18.82,18.73,HIGHWAY,EXCITED,4500252.0,1.2,1.0,0.0,16.3,38.0,8.0,57.2,HIGH,0.01,19.78,19.78,19.78,0.0,FLAT,FLAT,631,9,262,16.4,A,,,,
CRI,Long,PULLBACK,T1-STRONG_LONG,95,39.15,35.8415,45.767,,2.0,3.3085,39.15,3.2,APPROACH,4,4,"1d,1h,30m,4h",37.88,36.95,OPEN_ROAD,EXCITED,142172644.0,1.5,1.6,1.0,15.6,20.0,8.0,34.68,MED,0.02,38.47,38.51,38.43,-0.2,FLAT,FLAT,650,6,596,99.9,A,,,,
OBE,Long,BOUNCE,T1-STRONG_LONG,100,10.56,9.7873,12.1054,,2.0,0.7727,10.56,0.6,CLOSE,7,7,"10m,15m,1d,1h,30m,4h,5m",10.5,10.09,HIGHWAY,EXCITED,211493854.0,1.4,2.0,1.0,16.4,33.0,8.0,60.36,HIGH,0.02,10.3,10.1,10.5,4.0,PREMIUM,MID,380,12,90,99.9,A,,,,
URGN,Long,PULLBACK,T1-STRONG_LONG,100,22.83,21.8638,28.46,,5.8,0.9662,24.92,8.4,WAITING,3,3,"1d,1m,5m",22.83,22.54,HIGHWAY,EXCITED,12787280.0,1.9,1.4,0.0,22.1,52.0,8.0,38.66,MED,0.02,22.615,22.54,22.69,0.7,PREMIUM,PREMIUM,1269,13,559,14.2,A,,,,
FA,Long,BREAKOUT,T1-STRONG_LONG,100,12.62,12.1347,13.5906,,2.0,0.4853,12.61,0.0,INSIDE,5,5,,,,OPEN_ROAD,EXCITED,,,,,,,,,HIGH,0.01,12.565,12.51,12.62,0.9,PREMIUM,MID,286,3,0,7.2,B,False,1.5,True,
AEVA,Long,PULLBACK,T1-STRONG_LONG,100,15.79,14.3463,18.6774,,2.0,1.4437,15.79,4.7,APPROACH,3,3,"1h,30m,4h",15.05,14.79,OPEN_ROAD,EXCITED,15423696.0,1.1,1.1,0.0,21.0,44.0,8.0,30.4,MED,0.03,15.58,15.73,15.43,-1.9,PREMIUM,DISCOUNT,918,10,403,3.6,C,,,,
VICR,Long,PULLBACK,T3-LONG_WATCH,83,208.01,198.7336,226.5628,,2.0,9.2764,224.81,7.5,WAITING,2,2,"1h,30m",208.01,204.88,HIGHWAY,EXCITED,59354816.0,1.4,1.3,0.0,26.7,73.0,8.0,24.01,MED,0.02,218.025,218.05,218.0,-0.0,FLAT,FLAT,18594,16,16613,99.9,A,,,,
