ticker,current_price,phase,consumed_pct,consumed_count,overhead_count,total_in_arc,next_major_top,next_major_bot,next_major_ticks,next_major_tf,next_major_dist_pct,sub_tf_status_str,has_recent_flip,total_bearish_gaps,est_open,stop,target,shares,expected_pct,rr,promoted
AIIO,4.19,BASING,0.0,0,5,5,4.8127,4.8,2,1m,14.56,2 bear-built-above · rel-vol 0.4x · regime CHOP,False,5,4.19,4.1272,4.8127,1591,14.86,9.91,False
ALP,0.3333,BASING,0.0,0,4,4,0.3338,0.3337,1,1m,0.12,rel-vol 0.4x · regime CHOP,True,4,0.3333,0.3283,0.3338,20002,0.15,0.1,False
AMST,1.48,BASING,0.0,0,5,5,1.58,1.57,2,5m,6.08,5 bear-built-above · rel-vol 15.7x · regime CHOP,True,5,1.48,1.4578,1.58,4504,6.76,4.5,False
AMZE,0.1304,BASING,0.0,0,5,5,0.1682,0.1446,3,daily,10.89,8 bear-built-above · rel-vol 0.3x · regime CHOP,False,5,0.1304,0.1284,0.1682,51124,28.99,19.33,False
BLFS,23.05,BASING,0.0,0,5,5,24.23,24.2,4,1h,4.99,rel-vol 2.6x · regime CHOP,True,5,23.05,22.7043,24.23,289,5.12,3.41,False
CODX,2.0067,BASING,0.0,0,5,5,2.26,2.25,1,1h,12.12,rel-vol 17.7x · regime CHOP,False,5,2.0067,1.9766,2.26,3322,12.62,8.42,False
CORT,58.17,BASING,0.0,0,1,1,58.8,58.795,1,15m,1.07,1 bear-built-above · rel-vol 1.2x · regime CHOP,True,1,58.17,57.2974,58.8,114,1.08,0.72,False
CREG,0.4185,BASING,0.0,0,5,5,0.4538,0.4497,1,15m,7.46,7 bear-built-above · rel-vol 0.5x · regime CHOP,False,5,0.4185,0.4122,0.4538,15929,8.43,5.62,False
DGXX,7.82,BASING,0.0,0,4,4,8.46,8.37,10,daily,7.03,4 bear-built-above · rel-vol 0.6x · regime CHOP,True,4,7.82,7.7027,8.46,852,8.18,5.46,False
EDBL,0.2621,BASING,0.0,0,5,5,0.3739,0.2687,11,weekly,2.52,14 bear-built-above · rel-vol 0.5x · regime CHOP,False,5,0.2621,0.2582,0.3739,25435,42.66,28.44,False
GCTS,3.1365,BASING,0.0,0,2,2,3.46,3.42,5,weekly,9.04,rel-vol 2.0x · regime CHOP,False,2,3.1365,3.0895,3.46,2125,10.31,6.88,False
GDC,0.175,BASING,0.0,0,2,2,0.1789,0.1783,1,1m,1.89,rel-vol 0.2x · regime CHOP,False,3,0.175,0.1724,0.1789,38095,2.23,1.49,False
GWRE,141.0,BASING,0.0,0,5,5,155.61,155.56,6,weekly,10.33,5 bear-built-above · rel-vol 1.8x · regime CHOP,False,5,141.0,138.885,155.61,47,10.36,6.91,False
HCWB,0.9897,BASING,0.0,0,5,5,1.1377,1.05,9,1m,6.09,5 bear-built-above · rel-vol 0.4x · regime CHOP,False,5,0.9897,0.9749,1.1377,6736,14.95,9.97,False
INTC,116.39,BASING,0.0,0,5,5,129.44,124.36,508,daily,6.85,4 bear-built-above · rel-vol 0.9x · regime CHOP,False,5,116.39,114.6441,129.44,57,11.21,7.47,False
MEHA,0.0695,BASING,0.0,0,5,5,0.074,0.0697,1,daily,0.29,1 bear-built-above · rel-vol 1.8x · regime CHOP,False,5,0.0695,0.0685,0.074,95923,6.47,4.32,False
NOK,13.9799,BASING,0.0,0,5,5,14.49,14.02,48,15m,0.29,5 bear-built-above · rel-vol 0.7x · regime CHOP,True,6,13.9799,13.7702,14.49,476,3.65,2.43,False
NVDA,224.26,BASING,0.0,0,5,5,237.8674,233.0,487,15m,3.9,5 bear-built-above · rel-vol 0.9x · regime CHOP,True,6,224.26,220.8961,237.8674,29,6.07,4.05,False
NXXT,0.7601,BASING,0.0,0,4,4,0.8018,0.7972,1,15m,4.88,rel-vol 11.6x · regime CHOP,False,4,0.7601,0.7487,0.8018,8770,5.49,3.66,False
PLUG,3.3795,BASING,0.0,0,5,5,3.45,3.39,7,daily,0.31,5 bear-built-above · rel-vol 0.5x · regime CHOP,False,5,3.3795,3.3288,3.45,1972,2.09,1.39,False
POET,14.9201,BASING,0.0,0,1,1,16.9188,16.9169,1,5m,13.38,rel-vol 1.0x · regime CHOP,False,2,14.9201,14.6963,16.9188,446,13.4,8.93,False
SIDU,3.66,BASING,0.0,0,5,5,3.91,3.71,21,daily,1.37,12 bear-built-above · rel-vol 0.9x · regime CHOP,False,5,3.66,3.6051,3.91,1821,6.83,4.55,False
SLNH,1.83,BASING,0.0,0,5,5,1.95,1.87,8,daily,2.19,5 bear-built-above · rel-vol 0.7x · regime CHOP,False,5,1.83,1.8026,1.95,3642,6.56,4.37,False
SNAL,1.08,BASING,0.0,0,5,5,1.1905,1.19,1,5m,10.19,2 bear-built-above · rel-vol 0.5x · regime CHOP,False,5,1.08,1.0638,1.1905,6172,10.23,6.82,False
TDIC,0.6319,BASING,0.0,0,4,4,0.7056,0.7055,1,15m,11.65,1 bear-built-above · rel-vol 0.5x · regime CHOP,False,4,0.6319,0.6224,0.7056,10550,11.66,7.78,False
WOLF,63.35,BASING,0.0,0,5,5,69.6,67.7,190,15m,6.87,6 bear-built-above · rel-vol 0.6x · regime CHOP,True,6,63.35,62.3997,69.6,105,9.87,6.58,False
