ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
SOXL,Long,PULLBACK,T1-STRONG_LONG,100,272.5,221.865,373.77,,2.0,50.635,272.5,3.6,APPROACH,5,5,"10m,15m,1d,30m,5m",262.62,235.45,OPEN_ROAD,EXCITED,144750236809.0,0.6,0.9,2968428.0,0.0,74.5,58.0,8.0,,UNKNOWN,,250.335,234.68,265.99,13.3,PREMIUM,MID,42266,22,16528,99.9,A,,,,False,40.66487857142857,1.25,N/A,
FA,Long,BOUNCE,T1-STRONG_LONG,100,16.99,15.0,20.97,,2.0,1.99,16.99,1.8,CLOSE,4,4,"1d,1h,30m,4h",16.68,15.56,HIGHWAY,EXCITED,248259561.0,9.3,4.1,0.0,2.0,11.7,35.0,8.0,77.67,HIGH,0.18,16.635,16.49,16.78,1.8,PREMIUM,DISCOUNT,1427,10,373,4.5,B,,,,True,0.7539000000000001,2.64,N/A,
FWRD,Long,BREAKOUT,T3-LONG_WATCH,85,13.835,11.9375,17.63,,2.0,1.8975,13.58,0.0,INSIDE,2,2,,,,MIXED,EXCITED,,,,,,,,,,MED,0.05,13.34,13.33,13.35,0.2,FLAT,FLAT,597,7,142,5.2,B,False,0.9,True,True,0.8743857142857141,2.17,N/A,
GDC,Long,PULLBACK,T2-LONG,83,0.0982,0.0478,0.199,0.1306,2.0,0.0504,0.1051,6.6,APPROACH,1,1,10m,0.0982,0.0978,OPEN_ROAD,EXCITED,0.0,3.7,1.4,2832763.0,1.0,73.3,10.0,8.0,48.65,MED,3.91,0.1306,0.099,0.1622,63.8,DISCOUNT,DISCOUNT,0,1,0,33.2,D,,,,False,0.021214285714285713,2.38,N/A,
HKIT,Long,BREAKOUT,T2-LONG,100,0.4832,0.386,0.6776,0.5071,2.0,0.0972,0.465,0.0,INSIDE,2,2,,,,OPEN_ROAD,EXCITED,,,,,,,,,,NANO,13.8,0.5071,0.5025,0.5117,1.8,DISCOUNT,DISCOUNT,29,2,2,6.1,D,False,0.3,True,False,1.1944142857142857,0.08,N/A,
INTC,Long,BOUNCE,T1-STRONG_LONG,100,127.86,120.959,141.662,,2.0,6.901,127.86,0.4,CLOSE,4,4,"10m,15m,30m,5m",127.34,124.7,OPEN_ROAD,EXCITED,12491388364.0,1.0,1.2,1852385.0,0.0,33.3,64.0,8.0,5016.6,MEGA,0.03,127.03,124.57,129.49,3.9,PREMIUM,DISCOUNT,15571,26,5071,99.9,A,,,,False,9.879850000000001,0.7,N/A,
MRVL,Long,PULLBACK,T1-STRONG_LONG,100,289.1,272.7349,321.8302,,2.0,16.3651,308.88,6.4,APPROACH,6,6,"10m,15m,1h,30m,4h,5m",289.1,281.17,HIGHWAY,EXCITED,29772558797.0,1.0,0.9,1131088.0,0.0,28.3,63.0,8.0,871.95,MEGA,0.06,288.205,279.7,296.71,6.1,PREMIUM,DISCOUNT,49761,20,9157,99.9,A,,,,False,34.452121428571424,0.48,N/A,
NOK,Long,PULLBACK,T3-LONG_WATCH,72,14.82,13.7085,17.043,,2.0,1.1115,14.82,3.2,APPROACH,2,2,"1d,30m",14.34,14.1325,OPEN_ROAD,EXCITED,1156592370.0,1.1,0.9,4807521.0,0.0,14.3,58.0,8.0,4441.96,MEGA,0.03,14.8275,14.8,14.855,0.4,FLAT,FLAT,626,22,266,4.3,B,,,,True,1.075357142857143,1.03,N/A,
ORBS,Long,PULLBACK,T1-STRONG_LONG,82,1.05,0.859,1.432,,2.0,0.191,1.05,4.8,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",1.0,0.909,OPEN_ROAD,EXCITED,363312593.0,1.2,0.8,2256496.0,0.0,21.8,27.0,8.0,269.57,MEGA,0.12,0.9276,0.8783,0.977,11.2,PREMIUM,PREMIUM,52,4,52,7.6,C,,,,True,0.12110714285714289,1.58,N/A,
OTLK,Long,BOUNCE,T2-LONG,65,1.16,1.085,1.31,1.27,2.0,0.075,1.16,1.7,CLOSE,1,1,5m,1.14,1.135,MIXED,EXCITED,0.0,0.5,0.8,1706969.0,0.0,107.3,60.0,8.0,96.4,HIGH,0.24,1.27,1.22,1.32,8.2,DISCOUNT,DISCOUNT,113,21,51,8.6,B,,,,True,0.16678571428571426,0.45,N/A,
