ticker,stage,stage_pct,conviction,today_vol_pct_of_avg,recent_8bar_green_count,recent_8bar_move_pct,first_consumption_recent,days_since_advance,rej_tf,rej_tf_weight,rej_ticks,rej_wicked,bounce_tf,bounce_ticks,bounce_wicked,oh_fresh_w,oh_wicked_w,oh_effective_w,oh_n_fresh,oh_n_wicked,top_overhead,rejection_dt,rejection_price,bounce_dt,snapshot_price,target,stop,rr,n_bearish_total,n_bearish_consumed,risk_climax,risk_vol_ratio,av20_volume,fresh_bull_5m_below,n_overhead_remaining
BMNR,BOUNCED_CLEAN,0,0,4.2,2,-0.4,False,3.9,1d,20,223,True,1d,123,False,85406,0,85406.0,39,0,weekly.215t | weekly.187t | weekly.115t,2026-08-19T17:15:00.000,21.8328,2026-08-20T09:45:00.000,23.21,22.875,20.1995,,0,0,False,0.04,29247934,0,39
NBIS,BOUNCED_CLEAN,0,0,1.3,3,-0.6,False,4.9,30m,6,57,False,1d,3278,True,6900,14609,14204.5,13,5,weekly.357t~ | 1d.1799t | 1d.1612t,2026-08-19T08:15:00.000,236.8927,2026-08-19T10:15:00.000,211.5399,242.0,192.8435,1.63,0,0,False,0.01,26769409,0,18
