ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
ALLO,Long,T1-STRONG_LONG,90,BREAKOUT,3.55,2.72,5.21,2.18,0,0,0,-38.59,PRE_DOWN,-1.65,False,2026-04-14_1740,2026-04-14_0646
POET,Long,T1-STRONG_LONG,100,PULLBACK,7.125,7.03,7.69,6.8699,0,0,0,-3.58,PRE_DOWN,-1.79,True,2026-04-14_1740,2026-04-14_0646
LUNR,Long,T1-STRONG_LONG,100,BREAKOUT,25.58,24.41,27.92,23.8,0,0,0,-6.96,PRE_DOWN,-1.52,False,2026-04-14_1740,2026-04-14_0646
LWLG,Long,T1-STRONG_LONG,100,PULLBACK,10.84,10.62,11.8,12.11,0,0,0,11.72,NO_FILL,0.0,False,2026-04-14_1740,2026-04-14_0646
NAK,Long,T1-STRONG_LONG,93,PULLBACK,1.77,1.72,1.9601,1.9,0,0,0,7.34,NO_FILL,0.0,False,2026-04-14_1740,2026-04-14_0646
LAC,Long,T2-LONG,71,PULLBACK,4.23,4.22,4.65,4.42,0,0,0,4.49,NO_FILL,0.0,True,2026-04-14_1740,2026-04-14_0646
IDYA,Long,T1-STRONG_LONG,100,BREAKOUT,34.5,30.52,42.46,32.04,0,0,0,-7.13,PRE_DOWN,-0.62,False,2026-04-14_1740,2026-04-14_0646
ASPI,Long,T1-STRONG_LONG,92,PULLBACK,4.85,4.84,7.05,5.07,0,0,0,4.54,NO_FILL,0.0,True,2026-04-14_1740,2026-04-14_0646
NUAI,Long,T3-LONG_WATCH,61,PULLBACK,4.35,4.3405,4.95,4.35,0,0,0,0.0,PRE_UP,0.0,True,2026-04-14_1740,2026-04-14_0646
SGI,Long,T3-LONG_WATCH,51,PULLBACK,76.5,73.92,84.44,82.2,0,0,0,7.45,NO_FILL,0.0,False,2026-04-14_1740,2026-04-14_0646
TGB,Long,T2-LONG,76,PULLBACK,7.12,6.77,8.05,7.77,0,0,0,9.13,NO_FILL,0.0,False,2026-04-14_1740,2026-04-14_0646
VST,Long,T3-LONG_WATCH,59,BREAKOUT,161.49,158.2,168.07,165.72,0,0,0,2.62,NO_FILL,0.0,False,2026-04-14_1740,2026-04-14_0646
SPIR,Long,T1-STRONG_LONG,100,PULLBACK,18.85,17.92,22.54,20.51,0,0,0,8.81,NO_FILL,0.0,False,2026-04-14_1740,2026-04-14_0646
FIGR,Long,T2-LONG,56,PULLBACK,32.74,31.78,37.0,35.35,0,0,0,7.97,NO_FILL,0.0,False,2026-04-14_1740,2026-04-14_0646
LPTH,Long,T2-LONG,77,PULLBACK,13.67,13.405,14.6,14.5,0,0,0,6.07,NO_FILL,0.0,True,2026-04-14_1740,2026-04-14_0646
FORM,Long,T3-LONG_WATCH,70,PULLBACK,118.4,117.78,143.08,127.3,0,0,0,7.52,NO_FILL,0.0,True,2026-04-14_1740,2026-04-14_0646
NB,Long,T1-STRONG_LONG,100,PULLBACK,4.98,4.88,5.41,5.02,0,0,0,0.8,PRE_UP,0.4,False,2026-04-14_1740,2026-04-14_0646
TNGX,Long,T1-STRONG_LONG,100,PULLBACK,20.34,19.96,23.36,24.1899,0,0,0,18.93,NO_FILL,0.0,True,2026-04-14_1740,2026-04-14_0646
AMKR,Long,T1-STRONG_LONG,100,PULLBACK,56.2,55.14,68.22,61.37,0,0,0,9.2,NO_FILL,0.0,True,2026-04-14_1740,2026-04-14_0646
SGHC,Long,T2-LONG,69,PULLBACK,10.34,10.3,11.44,10.86,0,0,0,5.03,NO_FILL,0.0,True,2026-04-14_1740,2026-04-14_0646
VSH,Long,T1-STRONG_LONG,100,PULLBACK,21.75,21.56,24.86,23.06,0,0,0,6.02,NO_FILL,0.0,True,2026-04-14_1740,2026-04-14_0646
ALB,Long,T1-STRONG_LONG,97,PULLBACK,175.25,173.64,193.35,189.7,0,0,0,8.25,NO_FILL,0.0,True,2026-04-14_1740,2026-04-14_0646
CLS,Long,T1-STRONG_LONG,100,PULLBACK,335.37,328.58,415.42,386.5,0,0,0,15.25,NO_FILL,0.0,False,2026-04-14_1740,2026-04-14_0646
SQM,Long,T1-STRONG_LONG,100,PULLBACK,82.9,82.25,94.39,90.06,0,0,0,8.64,NO_FILL,0.0,True,2026-04-14_1740,2026-04-14_0646
VSTM,Long,T2-LONG,87,PULLBACK,5.43,5.36,6.36,6.15,0,0,0,13.26,NO_FILL,0.0,True,2026-04-14_1740,2026-04-14_0646
DLO,Long,T2-LONG,91,PULLBACK,12.99,12.95,13.95,13.54,0,0,0,4.23,NO_FILL,0.0,True,2026-04-14_1740,2026-04-14_0646
XNDU,Long,T1-STRONG_LONG,100,PULLBACK,12.55,11.49,15.25,15.26,0,0,0,21.59,NO_FILL,0.0,False,2026-04-14_1740,2026-04-14_0646
ALOY,Long,T1-STRONG_LONG,92,PULLBACK,12.13,12.08,16.57,12.36,0,0,0,1.9,NO_FILL,0.0,True,2026-04-14_1740,2026-04-14_0646
EXPE,Long,T1-STRONG_LONG,100,PULLBACK,230.76,226.87,275.53,247.3,0,0,0,7.17,NO_FILL,0.0,True,2026-04-14_1740,2026-04-14_0646
HLNE,Long,T1-STRONG_LONG,100,PULLBACK,94.19,93.18,102.54,101.56,0,0,0,7.82,NO_FILL,0.0,True,2026-04-14_1740,2026-04-14_0646
MXL,Long,T1-STRONG_LONG,100,PULLBACK,19.95,19.86,22.84,21.46,0,0,0,7.57,NO_FILL,0.0,True,2026-04-14_1740,2026-04-14_0646
BNAI,Long,T1-STRONG_LONG,100,BREAKOUT,53.5,50.95,58.6,53.55,0,0,0,0.09,PRE_UP,0.02,False,2026-04-14_1740,2026-04-14_0646
PWP,Long,T3-LONG_WATCH,66,PULLBACK,20.15,20.09,22.09,21.33,0,0,0,5.86,NO_FILL,0.0,True,2026-04-14_1740,2026-04-14_0646
