ticker,side,score,gap_tier,borrow_risk,float_m,sector_label,lifecycle_phase,entry,stop,target,last_px,high,low,volume,chg_short_pct,outcome,result_r,stop_adjusted,pm_gap_down_pct,rel_vol,checked_at,scan_date
LRMR,Short,234.1966,EXTREME,MEDIUM,103.88,HOT,SHORT_GENESIS,2.8973,2.9263,2.8394,3.2,3.3,2.92,13408213,-10.45,STOPPED,-1.0,True,34.97,178.63,2026-06-29_1341,2026-06-29
IBRX,Short,6.8692,IN_BAND,LOW,1047.35,HOT,SHORT_GENESIS,8.49,8.5749,8.3202,8.77,9.08,8.3335,15721591,-3.3,STOPPED,-1.0,True,3.17,2.25,2026-06-29_1341,2026-06-29
