ticker,current_price,phase,consumed_pct,consumed_count,overhead_count,total_in_arc,next_major_top,next_major_bot,next_major_ticks,next_major_tf,next_major_dist_pct,sub_tf_status_str,has_recent_flip,total_bearish_gaps,est_open,stop,target,shares,expected_pct,rr,promoted
AAOI,118.01,BASING,0.0,0,16,16,135.69,135.426,27,weekly,14.76,15 bear-built-above · rel-vol 0.1x · regime CHOP,False,16,118.01,116.2399,135.69,56,14.98,9.99,False
ACHC,30.28,BASING,0.0,0,20,20,40.26,32.5,776,daily,7.33,22 bear-built-above · rel-vol 0.6x · regime CHOP,False,20,30.28,29.8258,40.26,220,32.96,21.97,False
AEVA,22.14,BASING,0.0,0,19,19,24.02,23.04,99,daily,4.07,22 bear-built-above · rel-vol 0.1x · regime CHOP,False,20,22.14,21.8079,24.02,301,8.49,5.66,False
AGL,111.79,BASING,0.0,0,20,20,136.75,116.5,2025,daily,4.21,24 bear-built-above · rel-vol 0.0x · regime CHOP,False,21,111.79,110.1132,136.75,59,22.33,14.89,False
AGX,665.47,BASING,0.0,0,19,19,723.62,704.71,1891,daily,5.9,21 bear-built-above · rel-vol 0.0x · regime CHOP,False,19,665.47,655.488,723.62,10,8.74,5.83,False
AGYS,106.0,BASING,0.0,0,20,20,112.83,111.61,122,daily,5.29,63 bear-built-above · rel-vol 0.0x · regime CHOP,False,20,106.0,104.41,112.83,62,6.44,4.3,False
AHMA,2.0155,BASING,0.0,0,20,20,2.27,2.14,13,daily,6.18,11 bear-built-above · rel-vol 0.0x · regime CHOP,False,20,2.0155,1.9853,2.27,3307,12.63,8.42,False
AIRJ,4.51,BASING,0.0,0,19,19,4.93,4.86,7,daily,7.76,15 bear-built-above · rel-vol 0.0x · regime CHOP,False,19,4.51,4.4423,4.93,1478,9.31,6.21,False
AKTS,28.65,BASING,0.0,0,2,2,32.93,32.87,7,10m,14.73,rel-vol 0.0x · regime CHOP,True,2,28.65,28.2202,32.93,232,14.94,9.96,False
ALAB,405.38,BASING,0.0,0,19,19,413.552,411.0,256,45m,1.39,37 bear-built-above · rel-vol 0.1x · regime CHOP,False,21,405.38,399.2993,413.552,16,2.02,1.34,False
ALIT,19.77,BASING,0.0,0,8,8,20.255,20.2,6,10m,2.18,6 bear-built-above · rel-vol 0.0x · regime CHOP,True,9,19.77,19.4734,20.255,337,2.45,1.64,False
ALMS,29.56,BASING,0.0,0,2,2,29.745,29.74,1,1h,0.61,2 bear-built-above · rel-vol 1.4x · regime CHOP,True,2,29.56,29.1166,29.745,225,0.63,0.42,False
ALP,0.2361,BASING,0.0,0,20,20,0.248,0.2478,1,weekly,4.96,45 bear-built-above · rel-vol 0.1x · regime CHOP,False,20,0.2361,0.2326,0.248,28236,5.04,3.36,False
AMAT,596.86,BASING,0.0,0,16,16,697.5,668.405,2910,daily,11.99,12 bear-built-above · rel-vol 0.1x · regime CHOP,True,16,596.86,587.9071,697.5,11,16.86,11.24,False
AMBQ,81.0,BASING,0.0,0,17,17,84.63,83.92,71,30m,3.6,31 bear-built-above · rel-vol 0.0x · regime CHOP,False,17,81.0,79.785,84.63,82,4.48,2.99,False
AMD,529.0,BASING,0.0,0,20,20,549.09,538.8,1030,45m,1.85,45 bear-built-above · rel-vol 0.1x · regime CHOP,False,20,529.0,521.065,549.09,12,3.8,2.53,False
AMLX,17.65,BASING,0.0,0,17,17,18.93,18.92,1,15m,7.2,17 bear-built-above · rel-vol 0.0x · regime CHOP,False,18,17.65,17.3852,18.93,377,7.25,4.83,False
AMN,32.01,BASING,0.0,0,20,20,40.92,36.25,468,daily,13.25,46 bear-built-above · rel-vol 0.0x · regime CHOP,False,20,32.01,31.5298,40.92,208,27.84,18.56,False
ANDG,39.47,BASING,0.0,0,11,11,40.29,39.65,65,1h,0.46,11 bear-built-above · rel-vol 0.0x · regime CHOP,False,11,39.47,38.8779,40.29,168,2.08,1.39,False
ANET,183.48,BASING,0.0,0,3,3,183.7,183.5,20,10m,0.01,3 bear-built-above · rel-vol 0.2x · regime CHOP,True,8,183.48,180.7278,183.7,36,0.12,0.08,False
ARQT,28.51,BASING,0.0,0,3,3,31.03,30.85,18,daily,8.21,rel-vol 0.9x · regime CHOP,False,3,28.51,28.0824,31.03,233,8.84,5.89,False
ARWR,85.74,BASING,0.0,0,17,17,86.97,85.87,110,daily,0.15,17 bear-built-above · rel-vol 0.0x · regime CHOP,True,17,85.74,84.4539,86.97,77,1.43,0.96,False
ASAN,7.06,BASING,0.0,0,20,20,7.49,7.32,17,daily,3.68,37 bear-built-above · rel-vol 0.1x · regime CHOP,False,20,7.06,6.9541,7.49,944,6.09,4.06,False
ASMB,28.73,BASING,0.0,0,18,18,28.8,28.76,4,10m,0.1,18 bear-built-above · rel-vol 0.1x · regime CHOP,False,18,28.73,28.2991,28.8,232,0.24,0.16,False
ASX,42.7,BASING,0.0,0,20,20,44.13,44.12,2,45m,3.33,21 bear-built-above · rel-vol 0.1x · regime CHOP,True,25,42.7,42.0595,44.13,156,3.35,2.23,False
ATLC,93.45,BASING,0.0,0,20,20,105.82,103.58,224,15m,10.84,24 bear-built-above · rel-vol 0.0x · regime CHOP,False,20,93.45,92.0482,105.82,71,13.24,8.82,False
AVBP,33.4,BASING,0.0,0,16,16,34.18,33.9,29,daily,1.5,16 bear-built-above · rel-vol 0.0x · regime CHOP,True,16,33.4,32.899,34.18,199,2.34,1.56,False
AVR,9.71,BASING,0.0,0,20,20,9.92,9.8,12,daily,0.93,23 bear-built-above · rel-vol 0.0x · regime CHOP,False,20,9.71,9.5644,9.92,686,2.16,1.44,False
AVTX,19.22,BASING,0.0,0,6,6,19.595,19.525,8,10m,1.59,6 bear-built-above · rel-vol 0.0x · regime CHOP,False,8,19.22,18.9317,19.595,346,1.95,1.3,False
AXGN,42.75,BASING,0.0,0,20,20,44.57,43.982,59,daily,2.88,24 bear-built-above · rel-vol 0.0x · regime CHOP,False,20,42.75,42.1088,44.57,155,4.26,2.84,False
AXTI,63.15,BASING,0.0,0,19,19,70.15,67.155,300,weekly,6.34,9 bear-built-above · rel-vol 0.2x · regime CHOP,False,19,63.15,62.2027,70.15,105,11.08,7.39,False
BAND,69.542,BASING,0.0,0,9,9,73.96,73.01,95,4h,4.99,6 bear-built-above · rel-vol 0.1x · regime CHOP,True,10,69.542,68.4989,73.96,95,6.35,4.24,False
BATL,1.5303,BASING,0.0,0,13,13,1.6099,1.6,1,45m,4.55,12 bear-built-above · rel-vol 5.2x · regime CHOP,False,13,1.5303,1.5073,1.6099,4356,5.2,3.47,False
BBNX,16.18,BASING,0.0,0,20,20,18.5,17.94,56,weekly,10.88,29 bear-built-above · rel-vol 0.0x · regime CHOP,False,21,16.18,15.9373,18.5,412,14.34,9.56,False
BCAX,28.99,BASING,0.0,0,20,20,30.4,30.25,15,1h,4.35,20 bear-built-above · rel-vol 0.0x · regime CHOP,True,20,28.99,28.5551,30.4,229,4.86,3.24,False
BE,264.01,BASING,0.0,0,20,20,301.25,300.6,65,1h,13.86,20 bear-built-above · rel-vol 0.2x · regime CHOP,False,20,264.01,260.0498,301.25,25,14.11,9.4,False
BLFS,27.19,BASING,0.0,0,20,20,27.93,27.5,43,daily,1.14,25 bear-built-above · rel-vol 0.4x · regime CHOP,False,21,27.19,26.7822,27.93,245,2.72,1.81,False
BOBS,14.6,BASING,0.0,0,20,20,16.15,15.82,33,daily,8.36,17 bear-built-above · rel-vol 0.8x · regime CHOP,False,20,14.6,14.381,16.15,456,10.62,7.08,False
BTQ,4.08,BASING,0.0,0,20,20,4.37,4.36,1,30m,6.86,13 bear-built-above · rel-vol 0.1x · regime CHOP,False,20,4.08,4.0188,4.37,1633,7.11,4.74,False
