idea_id,day,source,ticker,setup,side,tier,score,score_band,entry_type,entry,stop,target,shares,rr,first_seen,last_seen,outcome,result_r,mfe_r,mae_r,current_r,fill_time,exit_time,last_px,spy_regime,relative_volume_today,obv_state,notes
7b4d1bcece55187d,2026-09-25,live_state_lookup,MSGY,BULL_BOUNCE_PENDING,LONG,CONVICTION,100.0,90+,MARKET,2.09,2.04,2.19,904,2.0,2026-09-25T06:37:00,2026-09-25T12:48:45,NOT_EVALUATED,,,,,,,,FAVORABLE,19.581,RISING,MARKET BUY @ ~$2.21 (CONVICTION score 100). Stop $2.1. Anchor: daily 9tk @ $2.09.
b4ecf8756d37e472,2026-09-25,live_state_lookup,DASH,BULL_BOUNCE_PENDING,LONG,CONVICTION,100.0,90+,MARKET,186.5,172.05,208.94,6,1.55,2026-09-25T04:05:16,2026-09-25T09:29:55,NOT_EVALUATED,,,,,,,,FAVORABLE,1.403,FALLING,MARKET BUY @ ~$186.50 (CONVICTION score 100). Stop $172.05. Anchor: daily 460tk @ $175.20.
a62c379d29332f16,2026-09-25,live_state_lookup,PCOR,BULL_BOUNCE_PENDING,LONG,CONVICTION,98.9,90+,MARKET,49.5,46.95,53.87,39,1.72,2026-09-25T04:05:15,2026-09-25T06:29:06,NOT_EVALUATED,,,,,,,,FAVORABLE,2.133,FALLING,MARKET BUY @ ~$49.50 (CONVICTION score 99). Stop $46.95. Anchor: 4h 181tk @ $48.09.
871f250732111a9e,2026-09-25,live_state_lookup,QMCO,BULL_BOUNCE_PENDING,LONG,CONVICTION,94.8,90+,MARKET,29.83,28.34,33.07,67,2.17,2026-09-25T04:07:08,2026-09-25T13:02:34,NOT_EVALUATED,,,,,,,,FAVORABLE,3.789,RISING,MARKET BUY @ ~$29.83 (CONVICTION score 95). Stop $28.34. Anchor: weekly 93tk @ $25.55.
189864624dfc8ca1,2026-09-25,live_state_lookup,SHMD,BULL_BOUNCE_PENDING,LONG,CONVICTION,92.6,90+,MARKET,3.52,3.44,3.69,407,2.12,2026-09-25T09:36:35,2026-09-25T12:48:45,NOT_EVALUATED,,,,,,,,FAVORABLE,10.612,RISING,MARKET BUY @ ~$4.91 (CONVICTION score 93). Stop $4.66. Anchor: 10m 52tk @ $4.34.
5baf6a61429a4b70,2026-09-25,live_state_lookup,SUGP,BULL_BOUNCE_PENDING,LONG,CONVICTION,91.3,90+,MARKET,0.54,0.49,0.57,3302,0.6,2026-09-25T04:06:39,2026-09-25T12:17:52,NOT_EVALUATED,,,,,,,,FAVORABLE,3.802,FALLING,MARKET BUY @ ~$0.61 (CONVICTION score 91). Stop $0.58. Anchor: daily 10tk @ $0.52.
62500cefd8d34e43,2026-09-25,live_state_lookup,ARES,BULL_BOUNCE_PENDING,LONG,CONVICTION,91.2,90+,MARKET,120.2,113.06,133.17,14,1.82,2026-09-25T04:06:00,2026-09-25T13:02:34,NOT_EVALUATED,,,,,,,,FAVORABLE,1.448,FALLING,MARKET BUY @ ~$120.20 (CONVICTION score 91). Stop $113.06. Anchor: daily 286tk @ $115.06.
a4d9216fd02583fa,2026-09-25,live_state_lookup,TTAN,BULL_BOUNCE_PENDING,LONG,CONVICTION,90.7,90+,MARKET,58.11,55.77,67.12,24,3.85,2026-09-25T07:38:07,2026-09-25T11:08:20,NOT_EVALUATED,,,,,,,,FAVORABLE,0.073,RISING,MARKET BUY @ ~$59.80 (CONVICTION score 91). Stop $55.77. Anchor: daily 147tk @ $57.26.
76341cb24c852d3b,2026-09-25,live_state_lookup,CCTG,DOUBLE_REJECTION_LONG,LONG,CONVICTION,90.0,90+,MARKET,0.52,0.51,0.58,17123,10.45,2026-09-25T07:05:58,2026-09-25T10:14:15,NOT_EVALUATED,,,,,,,,FAVORABLE,0.005,NEUTRAL,"DOUBLE BOUNCE: daily DESC channel lower rail + 30m bull gap ceiling stacked @ $0.52. Long $0.52, stop $0.51, target next gap $0.58."
e1b2a587fdd73fcb,2026-09-25,live_state_lookup,DASH,BULL_BOUNCE_PENDING,LONG,CONVICTION,89.3,80-89,LIMIT,186.5,172.05,208.94,9,1.55,2026-09-25T04:05:16,2026-09-25T13:02:34,NOT_EVALUATED,,,,,,,,CHOP,0.073,FALLING,LIMIT BUY @ $182.77 (2% pullback cap; anchor at $175.20 too far). Stop $172.05. Anchor: daily 460tk.
