ticker,setup,side,score,entry,stop,target,secondary_target,shares,rr,spy_regime,rel_vol,current_price,ath_status,pct_from_52w_high,high_52w,float_rotation,float_rotation_label,obv_macro_state,exhaustion_warning,primitives_json,reasons,notes,timestamp
WETO,BEAR_REJECTION_PENDING,SHORT,64.1,2.23,2.36,2.12,,767,0.86,HOSTILE,2.07,2.2001,DEEP_BELOW,-0.9912,251.0,14.4196,1442.0% (EXTREME — almost always reverts),RISING,False,"{""structural_anchor_above"": 14.0, ""high_genesis_rank"": 12.1, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0, ""ascending_channel_headwind"": -10.0, ""obv_rising_against_short"": 0.0}",PENDING: wait for rally to $2.23 (daily 11tk MINOR bear gap) | only 1.4% above current — close rally | SPY HOSTILE — short setup amplified | ASC channel active (10m) — short fights rising structure | OBV rising — possible trapped buyers under resistance (neutral),LIMIT SHORT @ $2.23 on rally (1.4% above current $2.20). Stop $2.36. Anchor: daily 11tk bear.,2026-09-24T05:41:45
DCX,BEAR_REJECTION_PENDING,SHORT,80.0,0.13,0.17,0.12,,2542,0.16,HOSTILE,2.2,0.1272,DEEP_BELOW,-0.9873,10.02,0.0843,8.4% (normal),FALLING,False,"{""structural_anchor_above"": 14.0, ""high_genesis_rank"": 12.0, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0, ""obv_falling"": 6.0}",PENDING: wait for rally to $0.13 (45m 1tk COMPRESSION bear gap) | only 0.8% above current — close rally | SPY HOSTILE — short setup amplified | OBV falling — distribution confirms short thesis,LIMIT SHORT @ $0.13 on rally (0.8% above current $0.13). Stop $0.17. Anchor: 45m 1tk bear.,2026-09-24T05:41:46
VRME,BEAR_REJECTION_PENDING,SHORT,61.1,1.27,1.32,1.07,1.08,1937,3.89,HOSTILE,1.51,1.25,DEEP_BELOW,-0.359,1.95,0.8151,81.5% (heavy — watch parabolic),RISING,False,"{""structural_anchor_above"": 14.0, ""high_genesis_rank"": 9.1, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0, ""ascending_channel_headwind"": -10.0, ""obv_rising_against_short"": 0.0}",PENDING: wait for rally to $1.27 (30m 1tk MINOR bear gap) | only 1.7% above current — close rally | SPY HOSTILE — short setup amplified | ASC channel active (5m) — short fights rising structure | OBV rising — possible trapped buyers under resistance (neutral),LIMIT SHORT @ $1.27 on rally (1.7% above current $1.25). Stop $1.32. Anchor: 30m 1tk bear.,2026-09-24T05:41:46
RETO,BEAR_REJECTION_PENDING,SHORT,68.8,0.18,0.77,0.17,,169,0.02,HOSTILE,0.74,0.1765,DEEP_BELOW,-0.9938,28.4,1.062,106.2% (FULL ROTATION — exhaustion signal),FALLING,False,"{""structural_anchor_above"": 14.0, ""high_genesis_rank"": 12.8, ""far_rally"": -4.0, ""regime_hostile_helps_short"": 10.0, ""obv_falling"": 6.0}",PENDING: wait for rally to $0.20 (daily 1tk COMPRESSION bear gap) | SPY HOSTILE — short setup amplified | OBV falling — distribution confirms short thesis,LIMIT SHORT @ $0.18 (2% rally cap; anchor at $0.20 too far). Stop $0.77. Anchor: daily 1tk bear.,2026-09-24T05:41:45
ADBT,BEAR_REJECTION_PENDING,SHORT,73.5,0.12,0.17,0.11,,2217,0.13,HOSTILE,0.17,0.1178,,,,0.0201,2.0% (normal),FALLING,False,"{""structural_anchor_above"": 14.0, ""high_genesis_rank"": 11.6, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0, ""obv_rising_against_short"": 0.0}",PENDING: wait for rally to $0.12 (daily 1tk MINOR bear gap) | only 1.9% above current — close rally | SPY HOSTILE — short setup amplified | OBV rising — possible trapped buyers under resistance (neutral),LIMIT SHORT @ $0.12 on rally (1.9% above current $0.12). Stop $0.17. Anchor: daily 1tk bear.,2026-09-24T05:41:48
INTC,BEAR_REJECTION_PENDING,SHORT,77.9,118.56,121.74,104.7,101.05,31,4.36,HOSTILE,0.83,118.2937,BELOW,-0.169,142.35,0.0162,1.6% (normal),FALLING,True,"{""structural_anchor_above"": 14.0, ""huge_anchor"": 14.0, ""high_genesis_rank"": 5.9, ""vacuum_tier"": 6.0, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0, ""ascending_channel_headwind"": -10.0, ""obv_rising_against_short"": 0.0}",PENDING: wait for rally to $118.56 (45m 257tk VACUUM bear gap) | only 0.2% above current — close rally | SPY HOSTILE — short setup amplified | ASC channel active (1h) — short fights rising structure | OBV rising — possible trapped buyers under resistance (neutral),LIMIT SHORT @ $118.56 on rally (0.2% above current $118.29). Stop $121.74. Anchor: 45m 257tk bear.,2026-09-24T05:41:47
SWKS,BEAR_REJECTION_PENDING,SHORT,83.3,93.09,99.24,78.76,78.55,16,2.33,HOSTILE,0.61,91.26,BLUE_SKY,-0.0166,92.8,0.0334,3.3% (normal),RISING,False,"{""structural_anchor_above"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 13.3, ""vacuum_tier"": 6.0, ""moderate_rally"": 4.0, ""regime_hostile_helps_short"": 10.0, ""ascending_channel_headwind"": -10.0, ""obv_falling"": 6.0}",PENDING: wait for rally to $97.59 (daily 102tk VACUUM bear gap) | SPY HOSTILE — short setup amplified | ASC channel active (10m) — short fights rising structure | OBV falling — distribution confirms short thesis,LIMIT SHORT @ $93.09 (2% rally cap; anchor at $97.59 too far). Stop $99.24. Anchor: daily 102tk bear.,2026-09-24T05:41:45
SG,BEAR_REJECTION_PENDING,SHORT,60.7,7.73,8.03,6.95,6.79,333,2.6,HOSTILE,0.81,7.668,BELOW,-0.2786,10.63,0.0326,3.3% (normal),FALLING,False,"{""structural_anchor_above"": 14.0, ""high_genesis_rank"": 8.7, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0, ""ascending_channel_headwind"": -10.0, ""obv_rising_against_short"": 0.0}",PENDING: wait for rally to $7.73 (4h 26tk MINOR bear gap) | only 0.8% above current — close rally | SPY HOSTILE — short setup amplified | ASC channel active (5m) — short fights rising structure | OBV rising — possible trapped buyers under resistance (neutral),LIMIT SHORT @ $7.73 on rally (0.8% above current $7.67). Stop $8.03. Anchor: 4h 26tk bear.,2026-09-24T05:41:46
DOCN,BEAR_REJECTION_PENDING,SHORT,64.0,144.33,147.46,131.5,130.34,31,4.1,HOSTILE,0.78,141.5,BELOW,-0.2453,187.5,0.0188,1.9% (normal),FALLING,False,"{""structural_anchor_above"": 14.0, ""medium_anchor"": 6.0, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0, ""ascending_channel_headwind"": -10.0, ""obv_falling"": 6.0}",PENDING: wait for rally to $144.37 (1h 63tk MINOR bear gap) | only 2.0% above current — close rally | SPY HOSTILE — short setup amplified | ASC channel active (15m) — short fights rising structure | OBV falling — distribution confirms short thesis,LIMIT SHORT @ $144.33 (2% rally cap; anchor at $144.37 too far). Stop $147.46. Anchor: 1h 63tk bear.,2026-09-24T05:41:46
DK,BEAR_REJECTION_PENDING,SHORT,62.0,73.44,74.9,65.53,64.86,68,5.44,HOSTILE,0.87,72.0,BELOW,-0.1248,82.27,0.0352,3.5% (normal),RISING,False,"{""structural_anchor_above"": 14.0, ""high_genesis_rank"": 4.1, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0, ""ascending_channel_headwind"": -10.0, ""obv_falling"": 6.0}",PENDING: wait for rally to $73.59 (45m 32tk MINOR bear gap) | only 2.2% above current — close rally | SPY HOSTILE — short setup amplified | ASC channel active (daily) — short fights rising structure | OBV falling — distribution confirms short thesis,LIMIT SHORT @ $73.44 (2% rally cap; anchor at $73.59 too far). Stop $74.9. Anchor: 45m 32tk bear.,2026-09-24T05:41:46
