ticker,side,setups,rth_open,last_px,rth_high,rth_low,orb_high,orb_low,vwap,gap_pct,chg_pct_full,rth_vol,rel_vol,prev_close,est_entry,stop,target,shares,score,gap_tier,stop_source,stop_dist,atr_14,atr_ratio,atr_ok,float_m,float_rotation_pct,borrow_risk
HPAI,LONG,HOLDING-LONG,1.28,1.38,1.39,1.22,1.39,1.22,1.3222,29.8,39.95,2158173,189.48,0.9861,1.38,1.23,1.68,666,5647.3087,STRETCHED,PM low,0.15,0.1509,1.66,True,37.65,5.7,N/A
PRSO,LONG,HOLDING-LONG,1.14,1.185,1.2,1.14,1.2,1.14,1.1755,14.99,19.53,2109127,7.37,0.9914,1.185,1.01,1.535,571,110.4077,IN_BAND,PM low,0.175,0.0668,4.37,True,12.63,16.7,N/A
GAMB,SHORT,FAILED-GAP-SHORT,5.24,4.94,5.5,4.8166,5.5,4.8166,5.1144,16.19,9.53,1046445,9.6,4.51,4.94,6.0,2.82,94,108.7947,STRETCHED,PM high,1.06,0.2398,7.37,True,35.1,3.0,MEDIUM
DRTS,LONG,HOLDING-LONG,9.75,9.99,10.1,9.25,10.1,9.25,9.7079,14.57,17.39,782062,3.39,8.51,9.99,8.6,12.77,71,49.4422,IN_BAND,PM low,1.39,0.7314,3.17,True,88.01,0.9,N/A
GSIT,LONG,HOLDING-LONG,9.29,10.67,11.3,9.29,11.3,9.29,10.6549,9.94,26.27,1593417,4.23,8.45,10.67,8.72,14.57,51,42.0362,IN_BAND,PM low,1.95,0.9914,3.28,True,36.19,4.4,N/A
MNTS,LONG,HOLDING-LONG,5.89,5.89,6.08,5.58,6.08,5.58,5.8807,7.88,7.88,816845,2.36,5.46,5.89,5.52,6.63,270,18.572,IN_BAND,PM low,0.37,0.8077,0.76,True,6.18,13.2,N/A
INO,SHORT,FAILED-GAP-SHORT,1.63,1.41,1.635,1.392,1.635,1.392,1.4814,11.64,-3.42,2140214,2.0,1.46,1.41,1.6955,0.839,350,16.3244,IN_BAND,PM high,0.2855,0.1038,4.58,True,81.59,2.6,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)"
