ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,stop_adjusted,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,path,gap_quality,sponsorship,vol_ratio,vol_hot,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,tfs,cluster_top,cluster_bot,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
YYGH,Long,BREAKOUT,T3-LONG_WATCH,33,1.47,1.41,1.6607,,3.2,0.06,False,1.47,0.0,INSIDE,1,1,HIGHWAY,WAITING,0.48,0.5,True,NANO,1.57,1.44,1.32,1.56,18.2,MID,MID,5,1,5,13.0,D,,,,,,,,,,,,,True,0.24109285714285714,0.25,N/A,
RXT,Long,PULLBACK,T3-LONG_WATCH,31,3.07,2.9197,3.3706,,2.0,0.1503,,3.24,5.2,APPROACH,1,1,OPEN_ROAD,EXCITED,0.86,,,HIGH,0.03,3.225,3.23,3.22,-0.3,FLAT,FLAT,90,4,22,2.8,C,1d,3.07,3.01,37885376.0,0.5,0.6,1459964.0,0.0,15.8,35.0,8.0,107.11,True,0.23748571428571427,0.63,N/A,
MS,Long,BOUNCE,T2-LONG,84,215.35,204.7088,236.6324,215.625,2.0,10.6412,,215.35,1.0,CLOSE,2,1,OPEN_ROAD,EXCITED,0.96,,,MEGA,0.0,215.625,216.24,215.01,-0.6,DISCOUNT,DISCOUNT,4267,7,1788,3.1,C,1d,213.2,211.04,757930767.0,1.1,0.9,0.0,0.0,3.8,27.0,8.0,1190.07,False,4.715542857142858,2.26,N/A,
PR,Long,BREAKOUT,T1-STRONG_LONG,100,23.715,22.6786,25.7878,23.825,2.0,1.0364,False,23.62,0.0,INSIDE,4,4,HIGHWAY,EXCITED,1.68,0.8,True,MEGA,0.01,23.825,23.65,24.0,1.5,DISCOUNT,DISCOUNT,758,10,289,99.9,A,,,,,,,,,,,,,False,0.6207214285714286,1.67,N/A,
UBXG,Long,BOUNCE,T2-LONG,100,5.03,4.4621,8.7965,5.2,6.6,0.5679,,5.03,3.0,CLOSE,1,1,HIGHWAY,EXCITED,1.32,,,NANO,0.46,5.2,5.04,5.36,6.3,DISCOUNT,DISCOUNT,40,2,1,74.9,C,4h,4.88,4.6014,9400005.0,0.2,0.6,0.0,1.0,195.8,9.0,3.0,0.59,True,,,N/A,
