ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr,_cohort,_entry_policy
BATL,Long,PULLBACK,T1-STRONG_LONG,100,1.62,1.49,1.88,,2.0,0.13,1.73,6.4,APPROACH,4,4,"10m,15m,30m,5m",1.62,1.54,OPEN_ROAD,EXCITED,6.75,78891984.0,1.4,0.8,1508859.0,0.0,25.5,68.0,8.0,16.18,MED,1.82,1.6,1.55,1.65,6.5,PREMIUM,DISCOUNT,90,11,66,2.9,C,,,,True,0.29928571428571427,0.43,N/A,,0.5,0.5,1.0,0.75,1.0,0.5,0.875,HOSTILE,1.54,1.62,1.64,1999,769,666,6.8,2.0,1.6,3078.46,1245.78,1092.24,10:30,1.49,1.88,PULLBACK_LIMIT,,,,PENNY,MARKET
