ticker,side,score,gap_tier,borrow_risk,float_m,sector_label,lifecycle_phase,entry,stop,target,last_px,high,low,volume,chg_short_pct,outcome,result_r,stop_adjusted,pm_gap_down_pct,rel_vol,checked_at,scan_date
GCDT,Short,304.3447,EXTREME,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)",19.23,,SHORT_GENESIS,0.641,0.6474,0.6282,0.6383,0.6689,0.55,14430626,0.42,STOPPED,-1.0,True,32.97,315.22,2026-09-09_1735,2026-09-09
LABT,Short,61.915,STRETCHED,HIGH (low-priced low-float — verify locate before entering),2.37,,SHORT_GENESIS,2.04,2.0604,1.9992,2.32,2.61,2.13,5083998,-13.73,STOPPED,-1.0,True,15.14,8.17,2026-09-09_1735,2026-09-09
SNAP,Short,10.3155,IN_BAND,LOW,1691.2,,SHORT_GENESIS,5.3677,5.4214,5.2603,5.31,5.46,5.19,35946236,1.07,STOPPED,-1.0,True,4.24,5.53,2026-09-09_1735,2026-09-09
