ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
MRNO,Long,T2-LONG,100,PULLBACK,0.2916,0.23,0.4148,0.5664,0.82,0.4077,324946934,94.24,TARGET_HIT,0.24,True,2026-05-17_1334,2026-05-15_0520
MICC,Long,T1-STRONG_LONG,88,BOUNCE,15.02,14.3317,16.3965,16.66,17.03,16.305,7284295,10.92,TARGET_HIT,0.03,False,2026-05-17_1334,2026-05-15_0520
FIG,Long,T1-STRONG_LONG,100,BOUNCE,20.24,18.527,23.666,22.92,23.93,21.31,77424650,13.24,TARGET_HIT,1.5,True,2026-05-17_1334,2026-05-15_0520
EDBL,Long,T2-LONG,100,PULLBACK,0.3746,0.3222,0.4794,0.3894,0.5601,0.303,69445952,3.95,TARGET_HIT,0.18,True,2026-05-17_1334,2026-05-15_0520
ALP,Long,T2-LONG,100,PULLBACK,0.313,0.2179,0.5032,0.33,0.3475,0.2957,75733989,5.43,TARGET_HIT,0.18,True,2026-05-17_1334,2026-05-15_0520
NVDA,Long,T1-STRONG_LONG,92,PULLBACK,235.74,214.1566,278.9068,225.32,231.5,224.24,180977639,-4.42,TARGET_HIT,1.5,True,2026-05-17_1334,2026-05-15_0520
NOK,Long,T1-STRONG_LONG,100,PULLBACK,13.475,12.8719,14.6812,13.95,14.06,13.62,109259587,3.53,TARGET_HIT,1.5,True,2026-05-17_1334,2026-05-15_0520
SRXH,Long,T2-LONG,99,PULLBACK,0.1301,0.0791,0.2321,0.125,0.14,0.124,45313170,-3.92,TARGET_HIT,0.07,True,2026-05-17_1334,2026-05-15_0520
DGXX,Long,T1-STRONG_LONG,100,BOUNCE,7.22,6.596,8.468,7.54,8.04,6.8,22587840,4.43,TARGET_HIT,1.5,True,2026-05-17_1334,2026-05-15_0520
SLNH,Long,T3-LONG_WATCH,36,BOUNCE,2.16,2.0855,2.309,2.22,2.355,1.96,38211879,2.78,STOPPED,-1.0,False,2026-05-17_1334,2026-05-15_0520
DVLT,Long,T2-LONG,52,PULLBACK,0.5401,0.48,0.6603,0.5146,0.55,0.5001,113677796,-4.72,LOSING,-0.42,False,2026-05-17_1334,2026-05-15_0520
AMZE,Long,T3-LONG_WATCH,57,PULLBACK,0.2115,0.1488,0.3369,0.1682,0.21,0.1521,25142339,-20.47,LOSING,-0.69,False,2026-05-17_1334,2026-05-15_0520
AIIO,Long,T3-LONG_WATCH,96,PULLBACK,5.64,5.238,23.4,4.02,5.5,3.45,26663872,-28.72,TARGET_HIT,1.5,True,2026-05-17_1334,2026-05-15_0520
SRRK,Long,T3-LONG_WATCH,89,BOUNCE,51.28,48.6649,56.5102,49.35,51.39,48.95,1346153,-3.76,LOSING,-0.74,False,2026-05-17_1334,2026-05-15_0520
UTI,Long,T3-LONG_WATCH,81,BOUNCE,41.5,39.2365,46.027,39.56,41.395,39.295,938624,-4.67,LOSING,-0.86,False,2026-05-17_1334,2026-05-15_0520
ENOV,Long,T2-LONG,95,BOUNCE,26.12,24.929,30.87,24.29,26.23,23.81,1262382,-7.01,TARGET_HIT,1.5,True,2026-05-17_1334,2026-05-15_0520
PRM,Long,T1-STRONG_LONG,97,PULLBACK,34.0,31.137,39.726,33.23,33.87,32.4613,1479304,-2.26,TARGET_HIT,1.5,True,2026-05-17_1334,2026-05-15_0520
