ticker,last,prev_high,prev_low,prev_close,pdh_state,pdl_state,opening_range_ready,opening_range_high,opening_range_low,opening_range_position,opening_range_state,day_range_position,first_pullback_after_high,first_rally_after_low,last_hour_close_strength,last_hour_volume_bias,long_score,long_class,short_score,short_class
AAUC,21.69,21.21,20.15,21.04,ABOVE_PDH,ABOVE_PDL,True,22.01,21.35,0.515,OR_MIDDLE,0.515,False,False,0.515,1.52,62,CONTINUATION_LONG,42,NEUTRAL
ABCL,5.81,6.05,5.54,5.97,REJECTED_PDH,ABOVE_PDL,True,6.06,5.84,0.0,BELOW_ORL,0.286,False,False,0.286,3.21,26,AVOID_LONG,72,CONTINUATION_SHORT
ABEO,6.42,6.55,6.155,6.53,REJECTED_PDH,ABOVE_PDL,True,6.608,6.4287,0.0,BELOW_ORL,0.07,False,False,0.07,3.68,18,AVOID_LONG,84,AVOID_SHORT_CHASE
ABSI,8.42,8.4,7.8501,8.32,ABOVE_PDH,ABOVE_PDL,True,8.37,8.1,1.0,ABOVE_ORH,0.865,True,False,0.865,2.18,100,PULLBACK_BUY_ZONE,18,AVOID_SHORT
ACRS,5.5307,5.69,5.46,5.69,REJECTED_PDH,ABOVE_PDL,True,5.69,5.54,0.0,BELOW_ORL,0.115,False,False,0.115,4.31,18,AVOID_LONG,84,AVOID_SHORT_CHASE
ADVB,11.15,8.9,6.35,7.08,ABOVE_PDH,ABOVE_PDL,True,13.17,8.0801,0.603,OR_MIDDLE,0.288,False,False,0.288,0.23,62,CONTINUATION_LONG,42,NEUTRAL
AHMA,1.7,1.76,1.62,1.63,BELOW_PDH,ABOVE_PDL,True,1.75,1.68,0.286,OR_BOTTOM_THIRD,0.286,False,False,,,58,RELOAD_ZONE,50,NEUTRAL
ALHC,20.77,21.795,20.81,21.5,BELOW_PDH,BELOW_PDL,True,21.5105,21.005,0.0,BELOW_ORL,0.217,False,True,0.217,3.65,10,AVOID_LONG,100,FIRST_RALLY_SHORT_ZONE
AMKR,67.9367,67.3891,64.7401,66.73,ABOVE_PDH,RECLAIMED_PDL,True,68.14,64.26,0.948,OR_TOP_THIRD,0.906,True,False,0.906,1.93,100,PULLBACK_BUY_ZONE,24,AVOID_SHORT
APPS,8.5,9.19,8.63,9.18,REJECTED_PDH,BELOW_PDL,True,9.69,9.0,0.0,BELOW_ORL,0.078,False,True,0.078,1.07,0,AVOID_LONG,100,FIRST_RALLY_SHORT_ZONE
