ticker,setup,side,score,entry,stop,target,secondary_target,shares,rr,spy_regime,rel_vol,current_price,ath_status,pct_from_52w_high,high_52w,float_rotation,float_rotation_label,obv_macro_state,exhaustion_warning,primitives_json,reasons,notes,timestamp
AKTX,BULL_BOUNCE_PENDING,LONG,83.8,12.98,10.9,13.63,,48,0.31,FAVORABLE,16.67,13.25,DEEP_BELOW,-0.7667,56.8,29.7427,2974.3% (EXTREME — almost always reverts),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 10.8, ""far_pullback"": -4.0, ""obv_rising"": 8.0, ""rel_vol_hot"": 8.0, ""float_rot_parabolic"": 6.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $11.46 (15m 3tk COMPRESSION gap) | 13.5% below — far pullback, takes time to reach | OBV rising — accumulation underneath | hot volume 16.7x avg | float rotation 29.74x — parabolic engagement | breakout volume surge — real demand active | SPY FAVORABLE",LIMIT BUY @ $12.98 (2% pullback cap; anchor at $11.46 too far). Stop $10.9. Anchor: 15m 3tk.,2026-05-25T17:35:59
QTEX,BULL_BOUNCE_PENDING,LONG,63.1,0.86,0.82,0.9,,2589,1.11,FAVORABLE,,0.875,,,,18.095,1809.5% (EXTREME — almost always reverts),,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 4.1, ""moderate_pullback"": 4.0, ""float_rot_parabolic"": 6.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $0.82 (5m 1tk MINOR gap) | float rotation 18.09x — parabolic engagement | SPY FAVORABLE,LIMIT BUY @ $0.86 (2% pullback cap; anchor at $0.82 too far). Stop $0.82. Anchor: 5m 1tk.,2026-05-25T17:36:01
GOVX,BULL_BOUNCE_PENDING,LONG,85.2,4.31,3.35,4.53,,103,0.22,FAVORABLE,3.2,3.52,DEEP_BELOW,-0.8987,34.75,13.2026,1320.3% (EXTREME — almost always reverts),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 12.2, ""far_pullback"": -4.0, ""obv_rising"": 8.0, ""rel_vol_hot"": 8.0, ""float_rot_parabolic"": 6.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0, ""breakout_follow_promotion"": 0.0}","PENDING: wait for pullback to $3.22 (1h 29tk MINOR gap) | 8.5% below — far pullback, takes time to reach | OBV rising — accumulation underneath | hot volume 3.2x avg | float rotation 13.20x — parabolic engagement | breakout volume surge — real demand active | SPY FAVORABLE | BREAKOUT_FOLLOW: open $3.82 cleared anchor $3.22, 4/4 strength, regime FAVORABLE — buy-stop $4.31, 1.5xATR stop","BUY-STOP @ $4.31 (above today's high $4.31). Stop $3.35 (1.5xATR). Score 85, strength=4/4, regime=FAVORABLE. BREAKOUT_FOLLOW.",2026-05-25T17:36:07
HCWB,BULL_BOUNCE_PENDING,LONG,71.0,3.48,2.88,3.65,,165,0.29,FAVORABLE,0.54,2.9599,DEEP_BELOW,-0.6644,8.82,3.0012,300.1% (EXTREME — almost always reverts),RISING,False,"{""structural_anchor_below"": 14.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""float_rot_parabolic"": 6.0, ""regime_favorable"": 5.0, ""breakout_follow_promotion"": 0.0}","PENDING: wait for pullback to $2.91 (1h 3tk MINOR gap) | only 1.7% below current — close pullback | OBV rising — accumulation underneath | float rotation 3.00x — parabolic engagement | SPY FAVORABLE | BREAKOUT_FOLLOW: open $3.21 cleared anchor $2.91, 3/4 strength, regime FAVORABLE — buy-stop $3.48, 1.5xATR stop","BUY-STOP @ $3.48 (above today's high $3.48). Stop $2.88 (1.5xATR). Score 71, strength=3/4, regime=FAVORABLE. BREAKOUT_FOLLOW.",2026-05-25T17:36:11
MEHA,BULL_BOUNCE_PENDING,LONG,86.4,0.16,0.12,0.17,,2267,0.18,FAVORABLE,6.1,0.0945,DEEP_BELOW,-0.9882,8.0,14.6969,1469.7% (EXTREME — almost always reverts),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 13.4, ""far_pullback"": -4.0, ""obv_rising"": 8.0, ""rel_vol_hot"": 8.0, ""float_rot_parabolic"": 6.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0, ""breakout_follow_promotion"": 0.0}","PENDING: wait for pullback to $0.08 (daily 2tk COMPRESSION gap) | 11.5% below — far pullback, takes time to reach | OBV rising — accumulation underneath | hot volume 6.1x avg | float rotation 14.70x — parabolic engagement | breakout volume surge — real demand active | SPY FAVORABLE | BREAKOUT_FOLLOW: open $0.12 cleared anchor $0.08, 4/4 strength, regime FAVORABLE — buy-stop $0.16, 1.5xATR stop","BUY-STOP @ $0.16 (above today's high $0.16). Stop $0.12 (1.5xATR). Score 86, strength=4/4, regime=FAVORABLE. BREAKOUT_FOLLOW.",2026-05-25T17:36:15
KIDZ,BULL_BOUNCE_PENDING,LONG,82.0,0.45,0.42,0.47,,3363,0.75,FAVORABLE,12.6,0.4508,DEEP_BELOW,-0.9985,309.0,21.8464,2184.6% (EXTREME — almost always reverts),RISING,False,"{""structural_anchor_below"": 14.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_hot"": 8.0, ""float_rot_parabolic"": 6.0, ""sector_bottom_quartile"": -3.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $0.45 (15m 2tk MINOR gap) | only 0.6% below current — close pullback | OBV rising — accumulation underneath | hot volume 12.6x avg | float rotation 21.85x — parabolic engagement | CONS_STAPL WEAK (WEAK) — sector headwind | breakout volume surge — real demand active | SPY FAVORABLE,LIMIT BUY @ $0.45 on pullback (0.6% below current $0.45). Stop $0.42. Anchor: 15m 2tk.,2026-05-25T17:36:20
KIDZ,BULL_BOUNCE_CONFIRMED,LONG,71.0,0.45,0.42,0.47,,3039,0.69,FAVORABLE,12.6,0.4508,DEEP_BELOW,-0.9985,309.0,21.8464,2184.6% (EXTREME — almost always reverts),RISING,False,"{""ascending_channel"": 14.0, ""confirmed_recovery"": 12.0, ""current_anchor_eligible"": 14.0, ""multiple_touches"": 4.0, ""obv_rising"": 8.0, ""vol_normal+"": 4.0, ""regime_favorable"": 5.0, ""rejection_staircase"": 10.0}",ASC channel detected on 15m (score 54) | recovered 2.4% from recent low $0.44 | bounce at 15m 2tk @ $0.44 (MINOR) | 2 prior bull-rail touches | OBV rising — accumulation underneath | SPY FAVORABLE | staircase: 2 prior distinct rejection(s) below — prev = 1h 1tk @ $0.42,"Channel: 15m ASC, rails $0.37-$0.58. Recent low $0.44 → now $0.45 (+2.4%)",2026-05-25T17:36:20
INFQ,BULL_BOUNCE_PENDING,LONG,100.0,15.84,15.05,17.19,,126,1.7,FAVORABLE,4.43,15.84,BELOW,-0.2556,21.28,0.3008,30.1% (active),RISING,False,"{""structural_anchor_below"": 14.0, ""huge_anchor"": 14.0, ""high_genesis_rank"": 15.0, ""conviction_tier"": 10.0, ""far_pullback"": -4.0, ""obv_rising"": 8.0, ""rel_vol_hot"": 8.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $13.50 (daily 233tk CONVICTION gap) | 14.8% below — far pullback, takes time to reach | OBV rising — accumulation underneath | hot volume 4.4x avg | breakout volume surge — real demand active | SPY FAVORABLE",MARKET BUY @ ~$15.84 (CONVICTION score 100). Stop $15.05. Anchor: daily 233tk @ $13.50.,2026-05-25T17:36:24
INFQ,CHANNEL_GAP_BREAKOUT_LONG,LONG,72.1,15.84,15.36,16.79,17.19,210,2.0,FAVORABLE,4.43,15.84,BELOW,-0.2556,21.28,0.3008,30.1% (active),RISING,False,"{""confluence_quality"": 24.1, ""confluence_dirty_anchor"": 10.0, ""bull_gaps_built_below"": 8.0, ""bear_distribution_above"": -8.0, ""prior_rejects_were_weak"": 7.0, ""prior_breaks_on_strong_vol"": 6.0, ""current_vol_expanding"": 5.0, ""level_well_tested"": 3.0, ""channel_gap_breakout_long"": 12.0, ""regime_favorable"": 5.0}",channel-gap confluence score 80 (co_aligned_breakout) | anchor gap is DIRTY (unfinished auction business) | 5 fresh bull gap(s) below — demand staircase | 10 fresh bear gap(s) above — distribution overhead | prior rejects on weak vol (avg 0.81× — passive) | prior breaks on strong vol (avg 2.34×) | current vol 4.43× avg — expanding into the test | level tagged 8× before — established | ASC channel rising into gap floor @ $16.12 (~-1d ahead) | SPY FAVORABLE,"CHANNEL-GAP BREAKOUT: ASC daily channel projecting into 5m gap floor @ $16.12 (~-1d). Long $15.84, target $16.79.",2026-05-25T17:36:24
RGTI,BULL_BOUNCE_PENDING,LONG,85.9,25.34,21.93,26.61,,29,0.37,FAVORABLE,4.84,25.86,DEEP_BELOW,-0.5553,58.15,0.6144,61.4% (heavy — watch parabolic),RISING,False,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""high_genesis_rank"": 10.9, ""far_pullback"": -4.0, ""obv_rising"": 8.0, ""rel_vol_hot"": 8.0, ""float_rot_active"": 2.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $22.96 (daily 93tk COMPRESSION gap) | 11.2% below — far pullback, takes time to reach | OBV rising — accumulation underneath | hot volume 4.8x avg | breakout volume surge — real demand active | SPY FAVORABLE",LIMIT BUY @ $25.34 (2% pullback cap; anchor at $22.96 too far). Stop $21.93. Anchor: daily 93tk.,2026-05-25T17:36:29
NOK,BULL_BOUNCE_PENDING,LONG,74.7,15.14,14.11,15.9,,96,0.73,FAVORABLE,1.07,15.45,NEAR_HIGH,-0.0209,15.78,0.0229,2.3% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""high_genesis_rank"": 12.7, ""moderate_pullback"": 4.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""sector_bottom_quartile"": -3.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $14.70 (daily 52tk COMPRESSION gap) | OBV rising — accumulation underneath | COMMS WEAK (WEAK) — sector headwind | SPY FAVORABLE,LIMIT BUY @ $15.14 (2% pullback cap; anchor at $14.70 too far). Stop $14.11. Anchor: daily 52tk.,2026-05-25T17:36:35
QBTS,BULL_BOUNCE_PENDING,LONG,83.5,28.08,25.57,32.16,,39,1.63,FAVORABLE,3.92,28.65,DEEP_BELOW,-0.3872,46.75,0.3825,38.3% (active),RISING,False,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""high_genesis_rank"": 10.5, ""far_pullback"": -4.0, ""obv_rising"": 8.0, ""rel_vol_hot"": 8.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $26.34 (daily 61tk COMPRESSION gap) | 8.1% below — far pullback, takes time to reach | OBV rising — accumulation underneath | hot volume 3.9x avg | breakout volume surge — real demand active | SPY FAVORABLE",LIMIT BUY @ $28.08 (2% pullback cap; anchor at $26.34 too far). Stop $25.57. Anchor: daily 61tk.,2026-05-25T17:36:40
QBTS,CHANNEL_GAP_BREAKOUT_LONG,LONG,61.4,28.65,27.79,31.02,32.16,116,2.75,FAVORABLE,3.92,28.65,DEEP_BELOW,-0.3872,46.75,0.3825,38.3% (active),RISING,False,"{""confluence_quality"": 25.4, ""confluence_dirty_anchor"": 10.0, ""confluence_high_genesis"": 6.0, ""bull_gaps_built_below"": 4.0, ""current_vol_collapsing"": -4.0, ""level_well_tested"": 3.0, ""channel_gap_breakout_long"": 12.0, ""regime_favorable"": 5.0}",channel-gap confluence score 85 (co_aligned_breakout) | anchor gap is DIRTY (unfinished auction business) | anchor gap high genesis (9662382288) | 2 fresh bull gap(s) below — demand staircase | current vol 0.12× avg — collapsing | level tagged 17× before — established | ASC channel rising into gap floor @ $31.02 (~-0d ahead) | SPY FAVORABLE,"CHANNEL-GAP BREAKOUT: ASC 15m channel projecting into daily gap floor @ $31.02 (~-0d). Long $28.65, target $31.02.",2026-05-25T17:36:40
QUBT,BULL_BOUNCE_PENDING,LONG,81.6,11.96,11.22,13.27,,135,1.77,FAVORABLE,2.46,12.2,DEEP_BELOW,-0.5279,25.84,0.3017,30.2% (active),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 10.6, ""moderate_pullback"": 4.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $11.62 (daily 21tk COMPRESSION gap) | OBV rising — accumulation underneath | breakout volume surge — real demand active | SPY FAVORABLE,LIMIT BUY @ $11.96 (2% pullback cap; anchor at $11.62 too far). Stop $11.22. Anchor: daily 21tk.,2026-05-25T17:36:46
QUBT,BULL_BOUNCE,LONG,81.1,12.2,10.28,18.32,,52,3.19,FAVORABLE,2.46,12.2,DEEP_BELOW,-0.5279,25.84,0.3017,30.2% (active),RISING,False,"{""ascending_channel"": 18.0, ""at_lower_rail"": 14.0, ""anchor_eligible"": 12.0, ""anchor_high_genesis_rank"": 7.1, ""multiple_touches"": 16.0, ""obv_rising"": 6.0, ""rel_vol_normal+"": 3.0, ""regime_favorable"": 5.0}",ASC channel detected on daily (score 64) | price at lower rail ($10.44) | anchor: daily 21tk @ $11.51 | 15 prior bull-rail touches | OBV rising — accumulation underneath | SPY FAVORABLE,"Channel: daily ASC, rails $10.44-$18.32",2026-05-25T17:36:46
QUBT,CHANNEL_RECLAIM_LONG,LONG,67.0,12.2,7.9,12.81,,23,0.14,FAVORABLE,2.46,12.2,DEEP_BELOW,-0.5279,25.84,0.3017,30.2% (active),RISING,False,"{""recent_breakdown"": 10.0, ""reclaim_in_progress"": 16.0, ""ascending_channel"": 10.0, ""anchor_held"": 12.0, ""obv_rising"": 8.0, ""rel_vol_strong"": 6.0, ""regime_favorable"": 5.0}",recent low $7.98 dipped below rail $10.44 | price $12.20 now back inside channel — reclaim attempt | ASC channel (daily) | anchor: daily 21tk @ $11.51 held | OBV rising — accumulation underneath reclaim | relative volume 2.461x — conviction in reclaim | SPY FAVORABLE,"Channel: daily ASC, breakdown reclaimed. Validated low $7.98 → now $12.20",2026-05-25T17:36:46
POET,BULL_BOUNCE_PENDING,LONG,63.8,14.2,12.71,14.91,,67,0.48,FAVORABLE,0.47,14.49,DEEP_BELOW,-0.3037,20.81,0.1956,19.6% (active),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 3.8, ""moderate_pullback"": 4.0, ""obv_rising"": 8.0, ""rel_vol_quiet_pending"": -1.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $13.49 (15m 28tk MINOR gap) | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $14.20 (2% pullback cap; anchor at $13.49 too far). Stop $12.71. Anchor: 15m 28tk.,2026-05-25T17:36:51
GDC,BULL_BOUNCE_PENDING,LONG,64.0,0.11,-0.14,0.11,,404,0.02,FAVORABLE,0.36,0.1089,DEEP_BELOW,-0.989,9.91,0.3904,39.0% (active),RISING,False,"{""structural_anchor_below"": 14.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_quiet_pending"": -1.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $0.11 (5m 1tk MINOR gap) | only 2.8% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $0.11 (2% pullback cap; anchor at $0.11 too far). Stop $-0.14. Anchor: 5m 1tk.,2026-05-25T17:36:55
INTC,BULL_BOUNCE_PENDING,LONG,92.2,118.15,110.25,130.88,,12,1.61,FAVORABLE,0.54,118.15,BELOW,-0.11,132.75,0.0164,1.6% (normal),RISING,True,"{""structural_anchor_below"": 14.0, ""huge_anchor"": 14.0, ""high_genesis_rank"": 12.2, ""vacuum_tier"": 6.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""exhaustion_warning"": -3.0, ""float_rot_quiet"": -2.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $116.22 (daily 543tk VACUUM gap) | only 1.6% below current — close pullback | OBV rising — accumulation underneath | exhaustion: +10.8% over 5d on declining volume (-13.6%/day), no capitulation in last 10d, $6.21 (0.6× ATR) to daily 508tk bear gap | SPY FAVORABLE",MARKET BUY @ ~$118.15 (CONVICTION score 92). Stop $110.25. Anchor: daily 543tk @ $116.22.,2026-05-25T17:37:00
INTC,BEAR_REJECTION_PENDING,SHORT,72.8,120.51,130.09,100.5,,10,2.09,FAVORABLE,0.54,118.15,BELOW,-0.11,132.75,0.0164,1.6% (normal),RISING,True,"{""structural_anchor_above"": 14.0, ""huge_anchor"": 14.0, ""high_genesis_rank"": 12.8, ""vacuum_tier"": 6.0, ""moderate_rally"": 4.0, ""regime_favorable_hurts_short"": -8.0}","PENDING: wait for rally to $124.36 (daily 508tk VACUUM bear gap) | SPY FAVORABLE — short is countertrend, lower probability",LIMIT SHORT @ $120.51 (2% rally cap; anchor at $124.36 too far). Stop $130.09. Anchor: daily 508tk bear.,2026-05-25T17:37:00
NVDA,BULL_BOUNCE_PENDING,LONG,79.0,213.41,210.38,222.29,233.0,32,2.93,FAVORABLE,1.04,214.2801,NEAR_HIGH,-0.0941,236.54,0.007,0.7% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""large_anchor"": 10.0, ""vacuum_tier"": 6.0, ""near_pullback"": 8.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $213.41 (15m 198tk VACUUM gap) | only 0.4% below current — close pullback | OBV rising — accumulation underneath | SPY FAVORABLE,LIMIT BUY @ $213.41 on pullback (0.4% below current $214.28). Stop $210.38. Anchor: 15m 198tk.,2026-05-25T17:37:06
LAES,BULL_BOUNCE_PENDING,LONG,72.0,3.56,3.12,3.74,,226,0.4,FAVORABLE,2.62,3.32,DEEP_BELOW,-0.6188,8.71,0.141,14.1% (active),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 9.0, ""far_pullback"": -4.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0, ""breakout_follow_promotion"": 0.0}","PENDING: wait for pullback to $2.92 (daily 7tk MINOR gap) | 12.0% below — far pullback, takes time to reach | OBV rising — accumulation underneath | breakout volume surge — real demand active | SPY FAVORABLE | BREAKOUT_FOLLOW: open $3.26 cleared anchor $2.92, 3/4 strength, regime FAVORABLE — buy-stop $3.56, 1.5xATR stop","BUY-STOP @ $3.56 (above today's high $3.56). Stop $3.12 (1.5xATR). Score 72, strength=3/4, regime=FAVORABLE. BREAKOUT_FOLLOW.",2026-05-25T17:37:10
LAES,CHANNEL_RECLAIM_LONG,LONG,67.0,3.32,1.97,3.49,,74,0.12,FAVORABLE,2.62,3.32,DEEP_BELOW,-0.6188,8.71,0.141,14.1% (active),RISING,False,"{""recent_breakdown"": 10.0, ""reclaim_in_progress"": 16.0, ""ascending_channel"": 10.0, ""anchor_held"": 12.0, ""obv_rising"": 8.0, ""rel_vol_strong"": 6.0, ""regime_favorable"": 5.0}",recent low $1.99 dipped below rail $2.89 | price $3.32 now back inside channel — reclaim attempt | ASC channel (weekly) | anchor: weekly 88tk @ $2.19 held | OBV rising — accumulation underneath reclaim | relative volume 2.623x — conviction in reclaim | SPY FAVORABLE,"Channel: weekly ASC, breakdown reclaimed. Validated low $1.99 → now $3.32",2026-05-25T17:37:10
MARA,BULL_BOUNCE_PENDING,LONG,61.5,13.48,12.34,15.27,,87,1.56,FAVORABLE,0.91,13.76,DEEP_BELOW,-0.4132,23.45,0.1054,10.5% (active),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 8.5, ""far_pullback"": -4.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $12.63 (daily 20tk MINOR gap) | 8.2% below — far pullback, takes time to reach | OBV rising — accumulation underneath | SPY FAVORABLE",LIMIT BUY @ $13.48 (2% pullback cap; anchor at $12.63 too far). Stop $12.34. Anchor: daily 20tk.,2026-05-25T17:37:16
IONQ,BULL_BOUNCE_PENDING,LONG,94.7,62.71,59.57,65.85,,31,1.0,FAVORABLE,1.54,62.71,BELOW,-0.2591,84.64,0.1411,14.1% (active),RISING,False,"{""structural_anchor_below"": 14.0, ""huge_anchor"": 14.0, ""high_genesis_rank"": 13.6, ""conviction_tier"": 10.0, ""far_pullback"": -4.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $54.61 (daily 215tk CONVICTION gap) | 12.9% below — far pullback, takes time to reach | OBV rising — accumulation underneath | SPY FAVORABLE",MARKET BUY @ ~$62.71 (CONVICTION score 95). Stop $59.57. Anchor: daily 215tk @ $54.61.,2026-05-25T17:37:25
ALP,BULL_BOUNCE_PENDING,LONG,66.7,0.35,0.32,0.37,,2648,0.47,FAVORABLE,0.45,0.36,,,,0.7237,72.4% (heavy — watch parabolic),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 12.7, ""far_pullback"": -4.0, ""obv_rising"": 8.0, ""rel_vol_quiet_pending"": -1.0, ""float_rot_active"": 2.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $0.33 (weekly 1tk COMPRESSION gap) | 7.6% below — far pullback, takes time to reach | OBV rising — accumulation underneath | SPY FAVORABLE",LIMIT BUY @ $0.35 (2% pullback cap; anchor at $0.33 too far). Stop $0.32. Anchor: weekly 1tk.,2026-05-25T17:37:29
BABA,BULL_BOUNCE_PENDING,LONG,81.6,126.91,120.54,145.46,148.35,15,2.91,FAVORABLE,0.98,129.5,DEEP_BELOW,-0.3279,192.67,0.0049,0.5% (normal),FALLING,False,"{""structural_anchor_below"": 14.0, ""huge_anchor"": 14.0, ""high_genesis_rank"": 12.6, ""vacuum_tier"": 6.0, ""moderate_pullback"": 4.0, ""obv_falling_pending"": -2.0, ""float_rot_quiet"": -2.0, ""regime_favorable"": 5.0}",PENDING: wait for pullback to $125.32 (daily 417tk VACUUM gap) | OBV softer near-term — normal during pullback wait | SPY FAVORABLE,LIMIT BUY @ $126.91 (2% pullback cap; anchor at $125.32 too far). Stop $120.54. Anchor: daily 417tk.,2026-05-25T17:37:40
NIO,BULL_BOUNCE_PENDING,LONG,70.9,5.29,4.84,5.55,,224,0.59,FAVORABLE,2.3,5.19,DEEP_BELOW,-0.3529,8.02,0.0351,3.5% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 9.9, ""far_pullback"": -4.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""float_rot_quiet"": -2.0, ""breakout_volume_surge"": 6.0, ""regime_favorable"": 5.0, ""breakout_follow_promotion"": 0.0}","PENDING: wait for pullback to $4.66 (daily 8tk MINOR gap) | 10.2% below — far pullback, takes time to reach | OBV rising — accumulation underneath | breakout volume surge — real demand active | SPY FAVORABLE | BREAKOUT_FOLLOW: open $5.22 cleared anchor $4.66, 2/4 strength, regime FAVORABLE — buy-stop $5.29, 1.5xATR stop","BUY-STOP @ $5.29 (above today's high $5.28). Stop $4.84 (1.5xATR). Score 71, strength=2/4, regime=FAVORABLE. BREAKOUT_FOLLOW.",2026-05-25T17:37:45
