ticker,side,score,gap_tier,borrow_risk,float_m,sector_label,lifecycle_phase,entry,stop,target,last_px,high,low,volume,chg_short_pct,outcome,result_r,stop_adjusted,pm_gap_down_pct,rel_vol,checked_at,scan_date
LASE,Short,48.8676,STRETCHED,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)",50.17,,SHORT_GENESIS,0.6622,0.6688,0.649,0.695,0.758,0.67,16024436,-4.95,STOPPED,-1.0,True,15.43,6.92,2026-09-11_1742,2026-09-11
SMR,Short,13.6436,IN_BAND,LOW,410.39,,SHORT_GENESIS,9.85,9.9485,9.653,8.61,9.77,8.57,92565213,12.59,TARGET_HIT,1.0,True,5.39,3.02,2026-09-11_1742,2026-09-11
