ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
WTTR,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,21.61,daily,log_regression,MID,0.525,22,18.5,20.0,daily,7.45,100.0,nearest_support_gap_hi,21.45,True,True,0.74,0.75,14.71,14.71,2.82,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 14.71% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,
NBIS,EARLY_STRUCTURAL_MATCH,83.7,69.0,69.0,TOO_EARLY_OR_LOOSE,270.95,daily,log_regression,AT_UPPER,0.78,19,193.23,226.0,daily,16.59,99.17,nearest_support_gap_hi,263.1,True,True,2.9,2.98,10.67,10.67,2.57,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 10.67% from recent high | room back to recent high,mid_high_channel_location | too_early_or_loose_for_trigger | recent_move_already_hot
