ticker,side,pm_gap_down_pct,pm_last_drop_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_weak,prev_close,est_open,stop,target,shares,risk_dollars,score,sector_mult,sector_label,state,lifecycle_phase,gap_tier,atr_14,float_m,borrow_risk
OPTU,SHORT,48.97,47.76,1.46,0.74,1.46,0.7575,1266319,99943,12.67,0.02,True,1.45,0.7575,0.7651,0.7423,13201,100.0,254.2063,0.994,NEUTRAL,SHORT_GENESIS,SHORT_GENESIS,EXTREME,0.1716,391.52,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)"
NKE,SHORT,4.53,1.22,40.75,39.19,39.75,40.55,1918678,350201,5.48,0.87,False,41.05,40.55,40.9555,39.739,246,99.75,7.365,0.958,NEUTRAL,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,1.3466,1480.89,LOW
RZLV,SHORT,3.02,1.9,3.19,3.055,3.06,3.09,950865,347888,2.73,0.26,True,3.15,3.09,3.1209,3.0282,3236,99.99,6.829,0.91,STRONG,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,0.2261,398.83,MEDIUM
