ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
MRAM,Long,BOUNCE,T3-LONG_WATCH,100,26.99,26.0174,28.9351,,2.0,0.9726,26.99,0.4,CLOSE,2,2,"10m,5m",26.89,26.8221,HIGHWAY,EXCITED,2452177.0,2.7,1.8,1539334.0,1.0,58.1,64.0,8.0,15.13,MED,0.41,21.8424,21.51,22.1749,3.1,PREMIUM,PREMIUM,2878,18,1971,99.9,A,,,,False,2.4980928571428573,0.39,N/A,
GCTS,Long,BOUNCE,T3-LONG_WATCH,95,1.7,1.4291,2.2418,,2.0,0.2709,1.7,1.8,CLOSE,2,2,"1h,4h",1.67,1.5094,OPEN_ROAD,EXCITED,149170973.0,5.1,2.7,2703726.0,2.0,37.3,49.0,8.0,58.21,HIGH,0.21,1.52,1.5,1.54,2.7,PREMIUM,PREMIUM,99,8,47,2.6,C,,,,True,0.1353642857142857,2.0,N/A,
SLNH,Long,BOUNCE,T3-LONG_WATCH,76,1.83,1.746,2.51,,8.1,0.084,1.83,1.4,CLOSE,2,2,"1m,5m",1.805,1.8,HIGHWAY,EXCITED,0.0,2.0,1.3,1546208.0,1.0,51.2,49.0,8.0,78.81,HIGH,0.69,1.525,1.52,1.53,0.7,PREMIUM,PREMIUM,31,16,25,37.2,C,,,,True,0.28489285714285717,0.29,N/A,
CRCL,Long,PULLBACK,T2-LONG,46,106.9,96.565,127.57,113.755,2.0,10.335,113.67,6.0,APPROACH,1,1,1d,106.9,100.01,OPEN_ROAD,EXCITED,22465605486.0,1.2,1.4,3734058.0,1.0,14.9,42.0,8.0,200.75,MEGA,0.08,113.755,113.25,114.26,0.9,MID,DISCOUNT,10653,6,6791,2.0,C,,,,False,8.489164285714285,1.22,N/A,
AMD,Long,PULLBACK,T1-STRONG_LONG,92,431.58,397.6418,499.4564,,2.0,33.9382,455.19,5.2,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",431.58,409.94,HIGHWAY,EXCITED,78301032111.0,1.2,1.4,1652772.0,0.0,34.7,61.0,8.0,1621.71,MEGA,0.04,413.525,408.46,418.59,2.5,PREMIUM,PREMIUM,52883,20,15183,99.9,A,,,,False,26.88225714285715,1.26,N/A,
VRAX,Long,BOUNCE,T2-LONG,98,0.171,0.1175,0.278,,2.0,0.0535,0.171,1.6,CLOSE,6,6,"15m,1h,1m,30m,4h,5m",0.1682,0.1675,HIGHWAY,EXCITED,0.0,2.1,0.8,2466328.0,1.0,42.8,58.0,8.0,6.43,LOW,6.21,0.1433,0.135,0.1516,12.3,PREMIUM,PREMIUM,7,6,2,15.8,D,,,,False,0.017560714285714284,3.05,N/A,
NVDA,Long,PULLBACK,T1-STRONG_LONG,100,201.92,193.321,219.118,212.265,2.0,8.599,215.2,6.2,APPROACH,3,3,"1d,1h,4h",201.92,199.3,HIGHWAY,EXCITED,34306090612.0,0.9,1.1,1839420.0,0.0,11.8,37.0,8.0,23321.68,MEGA,0.01,212.265,211.5,213.03,0.7,PREMIUM,DISCOUNT,5793,12,5608,99.9,A,,,,False,7.361614285714288,1.17,N/A,
YMAT,Long,BOUNCE,T3-LONG_WATCH,100,0.5069,0.4455,1.33,,13.4,0.0614,0.5069,1.0,CLOSE,2,2,"1h,5m",0.5016,0.4955,HIGHWAY,EXCITED,19853946.0,19.6,6.5,2216587.0,1.0,315.6,15.0,8.0,2.4,NANO,130.74,0.2381,0.2405,0.2358,-2.0,PREMIUM,PREMIUM,35,6,35,162.4,C,,,,False,0.08134828571428572,0.75,N/A,
AIIO,Long,BREAKOUT,T3-LONG_WATCH,65,0.9,0.6897,1.3206,,2.0,0.2103,0.86,0.0,INSIDE,1,1,,,,OPEN_ROAD,EXCITED,,,,,,,,,,LOW,28.16,0.7832,0.5892,0.9771,65.8,PREMIUM,MID,27,2,25,3.2,D,False,18.2,True,False,0.09728421428571431,2.16,N/A,
KEEL,Long,BOUNCE,T1-STRONG_LONG,100,3.97,3.8315,4.247,4.035,2.0,0.1385,3.97,0.3,CLOSE,2,2,"1m,5m",3.96,3.95,HIGHWAY,EXCITED,3467665.0,1.0,1.4,2439014.0,0.0,35.6,49.0,8.0,576.58,MEGA,0.06,4.035,4.01,4.06,1.2,DISCOUNT,DISCOUNT,300,10,180,99.9,A,,,,True,0.30857142857142866,0.45,N/A,
