ticker,side,mode,tier,fem,rr,entry,stop,t1,dist_pct,float_label,float_m,float_rotation,vol_ratio_today,hot_days,move_pct,clean_air_pct,va_grade,conviction_ticks,news,_score,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_stop_px,_t1_px,_cutoff
HCAI,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
RDGT,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
SILO,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
ADVB,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
CUPR,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
SKYQ,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
AIXI,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
MGN,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
KPRX,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
ORGO,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
MIGI,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
QNCX,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
HUBC,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
BATL,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
WORX,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
SRXH,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
STLA,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
PFSA,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
PLUG,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
NOK,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
SIDU,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
FCUV,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
AMC,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
GERN,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
KOS,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
SPCE,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
AAOI,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
NAK,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
WTI,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
FLY,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
ENVX,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
AEHR,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
CLOV,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
LWLG,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
CGC,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
BW,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
OVID,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
HIMX,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
STX,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
NB,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
TSHA,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
TDUP,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
ETSY,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
CABA,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
YSS,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
REPL,,,,,,,,,,,,,,,,,,,,0.9,0.5,0.5,0.5,0.5,0.0,0.0,0.02,0,0,5000,0.0,0.0,0.0,0.0,0.0,10:30
