ticker,pm_gap_pct,pm_last_gap_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_strong,prev_close,est_open,stop,target,shares,risk_dollars,score,sector_mult,sector_label,state,lifecycle_phase
XOS,289.69,222.86,8.69,6.3,7.18,7.1997,27081185,1571,17233.79,0.38,False,2.23,7.1997,7.0917,7.4157,925,99.9,2615.8478,0.958,NEUTRAL,GENESIS,GENESIS
SDOT,136.21,58.84,7.7476,3.19,3.19,5.21,13648261,319121,42.77,0.44,False,3.28,5.21,5.1319,5.3663,1279,99.95,526.674,0.862,COLD,GENESIS,GENESIS
CISS,70.45,5.0,3.75,2.27,2.45,2.31,5197808,8518,610.19,0.03,False,2.2,2.31,2.2753,2.3793,2886,100.0,263.7219,0.958,NEUTRAL,GENESIS,GENESIS
RUBI,78.0,9.89,0.979,0.58,0.7086,0.6044,29579021,196153,150.8,0.06,False,0.55,0.6044,0.5953,0.6225,11030,100.0,252.2573,0.958,NEUTRAL,GENESIS,GENESIS
YMAT,110.99,31.87,1.92,1.18,1.33,1.2,13551018,496039,27.32,0.03,False,0.91,1.2,1.182,1.236,5555,99.99,247.4319,0.982,NEUTRAL,GENESIS,GENESIS
LASE,59.09,45.45,3.85,2.82,2.97,3.52,37594952,4596147,8.18,0.68,True,2.42,3.52,3.4672,3.6256,1893,99.95,243.4395,1.126,HOT,GENESIS,GENESIS
TOPS,52.25,0.81,1.69,1.08,1.4,1.119,5891328,7180,820.5,0.06,False,1.11,1.119,1.1022,1.1526,5957,99.99,234.0023,1.03,NEUTRAL,GENESIS,GENESIS
CHSN,46.43,-3.57,1.64,1.01,1.15,1.08,2568278,16853,152.39,0.11,False,1.12,1.08,1.0638,1.1124,6172,99.99,147.3919,0.862,COLD,GENESIS,GENESIS
BNRG,55.56,7.41,2.1,1.26,1.3,1.45,6981241,2938519,2.38,0.23,False,1.35,1.45,1.4283,1.4935,4597,99.98,66.6754,0.886,WEAK,GENESIS,GENESIS
ORBS,21.11,8.78,1.09,0.9132,0.93,0.979,5734170,1121717,5.11,0.37,False,0.9,0.979,0.9643,1.0084,6809,99.99,48.1633,0.994,NEUTRAL,GENESIS,GENESIS
DGXX,12.72,7.12,8.86,7.85,8.0,8.42,2078143,295135,7.04,0.56,True,7.86,8.42,8.2937,8.6726,791,99.9,45.4876,1.138,HOT,GENESIS,GENESIS
URG,3.81,-0.48,2.18,2.02,2.18,2.0899,721695,227095,3.18,0.44,False,2.1,2.0899,2.0586,2.1526,3189,99.97,8.296,1.078,STRONG,GENESIS,GENESIS
