ticker,side,mode,tier,fem,entry,stop,t1,t2,t_partial,rr,risk,stop_adjusted,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,vol_ratio_today,vol_ratio_3d,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,entry_basis,day_x_date,day_x_gap_count,day_x_rising_lows,day_x_session_low,day_x_session_high,day_y_gap_bot,day_y_gap_top,day_y_created_today,rejection_time,rejection_time_bucket,rejection_vol_mult,second_gap_today,highway_obstacles,path_score,vol_delta_8bar,vol_delta_2bar,vol_delta_ratio,extension_pct,extended,news_has_bull,news_impact,news_catalyst,news_age_hrs
COMP,Long,BOUNCE,T2-BOUNCE_WATCH,20,0.0,0.0,0.0,0.0,,0.0,0.0,False,8.14,0.0,WATCH,2,1,15m,0.0,0.0,N/A,EXCITED,1.98,0.0,0,0.0,0,1,721.16,MEGA,,WATCH,2026-04-17,2,True,7.618,8.23,0.0,0.0,False,,,0.0,False,0,0,0.0,0.0,0.0,0.0,False,False,,,
OKLO,Long,BOUNCE,T2-BOUNCE_WATCH,20,0.0,0.0,0.0,0.0,,0.0,0.0,False,66.81,0.0,WATCH,2,1,15m,0.0,0.0,N/A,EXCITED,2.54,0.0,0,0.0,0,1,123.73,HIGH,,WATCH,2026-04-10,2,True,48.55,52.15,0.0,0.0,False,,,0.0,False,0,0,0.0,0.0,0.0,0.0,False,False,,,
AG,Long,BOUNCE,T2-BOUNCE_WATCH,20,0.0,0.0,0.0,0.0,,0.0,0.0,False,21.49,0.0,WATCH,2,1,15m,0.0,0.0,N/A,EXCITED,1.1,0.0,0,0.0,0,1,488.11,MEGA,,WATCH,2026-04-17,2,True,21.46,22.83,0.0,0.0,False,,,0.0,False,0,0,0.0,0.0,0.0,0.0,False,False,,,
JHX,Long,BOUNCE,T2-BOUNCE_WATCH,20,0.0,0.0,0.0,0.0,,0.0,0.0,False,21.75,0.0,WATCH,2,1,15m,0.0,0.0,N/A,EXCITED,1.91,0.0,0,0.0,0,1,577.0,MEGA,,WATCH,2026-04-08,2,True,20.1,20.98,0.0,0.0,False,,,0.0,False,0,0,0.0,0.0,0.0,0.0,False,False,,,
UAL,Long,BOUNCE,T2-BOUNCE_WATCH,20,0.0,0.0,0.0,0.0,,0.0,0.0,False,101.8,0.0,WATCH,2,1,15m,0.0,0.0,N/A,EXCITED,1.63,0.0,0,0.0,0,1,320.6,MEGA,,WATCH,2026-04-17,2,True,100.91,105.98,0.0,0.0,False,,,0.0,False,0,0,0.0,0.0,0.0,0.0,False,False,,,
LUV,Long,BOUNCE,T2-BOUNCE_WATCH,20,0.0,0.0,0.0,0.0,,0.0,0.0,False,42.7,0.0,WATCH,2,1,15m,0.0,0.0,N/A,EXCITED,1.57,0.0,0,0.0,0,1,486.2,MEGA,,WATCH,2026-04-08,2,True,40.08,43.43,0.0,0.0,False,,,0.0,False,0,0,0.0,0.0,0.0,0.0,False,False,,,
BBWI,Long,BOUNCE,T2-BOUNCE_WATCH,20,0.0,0.0,0.0,0.0,,0.0,0.0,False,19.41,0.0,WATCH,2,1,15m,0.0,0.0,N/A,EXCITED,1.71,0.0,0,0.0,0,1,188.7,HIGH,,WATCH,2026-04-17,2,True,18.46,19.85,0.0,0.0,False,,,0.0,False,0,0,0.0,0.0,0.0,0.0,False,False,,,
GLXY,Long,BOUNCE,T2-BOUNCE_WATCH,20,0.0,0.0,0.0,0.0,,0.0,0.0,False,25.84,0.0,WATCH,2,1,15m,0.0,0.0,N/A,EXCITED,1.81,0.0,0,0.0,0,1,187.24,HIGH,,WATCH,2026-04-17,2,True,24.91,27.1,0.0,0.0,False,,,0.0,False,0,0,0.0,0.0,0.0,0.0,False,False,,,
ALK,Long,BOUNCE,T2-BOUNCE_WATCH,20,0.0,0.0,0.0,0.0,,0.0,0.0,False,45.4,0.0,WATCH,2,1,15m,0.0,0.0,N/A,EXCITED,2.01,0.0,0,0.0,0,1,113.89,HIGH,,WATCH,2026-04-06,2,True,36.81,38.41,0.0,0.0,False,,,0.0,False,0,0,0.0,0.0,0.0,0.0,False,False,,,
SGHC,Long,BOUNCE,T2-BOUNCE_WATCH,20,0.0,0.0,0.0,0.0,,0.0,0.0,False,11.29,0.0,WATCH,2,1,15m,0.0,0.0,N/A,EXCITED,2.75,0.0,0,0.0,0,1,498.55,MEGA,,WATCH,2026-04-15,2,True,10.84,11.43,0.0,0.0,False,,,0.0,False,0,0,0.0,0.0,0.0,0.0,False,False,,,
ALM,Long,BOUNCE,T2-BOUNCE_WATCH,20,0.0,0.0,0.0,0.0,,0.0,0.0,False,23.42,0.0,WATCH,2,1,15m,0.0,0.0,N/A,EXCITED,1.12,0.0,0,0.0,0,1,216.78,MEGA,,WATCH,2026-04-08,2,True,16.52,17.71,0.0,0.0,False,,,0.0,False,0,0,0.0,0.0,0.0,0.0,False,False,,,
DHT,Long,BOUNCE,T2-BOUNCE_WATCH,20,0.0,0.0,0.0,0.0,,0.0,0.0,False,18.32,0.0,WATCH,2,1,15m,0.0,0.0,N/A,EXCITED,1.3,0.0,0,0.0,0,1,144.01,HIGH,,WATCH,2026-04-13,2,True,17.46,18.01,0.0,0.0,False,,,0.0,False,0,0,0.0,0.0,0.0,0.0,False,False,,,
FLUT,Long,BOUNCE,T2-BOUNCE_WATCH,20,0.0,0.0,0.0,0.0,,0.0,0.0,False,110.08,0.0,WATCH,2,1,15m,0.0,0.0,N/A,EXCITED,1.5,0.0,0,0.0,0,1,130.92,HIGH,,WATCH,2026-04-15,2,True,108.39,112.4,0.0,0.0,False,,,0.0,False,0,0,0.0,0.0,0.0,0.0,False,False,,,
RCL,Long,BOUNCE,T2-BOUNCE_WATCH,20,0.0,0.0,0.0,0.0,,0.0,0.0,False,285.48,0.0,WATCH,2,1,15m,0.0,0.0,N/A,EXCITED,2.41,0.0,0,0.0,0,1,256.64,MEGA,,WATCH,2026-04-17,2,True,281.25,295.33,0.0,0.0,False,,,0.0,False,0,0,0.0,0.0,0.0,0.0,False,False,,,
ASTS,Long,BOUNCE,T2-BOUNCE_WATCH,20,0.0,0.0,0.0,0.0,,0.0,0.0,False,85.53,0.0,WATCH,2,1,15m,0.0,0.0,N/A,EXCITED,1.27,0.0,0,0.0,0,1,243.12,MEGA,,WATCH,2026-04-16,2,True,86.5,91.095,0.0,0.0,False,,,0.0,False,0,0,0.0,0.0,0.0,0.0,False,False,,,
