ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,stop_adjusted,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,path,gap_quality,sponsorship,vol_ratio,vol_hot,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,tfs,cluster_top,cluster_bot,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
YYGH,Long,BREAKOUT,T3-LONG_WATCH,33,1.47,1.41,1.6607,,3.2,0.06,False,1.47,0.0,INSIDE,1,1,HIGHWAY,WAITING,0.48,0.5,True,NANO,1.57,1.44,1.32,1.56,18.2,MID,MID,5,1,5,13.0,D,,,,,,,,,,,,,True,0.24109285714285714,0.25,N/A,
FAST,Long,BOUNCE,T3-LONG_WATCH,31,49.38,46.5559,55.0281,,2.0,2.8241,,49.38,2.5,CLOSE,1,1,OPEN_ROAD,EXCITED,1.12,,,MEGA,0.0,49.53,49.6,49.46,-0.3,FLAT,FLAT,193,3,98,3.1,C,4h,48.135,47.9958,19257212.0,0.8,1.0,0.0,0.0,5.8,14.0,8.0,1144.84,False,1.0364214285714273,2.72,N/A,
BKD,Long,BOUNCE,T3-LONG_WATCH,45,12.09,11.4169,13.4362,,2.0,0.6731,,12.09,2.4,CLOSE,2,2,OPEN_ROAD,EXCITED,0.85,,,MEGA,0.02,11.755,11.77,11.74,-0.3,FLAT,FLAT,75,6,63,2.3,C,"1h,4h",11.805,11.77,5003780.0,0.8,0.8,0.0,0.0,4.7,29.0,8.0,235.55,True,0.3888357142857144,1.73,N/A,
XP,Long,PULLBACK,T2-LONG,75,18.955,18.1584,20.97,20.16,2.5,0.7966,,19.99,5.2,APPROACH,1,1,HIGHWAY,EXCITED,1.86,,,MEGA,0.02,20.16,19.86,20.46,3.0,DISCOUNT,DISCOUNT,1082,5,550,4.9,B,1d,18.955,18.72,208508544.0,1.1,1.2,0.0,0.0,14.6,36.0,8.0,403.18,True,0.8067857142857144,0.99,N/A,
INTC,Long,PULLBACK,T1-STRONG_LONG,100,104.47,92.9745,127.461,,2.0,11.4955,,104.47,3.5,APPROACH,5,5,OPEN_ROAD,EXCITED,6.64,,,MEGA,0.03,98.3,95.8,100.8,5.2,PREMIUM,MID,6668,12,2994,6.1,B,"10m,15m,1d,30m,5m",100.8,95.85,90959106683.0,1.4,1.1,1225654.0,0.0,23.8,33.0,8.0,4619.5,False,4.3966285714285736,2.61,N/A,
DVLT,Long,BOUNCE,T2-LONG,93,0.2136,0.1542,0.3324,0.2141,2.0,0.0594,,0.2136,1.7,CLOSE,7,5,OPEN_ROAD,EXCITED,1.65,,,MEGA,0.1,0.2141,0.2041,0.224,9.8,MID,DISCOUNT,0,2,0,3.0,D,"10m,15m,1h,30m,5m",0.21,0.2042,0.0,1.2,2.1,1950153.0,1.0,64.5,40.0,8.0,679.52,False,0.03182857142857143,1.87,N/A,
UBXG,Long,BOUNCE,T2-LONG,100,5.03,4.4621,8.7965,5.2,6.6,0.5679,,5.03,3.0,CLOSE,1,1,HIGHWAY,EXCITED,1.32,,,NANO,0.46,5.2,5.04,5.36,6.3,DISCOUNT,DISCOUNT,40,2,1,74.9,C,4h,4.88,4.6014,9400005.0,0.2,0.6,0.0,1.0,195.8,9.0,3.0,0.59,True,,,N/A,
