ticker,side,setups,rth_open,last_px,rth_high,rth_low,orb_high,orb_low,vwap,gap_pct,chg_pct_full,rth_vol,rel_vol,prev_close,est_entry,stop,target,shares,score,gap_tier,stop_source,stop_dist,atr_14,atr_ratio,atr_ok,float_m,float_rotation_pct,borrow_risk
OLOX,SHORT,ORB-SHORT|FAILED-GAP-SHORT,10.19,7.77,11.2,7.5,11.2,9.28,9.5485,107.11,57.93,9876867,2146.56,4.92,7.77,8.76,5.79,101,165776.758,PARABOLIC,recent 5-min high,0.99,0.9102,1.81,True,1.2,823.1,LOW
NEXR,SHORT,ORB-SHORT|FAILED-GAP-SHORT,1.58,1.3002,3.27,1.24,1.665,1.5,2.3705,36.21,12.09,56939597,3347.29,1.16,1.3002,1.44,1.0206,715,84327.3461,EXTREME,recent 5-min high,0.1398,0.2821,0.83,True,0.81,7036.8,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)"
IVF,LONG,ORB-LONG|HOLDING-LONG,1.76,2.0,2.98,1.67,1.8197,1.67,2.5647,3.53,17.65,12517675,2283.86,1.7,2.0,1.95,2.1,1999,24937.1241,IN_BAND,recent 5-min low,0.05,0.1818,0.46,False,1.62,774.9,N/A
CMND,SHORT,ORB-SHORT|FAILED-GAP-SHORT,3.49,3.1289,4.66,3.07,4.49,3.1501,3.8806,42.45,27.71,26027827,683.27,2.45,3.1289,3.61,2.1667,207,19206.5841,EXTREME,recent 5-min high,0.4811,0.7207,1.11,True,1.02,2554.2,MEDIUM
EEIQ,LONG,HOLDING-LONG,2.88,3.26,5.36,2.75,3.77,2.86,3.9758,8.68,23.02,3789308,1228.72,2.65,3.26,2.9295,3.921,302,9576.5644,IN_BAND,recent 5-min low,0.3305,0.4775,1.15,True,1.63,232.5,N/A
CDT,SHORT,ORB-SHORT|FAILED-GAP-SHORT,1.1,1.03,2.89,0.88,1.36,1.0681,2.0354,15.78,8.41,46034833,329.65,0.9501,1.03,1.07,0.95,2499,3444.0971,STRETCHED,recent 5-min high,0.04,0.3637,0.18,False,4.86,947.5,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)"
CRE,LONG,ORB-LONG|HOLDING-LONG,2.32,2.6101,2.76,2.08,2.39,2.08,2.5391,3.53,16.48,580486,296.16,2.2409,2.6101,2.5,2.8303,908,2645.5652,IN_BAND,recent 5-min low,0.1101,0.2189,0.84,True,2.01,28.8,N/A
