ticker,side,score,gap_tier,borrow_risk,float_m,sector_label,lifecycle_phase,entry,stop,target,last_px,high,low,volume,chg_short_pct,outcome,result_r,stop_adjusted,pm_gap_down_pct,rel_vol,checked_at,scan_date
AIXI,Short,135.944,STRETCHED,MEDIUM,0.92,,SHORT_GENESIS,3.1095,3.1406,3.0473,3.02,3.65,2.85,29319373,2.88,STOPPED,-1.0,True,15.36,311.14,2026-06-23_1515,2026-06-23
BILI,Short,19.1183,IN_BAND,LOW,416.79,,SHORT_GENESIS,15.98,16.1398,15.6604,15.96,16.33,15.79,4513146,0.13,STOPPED,-1.0,True,5.37,17.02,2026-06-23_1515,2026-06-23
CDE,Short,14.3667,IN_BAND,LOW,1030.53,,SHORT_GENESIS,16.79,16.9579,16.4542,16.32,16.69,16.12,46532873,2.8,TARGET_HIT,1.0,True,3.89,4.31,2026-06-23_1515,2026-06-23
GERN,Short,7.6644,IN_BAND,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)",641.52,,SHORT_GENESIS,1.31,1.3231,1.2838,1.35,1.36,1.29,13086228,-3.05,STOPPED,-1.0,True,4.48,11.28,2026-06-23_1515,2026-06-23
