ticker,side,score,gap_tier,borrow_risk,float_m,sector_label,lifecycle_phase,entry,stop,target,last_px,high,low,volume,chg_short_pct,outcome,result_r,stop_adjusted,pm_gap_down_pct,rel_vol,checked_at,scan_date
OPTU,Short,254.2063,EXTREME,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)",391.52,NEUTRAL,SHORT_GENESIS,0.7575,0.7651,0.7423,1.08,1.15,0.8133,26312269,-42.57,STOPPED,-1.0,True,48.97,12.67,2026-07-01_1320,2026-07-01
NKE,Short,7.365,IN_BAND,LOW,1480.89,NEUTRAL,SHORT_GENESIS,40.55,40.9555,39.739,43.06,43.28,40.11,79575562,-6.19,STOPPED,-1.0,True,4.53,5.48,2026-07-01_1320,2026-07-01
RZLV,Short,6.829,IN_BAND,MEDIUM,398.83,STRONG,SHORT_GENESIS,3.09,3.1209,3.0282,3.08,3.3,3.02,27023413,0.32,STOPPED,-1.0,True,3.02,2.73,2026-07-01_1320,2026-07-01
