ticker,current_price,phase,consumed_pct,consumed_count,overhead_count,total_in_arc,next_major_top,next_major_bot,next_major_ticks,next_major_tf,next_major_dist_pct,sub_tf_status_str,has_recent_flip,total_bearish_gaps,est_open,stop,target,shares,expected_pct,rr,promoted
AAOI,173.72,BASING,0.0,0,5,5,194.88,194.21,67,5m,11.79,5 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,5,173.72,171.1142,194.88,38,12.18,8.12,False
AAON,133.36,BASING,0.0,0,5,5,143.65,141.29,237,daily,5.95,19 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,5,133.36,131.3596,143.65,49,7.72,5.14,False
ABSI,7.4,BASING,0.0,0,5,5,7.59,7.585,1,5m,2.5,5 bear-built-above · rel-vol 1.3x · regime FAVORABLE,False,7,7.4,7.289,7.59,900,2.57,1.71,False
ABVX,100.1,BASING,0.0,0,5,5,112.73,112.0,74,15m,11.89,19 bear-built-above · rel-vol 0.6x · regime FAVORABLE,False,5,100.1,98.5985,112.73,66,12.62,8.41,False
ACI,14.34,BASING,0.0,0,5,5,17.05,16.44,61,daily,14.64,26 bear-built-above · rel-vol 1.2x · regime FAVORABLE,False,5,14.34,14.1249,17.05,464,18.9,12.6,False
ACLS,181.15,BASING,0.0,0,5,5,190.94,190.0,94,1h,4.89,10 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,5,181.15,178.4327,190.94,36,5.4,3.6,False
ACM,69.83,BASING,0.0,0,5,5,80.59,80.09,50,weekly,14.69,33 bear-built-above · rel-vol 0.5x · regime FAVORABLE,False,5,69.83,68.7826,80.59,95,15.41,10.27,False
ACMR,101.5,BASING,0.0,0,3,3,102.611,102.445,17,5m,0.93,3 bear-built-above · rel-vol 1.1x · regime FAVORABLE,True,3,101.5,99.9775,102.611,65,1.09,0.73,False
ACN,157.5,BASING,0.0,0,5,5,170.28,167.6,269,weekly,6.41,41 bear-built-above · rel-vol 1.5x · regime FAVORABLE,False,5,157.5,155.1375,170.28,42,8.11,5.41,False
ADBE,197.16,BASING,0.0,0,3,3,218.8,204.02,1478,daily,3.48,36 bear-built-above · rel-vol 1.4x · regime FAVORABLE,False,3,197.16,194.2026,218.8,33,10.98,7.32,False
ADSK,193.57,BASING,0.0,0,5,5,220.5,219.26,125,daily,13.27,47 bear-built-above · rel-vol 1.1x · regime FAVORABLE,False,5,193.57,190.6664,220.5,34,13.91,9.27,False
AEHR,119.0,BASING,0,0,0,0,,,,,0,rel-vol 1.0x · regime FAVORABLE,True,0,119.0,117.215,130.9,56,10.0,6.67,False
AEO,17.34,BASING,0.0,0,5,5,18.46,18.36,11,daily,5.88,16 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,5,17.34,17.0799,18.46,384,6.46,4.31,False
AEVA,23.68,BASING,0.0,0,3,3,23.93,23.92,1,daily,1.01,10 bear-built-above · rel-vol 0.5x · regime FAVORABLE,False,3,23.68,23.3248,23.93,281,1.06,0.7,False
AG,18.85,BASING,0.0,0,4,4,22.66,21.36,131,daily,13.32,15 bear-built-above · rel-vol 1.3x · regime FAVORABLE,False,4,18.85,18.5673,22.66,353,20.21,13.47,False
AGI,37.85,BASING,0.0,0,5,5,43.36,41.65,172,daily,10.04,5 bear-built-above · rel-vol 1.4x · regime FAVORABLE,False,6,37.85,37.2822,43.36,176,14.56,9.7,False
AGL,102.61,BASING,0.0,0,5,5,136.75,116.5,2025,daily,13.54,30 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,5,102.61,101.0708,136.75,64,33.27,22.18,False
AHMA,2.4405,BASING,0.0,0,5,5,2.6385,2.6384,1,15m,8.11,14 bear-built-above · rel-vol 0.2x · regime FAVORABLE,False,5,2.4405,2.4039,2.6385,2731,8.11,5.41,False
AIM,0.3798,BASING,0.0,0,5,5,0.4097,0.4097,1,1h,7.87,19 bear-built-above · rel-vol 0.0x · regime FAVORABLE,False,5,0.3798,0.3741,0.4097,17553,7.89,5.26,False
AIP,44.0,BASING,0,0,0,0,,,,,0,rel-vol 0.6x · regime FAVORABLE,False,0,44.0,43.34,48.4,151,10.0,6.67,False
ALAB,387.87,BASING,0,0,0,0,,,,,0,rel-vol 0.8x · regime FAVORABLE,True,0,387.87,382.0519,426.657,17,10.0,6.67,False
ALGM,56.0,BASING,0.0,0,5,5,56.13,56.02,11,15m,0.04,9 bear-built-above · rel-vol 1.7x · regime FAVORABLE,False,5,56.0,55.16,56.13,119,0.23,0.15,False
ALMU,25.44,BASING,0.0,0,5,5,27.34,27.24,11,1h,7.08,3 bear-built-above · rel-vol 0.5x · regime FAVORABLE,False,5,25.44,25.0584,27.34,262,7.47,4.98,False
ALNY,282.71,BASING,0.0,0,5,5,289.39,288.96,44,daily,2.21,22 bear-built-above · rel-vol 1.2x · regime FAVORABLE,False,5,282.71,278.4693,289.39,23,2.36,1.58,False
ALP,0.2601,BASING,0.0,0,5,5,0.3091,0.2844,3,daily,9.34,9 bear-built-above · rel-vol 0.2x · regime FAVORABLE,False,5,0.2601,0.2562,0.3091,25631,18.84,12.56,False
ALTO,4.98,BASING,0.0,0,5,5,5.54,5.5,5,daily,10.44,10 bear-built-above · rel-vol 0.9x · regime FAVORABLE,False,5,4.98,4.9053,5.54,1338,11.24,7.5,False
AMAT,620.15,BASING,0.0,0,1,1,621.4205,620.79,64,1m,0.1,1 bear-built-above · rel-vol 1.3x · regime FAVORABLE,True,1,620.15,610.8478,621.4205,10,0.2,0.14,False
AMBA,68.32,BASING,0.0,0,5,5,73.8,72.05,175,daily,5.46,3 bear-built-above · rel-vol 0.5x · regime FAVORABLE,False,5,68.32,67.2952,73.8,97,8.02,5.35,False
AMBO,2.67,BASING,0.0,0,3,3,3.35,3.07,29,1h,14.98,2 bear-built-above · rel-vol 0.3x · regime FAVORABLE,False,3,2.67,2.63,3.35,2496,25.47,16.98,False
AMBQ,79.5,BASING,0.0,0,5,5,89.4824,87.9,159,1h,10.57,26 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,5,79.5,78.3075,89.4824,83,12.56,8.37,False
