ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
SDOT,Long,T3-LONG_WATCH,94,BREAKOUT,0.5654,0.1298,1.4366,0.365,0.406,0.3,15425167,-35.44,LOSING,-0.46,False,2026-05-06_1258,2026-05-06_0531
DGXX,Long,T1-STRONG_LONG,100,PULLBACK,5.11,3.525,8.28,6.145,6.41,5.3,27677252,20.25,NO_FILL,0.0,False,2026-05-06_1258,2026-05-06_0531
MASK,Long,T2-LONG,100,PULLBACK,1.94,1.2197,3.3806,2.42,2.74,2.3101,9664732,24.74,NO_FILL,0.0,False,2026-05-06_1258,2026-05-06_0531
INTC,Long,T1-STRONG_LONG,93,PULLBACK,100.08,92.9669,114.3061,112.83,113.5,106.5801,135018771,12.74,NO_FILL,0.0,False,2026-05-06_1258,2026-05-06_0531
NOK,Long,T1-STRONG_LONG,100,BOUNCE,13.42,12.5227,15.2146,13.11,13.54,13.01,105917778,-2.31,LOSING,-0.35,False,2026-05-06_1258,2026-05-06_0531
BZAI,Long,T3-LONG_WATCH,89,BOUNCE,2.31,1.9725,2.985,1.865,1.91,1.75,25066121,-19.26,STOPPED,-1.0,False,2026-05-06_1258,2026-05-06_0531
BMNR,Long,T2-LONG,96,PULLBACK,20.9784,20.0393,22.9299,22.875,23.47,22.63,28588569,9.04,NO_FILL,0.0,False,2026-05-06_1258,2026-05-06_0531
FMCC,Long,T3-LONG_WATCH,69,PULLBACK,7.1,6.3923,8.5154,7.3851,7.44,6.94,3843877,4.01,WINNING,0.4,False,2026-05-06_1258,2026-05-06_0531
WT,Long,T1-STRONG_LONG,100,PULLBACK,16.98,16.1214,18.6972,18.84,19.145,18.51,3740419,10.95,NO_FILL,0.0,False,2026-05-06_1258,2026-05-06_0531
TPG,Long,T2-LONG,100,BOUNCE,45.61,42.3114,52.2072,45.26,46.76,45.07,1891646,-0.77,LOSING,-0.11,False,2026-05-06_1258,2026-05-06_0531
TRVI,Long,T2-LONG,100,PULLBACK,14.66,13.3472,17.2856,14.239,14.44,13.6514,1258615,-2.87,LOSING,-0.32,False,2026-05-06_1258,2026-05-06_0531
GDYN,Long,T3-LONG_WATCH,23,PULLBACK,6.1,5.6648,6.9704,6.6899,6.825,5.8025,8065796,9.67,WINNING,1.36,False,2026-05-06_1258,2026-05-06_0531
CLVT,Long,T2-LONG,64,PULLBACK,2.5602,2.4735,3.13,2.795,2.89,2.76,3057104,9.17,NO_FILL,0.0,False,2026-05-06_1258,2026-05-06_0531
PLUG,Long,T1-STRONG_LONG,100,PULLBACK,3.32,2.9391,4.0818,3.295,3.35,3.22,51736278,-0.75,LOSING,-0.07,False,2026-05-06_1258,2026-05-06_0531
