ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,spy_regime,current_price,entry_type,n_gaps_above,gap_above_conviction,scan_date,asof
SPCX,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,194.0,184.3,209.84,219.57,10,1.63,FAVORABLE,194.0,MARKET,5,MINOR,2026-06-18,2026-06-18T05:45:34.731038
BHVN,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,13.68,13.0,14.85,,146,1.71,FAVORABLE,13.68,MARKET,4,CONVICTION,2026-06-18,2026-06-18T05:46:35.096690
CBOE,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,256.0,232.98,292.92,,4,1.6,FAVORABLE,256.0,MARKET,5,COMPRESSION,2026-06-18,2026-06-18T05:49:55.766021
IFNNY,LONG,CONVICTION,96.7,BULL_BOUNCE_PENDING,87.48,80.09,99.09,,13,1.57,FAVORABLE,87.48,MARKET,5,CONVICTION,2026-06-18,2026-06-18T05:59:33.701867
CHKP,LONG,CONVICTION,95.6,BULL_BOUNCE_PENDING,122.0,114.36,138.01,140.07,13,2.09,FAVORABLE,122.0,MARKET,5,COMPRESSION,2026-06-18,2026-06-18T05:57:06.356143
NOW,LONG,CONVICTION,94.9,BULL_BOUNCE_PENDING,96.47,88.78,110.31,,13,1.8,FAVORABLE,96.47,MARKET,5,COMPRESSION,2026-06-18,2026-06-18T05:51:40.597948
SNEX,LONG,CONVICTION,93.0,BULL_BOUNCE_PENDING,133.35,129.72,139.35,,27,1.66,FAVORABLE,133.35,MARKET,5,MINOR,2026-06-18,2026-06-18T05:48:14.267292
RGTI,LONG,CONVICTION,91.9,BULL_BOUNCE_PENDING,20.97,19.92,22.82,23.81,95,1.76,FAVORABLE,20.9696,MARKET,5,MINOR,2026-06-18,2026-06-18T05:57:07.137672
HIMS,LONG,CONVICTION,91.7,BULL_BOUNCE_PENDING,32.48,30.86,35.16,,61,1.65,FAVORABLE,32.4802,MARKET,5,MINOR,2026-06-18,2026-06-18T05:46:04.281644
QBTS,LONG,CONVICTION,91.3,BULL_BOUNCE_PENDING,23.73,22.54,26.31,26.44,84,2.17,FAVORABLE,23.73,MARKET,5,MINOR,2026-06-18,2026-06-18T05:55:10.850021
IQV,LONG,CONVICTION,90.7,BULL_BOUNCE_PENDING,170.67,160.86,188.97,,10,1.86,FAVORABLE,170.67,MARKET,5,CONVICTION,2026-06-18,2026-06-18T05:51:28.067929
MNDY,LONG,CONVICTION,89.3,BULL_BOUNCE_PENDING,72.03,65.54,83.42,,15,1.75,FAVORABLE,73.5,LIMIT,5,CONVICTION,2026-06-18,2026-06-18T05:54:35.774346
SFM,SHORT,CONVICTION,89.0,BEAR_REJECTION_PENDING,81.49,105.07,77.42,,4,0.17,FAVORABLE,81.0,LIMIT,5,CONVICTION,2026-06-18,2026-06-18T05:55:19.516673
BMNR,LONG,CONVICTION,89.0,BULL_BOUNCE_PENDING,15.66,4.44,16.44,,8,0.07,FAVORABLE,15.98,LIMIT,5,MINOR,2026-06-18,2026-06-18T05:56:04.045114
LRN,SHORT,CONVICTION,89.0,BEAR_REJECTION_PENDING,85.02,152.32,80.77,,1,0.06,FAVORABLE,84.28,LIMIT,5,CONVICTION,2026-06-18,2026-06-18T05:57:26.084346
ELVN,LONG,CONVICTION,89.0,BULL_BOUNCE_PENDING,44.99,39.85,47.24,,19,0.44,FAVORABLE,45.0,STOP,4,VACUUM,2026-06-18,2026-06-18T06:02:09.897781
QURE,LONG,CONVICTION,88.7,BULL_BOUNCE_PENDING,49.75,44.29,52.24,,18,0.46,FAVORABLE,48.3,STOP,2,VACUUM,2026-06-18,2026-06-18T05:46:06.049245
SPRO,LONG,CONVICTION,88.5,BULL_BOUNCE_PENDING,3.05,2.68,3.2,,271,0.41,FAVORABLE,2.44,STOP,5,MINOR,2026-06-18,2026-06-18T05:45:19.272720
MSTR,LONG,CONVICTION,88.5,BULL_BOUNCE_PENDING,116.42,104.99,136.31,,8,1.74,FAVORABLE,118.8,LIMIT,5,CONVICTION,2026-06-18,2026-06-18T05:55:38.477824
SHAZ,LONG,CONVICTION,88.4,BULL_BOUNCE_PENDING,90.96,87.68,95.51,,30,1.39,FAVORABLE,92.0,LIMIT,4,MINOR,2026-06-18,2026-06-18T05:47:13.242183
FIG,LONG,CONVICTION,88.3,BULL_BOUNCE_PENDING,19.88,17.61,20.87,,44,0.44,FAVORABLE,19.0,STOP,5,COMPRESSION,2026-06-18,2026-06-18T05:50:14.013444
PZZA,LONG,CONVICTION,87.8,BULL_BOUNCE_CONFIRMED,36.15,32.55,37.96,,27,0.5,FAVORABLE,36.15,LIMIT,5,MINOR,2026-06-18,2026-06-18T05:47:52.565018
FLR,LONG,CONVICTION,87.7,BULL_BOUNCE_PENDING,51.33,50.51,53.45,53.45,121,2.57,FAVORABLE,52.0,LIMIT,4,MINOR,2026-06-18,2026-06-18T05:47:37.103433
MSFT,SHORT,CONVICTION,87.1,BEAR_REJECTION_PENDING,388.89,395.8,373.61,364.55,14,2.21,FAVORABLE,381.26,LIMIT,5,CONVICTION,2026-06-18,2026-06-18T05:51:54.665196
BBAR,LONG,CONVICTION,87.0,BULL_BOUNCE_CONFIRMED,21.47,20.47,22.54,,99,1.07,FAVORABLE,21.47,LIMIT,5,MINOR,2026-06-18,2026-06-18T05:48:25.898320
IRON,LONG,CONVICTION,87.0,BULL_BOUNCE_PENDING,71.88,67.65,75.47,,23,0.85,FAVORABLE,70.2,STOP,5,MINOR,2026-06-18,2026-06-18T05:49:04.386664
ATLC,LONG,CONVICTION,87.0,BULL_BOUNCE_PENDING,99.65,92.12,104.63,,13,0.66,FAVORABLE,95.86,STOP,5,MINOR,2026-06-18,2026-06-18T06:00:49.328540
VRSK,SHORT,CONVICTION,86.8,BEAR_REJECTION_PENDING,177.57,180.51,163.63,164.72,34,4.74,FAVORABLE,177.1,LIMIT,5,COMPRESSION,2026-06-18,2026-06-18T05:50:17.834652
HRB,LONG,CONVICTION,86.0,BULL_BOUNCE_PENDING,35.03,29.73,36.79,,18,0.33,FAVORABLE,35.75,LIMIT,5,COMPRESSION,2026-06-18,2026-06-18T05:55:56.517974
TTMI,LONG,CONVICTION,85.8,BULL_BOUNCE_CONFIRMED,207.0,197.01,217.35,,10,1.04,FAVORABLE,207.0,LIMIT,1,VACUUM,2026-06-18,2026-06-18T05:59:06.457606
MANH,LONG,CONVICTION,85.1,BULL_BOUNCE_PENDING,136.95,125.02,157.25,,8,1.7,FAVORABLE,139.75,LIMIT,5,CONVICTION,2026-06-18,2026-06-18T05:53:10.562255
PFSA,LONG,CONVICTION,85.0,BULL_BOUNCE_PENDING,0.24,0.22,0.25,,6901,0.82,FAVORABLE,0.2435,LIMIT,2,MINOR,2026-06-18,2026-06-18T05:45:44.406427
BIRD,LONG,CONVICTION,85.0,BULL_BOUNCE_PENDING,5.32,5.01,5.85,,325,1.72,FAVORABLE,5.43,LIMIT,5,MINOR,2026-06-18,2026-06-18T05:45:53.406256
NOG,SHORT,CONVICTION,85.0,BEAR_REJECTION_PENDING,19.76,20.89,18.77,,88,0.87,FAVORABLE,19.375,LIMIT,5,CONVICTION,2026-06-18,2026-06-18T05:50:52.588693
THO,LONG,CONVICTION,85.0,BULL_BOUNCE_PENDING,70.48,67.93,75.0,78.78,39,1.77,FAVORABLE,71.92,LIMIT,5,COMPRESSION,2026-06-18,2026-06-18T05:56:01.414752
HIMX,LONG,CONVICTION,84.6,BULL_BOUNCE_PENDING,17.34,15.95,19.65,,72,1.67,FAVORABLE,17.69,LIMIT,5,MINOR,2026-06-18,2026-06-18T05:57:43.946163
BTU,SHORT,CONVICTION,84.5,BEAR_REJECTION_PENDING,26.28,27.54,23.21,,79,2.43,FAVORABLE,25.76,LIMIT,5,CONVICTION,2026-06-18,2026-06-18T05:57:13.578730
MKSI,LONG,CONVICTION,84.0,BULL_BOUNCE_PENDING,386.4,353.91,405.72,,3,0.59,FAVORABLE,371.26,STOP,5,MINOR,2026-06-18,2026-06-18T05:48:25.658260
CEVA,LONG,CONVICTION,84.0,BULL_BOUNCE_PENDING,45.07,43.36,50.53,50.45,58,3.19,FAVORABLE,45.99,LIMIT,5,COMPRESSION,2026-06-18,2026-06-18T05:58:12.283790
MTSI,LONG,CONVICTION,84.0,BULL_BOUNCE_PENDING,370.44,353.03,415.65,430.05,5,2.6,FAVORABLE,378.0,LIMIT,5,VACUUM,2026-06-18,2026-06-18T06:01:14.073019
CBRL,LONG,CONVICTION,84.0,BULL_BOUNCE_PENDING,43.22,36.12,45.38,,14,0.3,FAVORABLE,44.1,LIMIT,5,CONVICTION,2026-06-18,2026-06-18T06:02:26.515789
RDNT,LONG,CONVICTION,83.9,BULL_BOUNCE_PENDING,56.3,52.2,59.12,,24,0.69,FAVORABLE,53.18,STOP,5,COMPRESSION,2026-06-18,2026-06-18T05:49:56.212834
POWL,LONG,CONVICTION,83.6,BULL_BOUNCE_PENDING,306.31,283.45,321.63,,4,0.67,FAVORABLE,295.66,STOP,5,VACUUM,2026-06-18,2026-06-18T06:00:51.348939
HQ,LONG,CONVICTION,83.5,BULL_BOUNCE_PENDING,23.47,20.28,24.64,,31,0.37,FAVORABLE,23.95,LIMIT,5,MINOR,2026-06-18,2026-06-18T05:47:34.615065
PTC,SHORT,CONVICTION,83.3,BEAR_REJECTION_PENDING,118.14,120.1,112.68,,51,2.79,FAVORABLE,116.94,LIMIT,5,CONVICTION,2026-06-18,2026-06-18T05:51:46.025162
TOST,SHORT,CONVICTION,83.0,BEAR_REJECTION_PENDING,25.2,28.95,23.94,,26,0.34,FAVORABLE,24.74,LIMIT,5,CONVICTION,2026-06-18,2026-06-18T05:51:53.320630
PYPL,SHORT,CONVICTION,83.0,BEAR_REJECTION_PENDING,42.88,52.59,40.74,,10,0.22,FAVORABLE,42.43,LIMIT,5,CONVICTION,2026-06-18,2026-06-18T05:53:54.370998
TMDX,SHORT,CONVICTION,83.0,BEAR_REJECTION_PENDING,74.91,95.4,71.16,,4,0.18,FAVORABLE,73.98,LIMIT,5,CONVICTION,2026-06-18,2026-06-18T05:54:41.711942
KEEL,LONG,CONVICTION,83.0,BULL_BOUNCE_PENDING,6.43,5.56,6.75,,115,0.37,FAVORABLE,6.2,STOP,2,MINOR,2026-06-18,2026-06-18T05:58:07.327713
GWRE,SHORT,CONVICTION,82.9,BEAR_REJECTION_PENDING,114.93,119.14,109.19,,23,1.37,FAVORABLE,112.68,LIMIT,5,CONVICTION,2026-06-18,2026-06-18T05:55:28.587018
ORCL,SHORT,CONVICTION,82.9,BEAR_REJECTION_PENDING,186.16,190.93,176.02,163.0,20,2.12,FAVORABLE,185.46,LIMIT,5,CONVICTION,2026-06-18,2026-06-18T05:57:21.265231
KYMR,LONG,CONVICTION,82.8,BULL_BOUNCE_CONFIRMED,89.9,87.0,94.75,,34,1.67,FAVORABLE,89.9,LIMIT,5,CONVICTION,2026-06-18,2026-06-18T05:48:33.248182
AGL,LONG,CONVICTION,82.7,BULL_BOUNCE_CONFIRMED,102.61,79.78,107.74,,4,0.22,FAVORABLE,102.61,LIMIT,5,CONVICTION,2026-06-18,2026-06-18T05:49:20.052194
BR,SHORT,CONVICTION,82.7,BEAR_REJECTION_PENDING,142.42,144.16,135.3,,57,4.1,FAVORABLE,139.63,LIMIT,5,COMPRESSION,2026-06-18,2026-06-18T05:53:08.045587
LULU,SHORT,CONVICTION,82.6,BEAR_REJECTION_PENDING,114.23,125.54,108.52,,8,0.5,FAVORABLE,112.54,LIMIT,5,CONVICTION,2026-06-18,2026-06-18T05:57:12.726070
LDOS,SHORT,CONVICTION,82.5,BEAR_REJECTION_PENDING,110.43,114.15,104.91,,26,1.49,FAVORABLE,108.66,LIMIT,5,CONVICTION,2026-06-18,2026-06-18T05:50:30.894909
WDAY,SHORT,CONVICTION,82.1,BEAR_REJECTION_PENDING,125.12,127.51,119.97,116.78,41,2.16,FAVORABLE,122.85,LIMIT,5,CONVICTION,2026-06-18,2026-06-18T05:54:51.887049
RMIX,LONG,CONVICTION,82.0,BULL_BOUNCE_PENDING,23.91,21.77,25.11,,46,0.56,FAVORABLE,23.5,STOP,0,NONE,2026-06-18,2026-06-18T05:48:59.892304
ACLS,LONG,CONVICTION,82.0,BULL_BOUNCE_PENDING,187.56,172.7,196.94,,6,0.63,FAVORABLE,181.15,STOP,5,MINOR,2026-06-18,2026-06-18T05:59:29.837169
