ticker,side,stage,conviction,fem,entry,stop,t1,rr,last_px,high,low,volume,chg_pct,outcome,result_r,n_bearish_total,n_bearish_consumed,fresh_bull_5m_below,entry_ready,ath_pct,ath_bucket,checked_at,scan_date
ASTI,LONG,BOUNCED_CLEAN,0,,6.4,5.3493,6.17,,6.769999980926514,7.440000057220459,5.760000228881836,6664000.0,5.78,TARGET_HIT,1.5,0,0,0,False,35.2,DEEP_BELOW,2026-05-27_2131,2026-05-27
CYD,LONG,BOUNCED_WAITING,4,1.02,59.05,58.1185,60.0,1.02,59.709999084472656,60.650001525878906,57.22999954223633,376400.0,1.12,TARGET_HIT,1.5,2,0,0,False,4.0,NEAR_HIGH,2026-05-27_2131,2026-05-27
CECO,LONG,BOUNCED_CLEAN,1,,90.5,84.3609,88.5174,,86.94999694824219,92.0,86.25,679800.0,-3.92,TARGET_HIT,1.5,0,0,0,False,1.6,BLUE_SKY,2026-05-27_2131,2026-05-27
SG,LONG,BOUNCED_CLEAN,1,2.06,9.37,8.992,10.15,2.06,10.100000381469727,10.390000343322754,9.470000267028809,8745600.0,7.79,NO_FILL,0.0,0,0,0,False,43.9,DEEP_BELOW,2026-05-27_2131,2026-05-27
EVTV,LONG,BOUNCED_CLEAN,0,,2.52,2.1357,2.33,,2.5399999618530273,2.6600000858306885,2.440000057220459,544100.0,0.79,TARGET_HIT,1.5,0,0,0,False,50.3,DEEP_BELOW,2026-05-27_2131,2026-05-27
NP,LONG,BOUNCED_CLEAN,3,,28.94,27.8342,28.85,,28.329999923706055,29.5049991607666,28.049999237060547,588100.0,-2.11,TARGET_HIT,1.5,0,0,0,False,12.9,BELOW,2026-05-27_2131,2026-05-27
ENHA,LONG,BOUNCED_WAITING,4,21.12,3.06,2.7744,9.09,21.12,2.7699999809265137,3.049999952316284,2.3499999046325684,2790900.0,-9.48,STOPPED,-1.0,93,0,0,False,69.9,DEEP_BELOW,2026-05-27_2131,2026-05-27
ENHA,LONG,BOUNCED_WAITING,4,17.3,3.06,2.7744,8.0,17.3,2.7699999809265137,3.049999952316284,2.3499999046325684,2790900.0,-9.48,STOPPED,-1.0,84,0,0,False,69.9,DEEP_BELOW,2026-05-27_2131,2026-05-27
ENHA,LONG,BOUNCED_WAITING,4,14.88,3.06,2.7744,7.31,14.88,2.7699999809265137,3.049999952316284,2.3499999046325684,2790900.0,-9.48,STOPPED,-1.0,77,0,0,False,69.9,DEEP_BELOW,2026-05-27_2131,2026-05-27
ENHA,LONG,BOUNCED_WAITING,4,12.08,3.06,2.7744,6.51,12.08,2.7699999809265137,3.049999952316284,2.3499999046325684,2790900.0,-9.48,STOPPED,-1.0,77,0,0,False,69.9,DEEP_BELOW,2026-05-27_2131,2026-05-27
ENHA,LONG,BOUNCED_WAITING,4,7.0,3.06,2.7744,5.06,7.0,2.7699999809265137,3.049999952316284,2.3499999046325684,2790900.0,-9.48,STOPPED,-1.0,46,0,0,False,69.9,DEEP_BELOW,2026-05-27_2131,2026-05-27
OTLK,LONG,BOUNCED_WAITING,0,16.25,0.391,0.3708,0.72,16.25,0.5860000252723694,0.597000002861023,0.39500001072883606,82688100.0,49.87,NO_FILL,0.0,20,0,0,False,88.5,DEEP_BELOW,2026-05-27_2131,2026-05-27
FJET,LONG,BOUNCED_WAITING,0,8.5,6.62,6.4271,8.26,8.5,6.639999866485596,7.050000190734863,6.170000076293945,3694200.0,0.3,STOPPED,-1.0,32,0,0,False,79.0,DEEP_BELOW,2026-05-27_2131,2026-05-27
UMAC,LONG,BOUNCED_WAITING,0,4.24,17.4936,16.9494,19.8,4.24,18.829999923706055,19.100000381469727,16.649999618530273,6702400.0,7.64,STOPPED,-1.0,2,0,0,False,25.2,BELOW,2026-05-27_2131,2026-05-27
VNET,LONG,BOUNCED_WAITING,0,2.3,10.0017,9.1317,12.0,2.3,10.710000038146973,11.119999885559082,10.039999961853027,9671700.0,7.08,NO_FILL,0.0,19,0,0,False,30.9,DEEP_BELOW,2026-05-27_2131,2026-05-27
NP,LONG,BOUNCED_WAITING,3,1.82,28.94,27.8342,30.95,1.82,28.329999923706055,29.5049991607666,28.049999237060547,588100.0,-2.11,LOSING,-0.55,7,0,0,False,12.9,BELOW,2026-05-27_2131,2026-05-27
NP,LONG,BOUNCED_WAITING,3,1.05,28.94,27.8342,30.1,1.05,28.329999923706055,29.5049991607666,28.049999237060547,588100.0,-2.11,LOSING,-0.55,5,0,0,False,12.9,BELOW,2026-05-27_2131,2026-05-27
BDTX,LONG,BOUNCED_WAITING,0,24.48,2.33,2.2555,4.154,24.48,2.309999942779541,2.4549999237060547,2.2799999713897705,1895000.0,-0.86,LOSING,-0.27,52,0,0,False,52.8,DEEP_BELOW,2026-05-27_2131,2026-05-27
BDTX,LONG,BOUNCED_WAITING,0,9.99,2.33,2.2555,3.0742,9.99,2.309999942779541,2.4549999237060547,2.2799999713897705,1895000.0,-0.86,LOSING,-0.27,17,0,0,False,52.8,DEEP_BELOW,2026-05-27_2131,2026-05-27
GILT,LONG,BOUNCED_WAITING,1,1.56,17.8902,16.2674,20.42,1.56,17.43000030517578,17.899999618530273,16.75,1251200.0,-2.57,LOSING,-0.28,32,0,0,False,14.5,BELOW,2026-05-27_2131,2026-05-27
GILT,LONG,BOUNCED_WAITING,1,1.0,17.8902,16.2674,19.52,1.0,17.43000030517578,17.899999618530273,16.75,1251200.0,-2.57,LOSING,-0.28,17,0,0,False,14.5,BELOW,2026-05-27_2131,2026-05-27
AAP,LONG,BOUNCED_WAITING,0,6.39,54.4201,53.902,57.73,6.39,58.2599983215332,58.279998779296875,55.56999969482422,2825900.0,7.06,NO_FILL,0.0,6,0,0,False,22.3,BELOW,2026-05-27_2131,2026-05-27
