ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector,_industry,_sector_label,_industry_label,_sector_strength,_industry_strength,_sector_ret_5d,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr,_cohort,_entry_policy
INTC,Long,PULLBACK,T2-LONG,87,96.74,88.658,112.904,103.025,2.0,8.082,103.49,6.5,APPROACH,2,2,"1h,4h",96.74,91.4,OPEN_ROAD,EXCITED,1.62,29763659087.0,0.7,0.8,2217110.0,0.0,12.8,39.0,8.0,4618.99,MEGA,0.02,103.025,102.5,103.55,1.0,PREMIUM,DISCOUNT,9435,14,4431,7.1,B,,,,False,6.535350000000002,1.24,N/A,,TECH,SEMIS,HOT,NEUTRAL,1.0,0.56,nan,0.56,0.5,1.0,0.5,0.25,0.56,1.118,CHOP,91.4,96.74,97.7074,36,12,11,7.84,2.0,1.68,3290.4,1160.88,1074.78,10:30,88.658,112.904,PULLBACK_LIMIT,,,,MID,LIMIT
INTR,Long,BOUNCE,T2-LONG,56,5.29,4.9664,5.9372,,2.0,0.3236,5.29,2.9,CLOSE,1,1,4h,5.135,5.12,OPEN_ROAD,EXCITED,0.52,1326984.0,0.9,0.8,0.0,1.0,6.9,13.0,8.0,213.43,MEGA,0.02,5.2225,5.19,5.255,1.3,PREMIUM,DISCOUNT,16,1,8,5.8,D,,,,True,0.2607142857142858,1.24,N/A,,FINANCIAL,REG_BANKS,HOT,NEUTRAL,0.96,0.48,nan,0.48,0.5,0.5,0.0,0.25,0.48,1.094,CHOP,5.12,5.29,5.3429,651,309,265,5.32,2.0,1.58,3333.12,1634.61,1415.87,10:30,4.9664,5.9372,PULLBACK_LIMIT,,,,MID,LIMIT
