ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,stop_adjusted,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,path,gap_quality,sponsorship,vol_ratio,vol_hot,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,tfs,cluster_top,cluster_bot,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector,_industry,_sector_label,_industry_label,_sector_strength,_industry_strength,_sector_ret_5d,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr,_cohort,_entry_policy
BTBT,Long,PULLBACK,T1-STRONG_LONG,98,1.57,1.485,1.8701,,3.5,0.085,,1.73,9.2,WAITING,9,7,HIGHWAY,EXCITED,1.96,,,MEGA,0.1,1.5475,1.53,1.565,2.3,PREMIUM,MID,69,5,37,8.1,C,"10m,15m,1d,1h,30m,4h,5m",1.57,1.535,90962914.0,1.2,0.8,1264601.0,0.0,23.4,46.0,8.0,352.95,True,0.12386428571428568,0.69,N/A,,TECH,,HOT,,0.96,,1.03,0.96,1.0,1.0,0.5,0.4,0.96,1.708,FAVORABLE,1.535,1.57,1.59,2000,1176,952,6.7,3.53,2.67,3070.0,1846.32,1513.68,10:30,1.485,1.8701,PULLBACK_LIMIT,,,,PENNY,MARKET
OPTU,Long,PULLBACK,T1-STRONG_LONG,83,1.08,0.9396,1.3608,,2.0,0.1404,,1.08,4.6,APPROACH,5,4,OPEN_ROAD,EXCITED,1.01,,,MEGA,0.02,1.04,1.04,1.04,0.0,FLAT,FLAT,47,4,8,11.1,C,"10m,1h,4h,5m",1.03,0.9896,874765.0,3.1,1.7,0.0,1.0,15.3,33.0,8.0,277.64,True,0.0779214285714286,1.8,N/A,,COMMS,,COLD,,0.0,,-1.59,0.0,0.4,0.4,0.0,0.0,0.0,0.87,FAVORABLE,0.9896,1.08,1.1,1999,712,623,7.42,2.0,1.63,1978.21,768.96,685.3,10:30,0.9396,1.3608,PULLBACK_LIMIT,,,,PENNY,MARKET
