ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
SOFI,Long,BOUNCE,T2-LONG,95,17.43,16.6258,19.0384,,2.0,0.8042,17.43,0.2,CLOSE,2,2,"1d,1h",17.4,17.14,OPEN_ROAD,EXCITED,1.59,1239545881.0,0.3,0.9,1221303.0,0.0,10.2,17.0,8.0,1262.92,MEGA,0.02,17.355,17.31,17.4,0.5,PREMIUM,DISCOUNT,313,2,107,3.7,C,,,,True,1.0026071428571428,0.8,N/A,
WKSP,Long,PULLBACK,T2-LONG,100,0.96,0.905,1.07,1.025,2.0,0.055,1.02,5.9,APPROACH,1,1,5m,0.96,0.955,HIGHWAY,EXCITED,2.4,187525.0,0.4,1.0,4380840.0,3.0,74.0,33.0,8.0,9.81,LOW,0.6,1.025,1.03,1.02,-1.0,DISCOUNT,DISCOUNT,258,9,19,2.1,C,,,,True,0.16537142857142856,0.33,N/A,
SVC,Long,BOUNCE,T2-LONG,90,1.75,1.6539,1.9423,,2.0,0.0961,1.75,1.4,CLOSE,3,3,"1h,4h,5m",1.725,1.705,OPEN_ROAD,EXCITED,2.0,13921419.0,0.3,0.9,0.0,1.0,10.9,26.0,7.0,535.0,MEGA,0.0,1.76,1.76,1.76,0.0,FLAT,FLAT,25,5,6,2.6,D,,,,True,0.07928571428571421,1.21,N/A,
MRVI,Long,PULLBACK,T1-STRONG_LONG,100,5.53,5.2089,6.1722,,2.0,0.3211,5.995,7.8,WAITING,6,6,"10m,15m,1d,1h,30m,4h",5.53,5.37,HIGHWAY,EXCITED,2.6,34581484.0,0.6,0.7,0.0,1.0,24.2,49.0,8.0,101.63,HIGH,0.02,5.765,5.76,5.77,0.2,FLAT,FLAT,336,13,210,99.9,A,,,,True,0.28316428571428576,1.13,N/A,
SRRK,Long,BOUNCE,T1-STRONG_LONG,100,53.38,47.22,65.7,,2.0,6.16,53.38,0.5,CLOSE,14,7,"10m,15m,1h,1m,30m,4h,5m",53.13,49.19,HIGHWAY,EXCITED,1.51,177678703.0,0.4,1.3,0.0,1.0,16.3,50.0,8.0,91.8,HIGH,0.01,52.3275,52.33,52.325,-0.0,FLAT,FLAT,3069,5,1332,99.9,A,,,,False,2.2182071428571426,2.78,N/A,
TREX,Long,PULLBACK,T1-STRONG_LONG,100,46.12,43.9798,50.4004,49.145,2.0,2.1402,49.32,6.5,APPROACH,4,4,"10m,15m,1d,30m",46.12,45.34,HIGHWAY,EXCITED,3.56,104716540.0,0.1,0.8,0.0,0.0,11.1,51.0,8.0,103.24,HIGH,0.0,49.145,48.88,49.41,1.1,PREMIUM,DISCOUNT,2533,8,1664,99.9,A,,,,False,2.397128571428571,0.89,N/A,
TEX,Long,PULLBACK,T1-STRONG_LONG,100,69.17,64.8154,77.8792,70.74,2.0,4.3546,74.385,7.0,WAITING,5,4,"15m,1d,1h,4h",69.17,66.82,HIGHWAY,EXCITED,1.07,152530338.0,0.2,1.2,0.0,0.0,14.3,60.0,8.0,112.73,HIGH,0.0,70.74,70.1,71.38,1.8,PREMIUM,DISCOUNT,6113,11,3569,99.9,A,,,,False,3.375714285714286,1.29,N/A,
IMMX,Long,PULLBACK,T1-STRONG_LONG,100,10.1,9.118,12.064,,2.0,0.982,10.1,3.3,APPROACH,2,2,"1h,4h",9.77,9.4,OPEN_ROAD,EXCITED,1.21,36079446.0,0.2,0.8,0.0,1.0,21.7,32.0,8.0,43.4,MED,0.01,10.0,10.04,9.96,-0.8,PREMIUM,DISCOUNT,296,11,128,99.9,A,,,,True,0.7346428571428572,1.34,N/A,
NEXR,Long,PULLBACK,T3-LONG_WATCH,100,0.8611,0.4263,1.7308,,2.0,0.4348,0.9421,8.6,WAITING,2,2,"1h,4h",0.8611,0.5712,OPEN_ROAD,EXCITED,1178.43,5669132278.0,9.7,3.3,83002729.0,1.0,103.7,20.0,8.0,0.8,NANO,272.01,0.6591,0.5625,0.7557,34.3,PREMIUM,PREMIUM,135,5,117,24.2,B,,,,False,0.2226071428571428,1.95,N/A,
FCUV,Long,PULLBACK,T3-LONG_WATCH,100,6.235,3.66,11.385,,2.0,2.575,6.235,4.7,APPROACH,2,1,1m,5.94,4.42,OPEN_ROAD,EXCITED,8.38,9996594.0,4.5,6.5,13418601.0,2.0,302.2,61.0,8.0,0.39,NANO,59.03,5.225,4.42,6.03,36.4,PREMIUM,MID,1223,17,630,2.0,C,,,,True,1.11325,2.31,N/A,
