ticker,last,prev_high,prev_low,prev_close,pdh_state,pdl_state,opening_range_ready,opening_range_high,opening_range_low,opening_range_position,opening_range_state,day_range_position,first_pullback_after_high,first_rally_after_low,last_hour_close_strength,last_hour_volume_bias,long_score,long_class,short_score,short_class
ABEO,6.93,6.88,6.665,6.8,ABOVE_PDH,ABOVE_PDL,True,7.08,6.78,0.5,OR_MIDDLE,0.5,False,False,0.5,1.14,62,CONTINUATION_LONG,42,NEUTRAL
ABSI,8.19,8.77,8.34,8.4,BELOW_PDH,BELOW_PDL,True,8.55,8.13,0.143,OR_BOTTOM_THIRD,0.143,False,False,0.143,1.08,38,NEUTRAL,74,AVOID_SHORT_CHASE
ACRS,6.11,6.515,5.91,6.36,BELOW_PDH,RECLAIMED_PDL,True,6.44,6.2,0.0,BELOW_ORL,0.389,False,True,0.389,1.23,42,AVOID_LONG,70,FIRST_RALLY_SHORT_ZONE
AEM,167.92,166.21,158.6,165.45,ABOVE_PDH,ABOVE_PDL,True,168.18,162.53,0.954,OR_TOP_THIRD,0.84,True,False,0.84,1.9,92,PULLBACK_BUY_ZONE,32,NEUTRAL
AHMA,1.79,1.85,1.6169,1.71,BELOW_PDH,ABOVE_PDL,True,1.695,1.65,1.0,ABOVE_ORH,0.944,False,False,0.944,1.61,72,AVOID_LONG_CHASE,34,AVOID_SHORT
AMKR,54.66,56.68,53.79,53.86,BELOW_PDH,RECLAIMED_PDL,True,55.28,51.19,0.848,OR_TOP_THIRD,0.769,False,False,0.769,1.4,74,NEUTRAL,40,AVOID_SHORT
ATI,223.43,208.71,202.69,205.11,ABOVE_PDH,ABOVE_PDL,True,236.98,219.99,0.202,OR_BOTTOM_THIRD,0.202,False,False,0.202,1.56,62,CONTINUATION_LONG,54,NEUTRAL
AZI,1.52,1.1499,1.0,1.01,ABOVE_PDH,ABOVE_PDL,True,2.58,1.2,0.232,OR_BOTTOM_THIRD,0.232,False,False,0.232,0.12,70,CONTINUATION_LONG,42,NEUTRAL
BAX,27.01,28.21,27.09,27.33,BELOW_PDH,BELOW_PDL,True,27.73,27.08,0.0,BELOW_ORL,0.172,False,True,0.172,4.27,10,AVOID_LONG,100,FIRST_RALLY_SHORT_ZONE
BMNR,18.2705,18.6,17.58,18.43,REJECTED_PDH,ABOVE_PDL,True,18.52,17.83,0.638,OR_MIDDLE,0.501,True,False,0.501,1.5,56,PULLBACK_BUY_ZONE,54,NEUTRAL
BYAH,3.25,2.7112,2.6104,2.6408,ABOVE_PDH,RECLAIMED_PDL,True,2.8799,2.58,1.0,ABOVE_ORH,0.165,False,False,0.165,0.12,84,CONTINUATION_LONG,26,AVOID_SHORT
CAL,14.46,14.81,14.185,14.32,BELOW_PDH,RECLAIMED_PDL,True,14.51,13.995,0.903,OR_TOP_THIRD,0.628,False,False,0.628,3.54,62,NEUTRAL,48,AVOID_SHORT
CALX,37.48,39.95,37.81,38.51,BELOW_PDH,BELOW_PDL,True,38.43,37.7,0.0,BELOW_ORL,0.095,False,False,0.095,3.35,18,AVOID_LONG,84,AVOID_SHORT_CHASE
CAMP,4.5,4.2481,3.99,4.01,ABOVE_PDH,ABOVE_PDL,True,4.215,4.075,1.0,ABOVE_ORH,0.844,True,False,0.844,49.36,100,PULLBACK_BUY_ZONE,18,AVOID_SHORT
CAST,1.22,1.275,1.2,1.21,REJECTED_PDH,RECLAIMED_PDL,True,1.29,1.17,0.417,OR_MIDDLE,0.417,False,False,0.417,0.43,50,AVOID_LONG,54,AVOID_SHORT
CCC,6.53,6.52,6.27,6.46,ABOVE_PDH,RECLAIMED_PDL,True,6.435,6.23,1.0,ABOVE_ORH,0.968,False,False,0.968,5.43,96,AVOID_LONG_CHASE,18,AVOID_SHORT
CCTG,0.6959,0.66,0.6304,0.6465,ABOVE_PDH,RECLAIMED_PDL,True,0.6978,0.62,0.976,OR_TOP_THIRD,0.474,False,False,0.474,0.07,74,CONTINUATION_LONG,40,AVOID_SHORT
CHKP,123.27,125.86,123.34,125.35,BELOW_PDH,BELOW_PDL,True,124.72,122.205,0.423,OR_MIDDLE,0.306,False,False,0.306,3.46,38,NEUTRAL,62,CONTINUATION_SHORT
CMPS,13.48,13.6499,11.6,13.58,REJECTED_PDH,ABOVE_PDL,True,13.77,13.26,0.431,OR_MIDDLE,0.431,False,False,0.431,1.95,38,AVOID_LONG,62,NEUTRAL
CNM,45.49,46.66,45.99,46.53,BELOW_PDH,BELOW_PDL,True,46.63,45.66,0.0,BELOW_ORL,0.026,False,False,0.026,4.38,18,AVOID_LONG,84,AVOID_SHORT_CHASE
CNQ,45.89,46.605,44.75,44.75,BELOW_PDH,ABOVE_PDL,True,46.07,45.35,0.75,OR_TOP_THIRD,0.806,False,False,0.806,2.22,62,NEUTRAL,48,NEUTRAL
CORT,107.95,111.96,109.21,110.69,BELOW_PDH,BELOW_PDL,True,111.0,107.73,0.067,OR_BOTTOM_THIRD,0.171,False,True,0.171,1.97,30,NEUTRAL,92,FIRST_RALLY_SHORT_ZONE
CRE,2.67,2.585,2.4919,2.585,ABOVE_PDH,ABOVE_PDL,True,2.57,2.5,1.0,ABOVE_ORH,0.567,True,False,,,90,PULLBACK_BUY_ZONE,26,AVOID_SHORT
CRVO,2.88,2.865,2.73,2.81,ABOVE_PDH,RECLAIMED_PDL,True,2.95,2.8,0.533,OR_MIDDLE,0.781,True,False,0.781,5.79,100,PULLBACK_BUY_ZONE,18,AVOID_SHORT
CTSO,0.3846,0.3891,0.3684,0.3847,REJECTED_PDH,RECLAIMED_PDL,True,0.3951,0.39,0.0,BELOW_ORL,0.56,False,True,0.56,1.69,30,AVOID_LONG,82,FIRST_RALLY_SHORT_ZONE
DASH,213.028,208.19,203.1,207.27,ABOVE_PDH,ABOVE_PDL,True,218.03,207.175,0.539,OR_MIDDLE,0.539,False,False,0.539,1.72,62,CONTINUATION_LONG,42,NEUTRAL
DFNS,43.8,63.8999,44.3,45.91,BELOW_PDH,BELOW_PDL,True,47.441,40.45,0.479,OR_MIDDLE,0.479,False,False,0.479,1.36,38,NEUTRAL,62,CONTINUATION_SHORT
ELF,92.05,90.36,86.28,86.37,ABOVE_PDH,ABOVE_PDL,True,96.12,88.52,0.464,OR_MIDDLE,0.464,False,False,0.464,1.37,62,CONTINUATION_LONG,42,NEUTRAL
EOSE,3.97,3.97,3.52,3.82,TESTING_PDH,ABOVE_PDL,True,4.08,3.61,0.766,OR_TOP_THIRD,0.581,False,False,0.581,1.41,50,NEUTRAL,56,NEUTRAL
EQX,10.76,10.485,10.11,10.32,ABOVE_PDH,RECLAIMED_PDL,True,10.7311,9.52,1.0,ABOVE_ORH,0.939,True,False,0.939,1.24,100,PULLBACK_BUY_ZONE,10,AVOID_SHORT
ERAS,18.27,19.0,18.14,18.62,BELOW_PDH,RECLAIMED_PDL,True,18.98,18.33,0.0,BELOW_ORL,0.211,False,True,0.211,3.06,34,AVOID_LONG,82,FIRST_RALLY_SHORT_ZONE
FCEL,20.63,23.3599,21.11,21.14,BELOW_PDH,BELOW_PDL,True,21.7899,19.95,0.37,OR_MIDDLE,0.37,False,False,0.37,1.4,38,NEUTRAL,62,CONTINUATION_SHORT
FIG,23.88,28.48,27.165,28.15,BELOW_PDH,BELOW_PDL,True,23.83,22.14,1.0,ABOVE_ORH,0.699,False,False,0.699,1.02,48,CONTINUATION_LONG,54,AVOID_SHORT
FIGR,28.4113,29.255,27.54,28.73,BELOW_PDH,ABOVE_PDL,True,28.76,27.9,0.595,OR_MIDDLE,0.516,False,False,0.516,2.06,50,NEUTRAL,50,NEUTRAL
FIS,42.14,44.45,42.1,42.84,BELOW_PDH,RECLAIMED_PDL,True,42.76,41.61,0.461,OR_MIDDLE,0.438,False,False,0.438,2.73,62,NEUTRAL,42,AVOID_SHORT
