ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,spy_regime,current_price,entry_type,n_gaps_above,gap_above_conviction,scan_date,asof
TEAM,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,150.3,142.78,164.45,,13,1.88,FAVORABLE,150.3,MARKET,20,MINOR,2026-08-11,2026-08-11T04:32:53.700838
COHX,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,31.52,29.94,34.82,35.75,63,2.09,FAVORABLE,31.52,MARKET,20,COMPRESSION,2026-08-11,2026-08-11T04:34:24.794598
SNDQ,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,28.89,27.45,32.65,,69,2.6,FAVORABLE,28.89,MARKET,10,COMPRESSION,2026-08-11,2026-08-11T04:35:39.047088
ABCL,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,9.13,8.67,9.84,,219,1.56,FAVORABLE,9.13,MARKET,20,MINOR,2026-08-11,2026-08-11T04:36:06.034976
NESR,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,35.97,34.17,37.77,,55,1.0,FAVORABLE,35.97,MARKET,2,MINOR,2026-08-11,2026-08-11T04:37:19.485022
ZS,LONG,CONVICTION,98.6,BULL_BOUNCE_PENDING,176.0,161.79,199.76,,7,1.67,FAVORABLE,176.0,MARKET,20,COMPRESSION,2026-08-11,2026-08-11T04:38:10.508698
HP,LONG,CONVICTION,98.0,BULL_BOUNCE_PENDING,41.74,39.65,43.83,,47,1.0,FAVORABLE,41.74,MARKET,0,NONE,2026-08-11,2026-08-11T04:36:58.083397
AYA,LONG,CONVICTION,97.8,BULL_BOUNCE_PENDING,27.96,26.56,29.36,,71,1.0,FAVORABLE,27.96,MARKET,1,MINOR,2026-08-11,2026-08-11T04:22:38.999763
BMRN,LONG,CONVICTION,96.5,BULL_BOUNCE_PENDING,68.92,65.47,77.53,77.53,29,2.5,FAVORABLE,68.92,MARKET,6,COMPRESSION,2026-08-11,2026-08-11T04:36:20.535616
MGNI,LONG,CONVICTION,96.0,BULL_BOUNCE_PENDING,24.49,23.27,25.71,,81,1.0,FAVORABLE,24.49,MARKET,16,COMPRESSION,2026-08-11,2026-08-11T04:23:28.613455
REPL,LONG,CONVICTION,94.5,BULL_BOUNCE_PENDING,13.61,12.93,14.29,,146,1.0,FAVORABLE,13.61,MARKET,15,MINOR,2026-08-11,2026-08-11T04:37:36.935915
WGS,LONG,CONVICTION,93.7,BULL_BOUNCE_PENDING,77.25,73.39,83.84,88.22,25,1.71,FAVORABLE,77.25,MARKET,8,VACUUM,2026-08-11,2026-08-11T04:36:02.482765
NET,LONG,CONVICTION,93.7,BULL_BOUNCE_PENDING,307.8,283.01,323.19,,4,0.62,FAVORABLE,307.8,MARKET,20,MINOR,2026-08-11,2026-08-11T04:37:19.738022
TRI,LONG,CONVICTION,93.0,BULL_BOUNCE_PENDING,104.36,97.2,118.79,,13,2.02,FAVORABLE,104.36,MARKET,15,COMPRESSION,2026-08-11,2026-08-11T04:22:08.600013
DHR,LONG,CONVICTION,92.7,BULL_BOUNCE_PENDING,209.36,193.96,235.02,,6,1.67,FAVORABLE,209.36,MARKET,12,CONVICTION,2026-08-11,2026-08-11T04:25:11.413421
