ticker,side,score,gap_tier,borrow_risk,float_m,sector_label,lifecycle_phase,entry,stop,target,last_px,high,low,volume,chg_short_pct,outcome,result_r,stop_adjusted,pm_gap_down_pct,rel_vol,checked_at,scan_date
RETO,Short,284.0294,PARABOLIC,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)",8.47,NEUTRAL,SHORT_GENESIS,0.7244,0.7316,0.7099,0.209,0.6124,0.19,336581405,71.15,TARGET_HIT,0.29,True,69.55,6.77,2026-09-17_1737,2026-09-17
FLNC,Short,118.0726,STRETCHED,LOW,143.16,NEUTRAL,SHORT_GENESIS,7.05,7.1205,6.909,7.66,7.84,7.01,33757223,-8.65,STOPPED,-1.0,True,23.43,14.64,2026-09-17_1737,2026-09-17
AEMD,Short,108.2438,IN_BAND,LOW,0.71,STRONG,SHORT_GENESIS,7.55,7.6255,7.399,6.78,9.5,6.01,92602512,10.2,STOPPED,-1.0,True,11.89,10023.02,2026-09-17_1737,2026-09-17
QCLS,Short,62.5616,STRETCHED,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)",8.19,STRONG,SHORT_GENESIS,0.8701,0.8788,0.8527,0.76,0.8349,0.65,8760905,12.65,TARGET_HIT,0.35,True,23.88,9.92,2026-09-17_1737,2026-09-17
