ticker,stage,stage_pct,conviction,today_vol_pct_of_avg,recent_8bar_green_count,recent_8bar_move_pct,first_consumption_recent,days_since_advance,rej_tf,rej_tf_weight,rej_ticks,rej_wicked,bounce_tf,bounce_ticks,bounce_wicked,oh_fresh_w,oh_wicked_w,oh_effective_w,oh_n_fresh,oh_n_wicked,top_overhead,rejection_dt,rejection_price,bounce_dt,snapshot_price,target,stop,rr,n_bearish_total,n_bearish_consumed,risk_climax,risk_vol_ratio,av20_volume,fresh_bull_5m_below,n_overhead_remaining
KEEL,BOUNCED_CLEAN,0,1,1.4,5,1.0,False,3.9,1d,20,54,True,1d,30,True,43,0,43.0,4,0,1d.16t~ | 1h.2t | 10m.3t,2026-06-05T10:15:00.000,5.235,2026-06-05T11:45:00.000,5.826,5.3,4.8004,,0,0,False,0.01,42851429,0,4
BRBR,BOUNCED_WAITING,0,0,0.1,3,0.3,False,0.5,15m,5,24,False,1m,6,False,57233,255,57360.5,115,4,1d.933t | 1d.583t | 1d.95t,2026-06-08T07:45:00.000,8.8,2026-06-08T19:45:00.000,7.93,8.81,7.8842,19.21,21,0,False,0.0,3347896,0,119
