ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
RXT,Long,T3-LONG_WATCH,58,BOUNCE,5.915,5.3544,7.0362,6.21,7.16,5.9701,82343245,4.99,NO_FILL,0.0,False,2026-06-16_1631,2026-06-16_0518
OTLK,Long,T2-LONG,65,BOUNCE,1.16,1.085,1.31,1.57,1.575,1.17,42531185,35.34,STOPPED,-1.0,True,2026-06-16_1631,2026-06-16_0518
ORBS,Long,T1-STRONG_LONG,82,PULLBACK,1.05,0.859,1.432,1.08,1.12,1.03,35258165,2.86,STOPPED,-1.0,True,2026-06-16_1631,2026-06-16_0518
NOK,Long,T3-LONG_WATCH,72,PULLBACK,14.82,13.7085,17.043,13.98,14.79,13.75,123898250,-5.67,CLOSED_LOSS,-0.76,False,2026-06-16_1631,2026-06-16_0518
GDC,Long,T2-LONG,83,PULLBACK,0.0982,0.0478,0.199,0.0281,0.1008,0.022,791200970,-71.38,STOPPED,-1.0,False,2026-06-16_1631,2026-06-16_0518
WOK,Long,T2-LONG,100,PULLBACK,0.0857,0.0254,0.2063,0.0507,0.0712,0.0481,108804243,-40.84,TARGET_HIT,0.03,True,2026-06-16_1631,2026-06-16_0518
HKIT,Long,T2-LONG,100,BREAKOUT,0.4832,0.386,0.6776,0.412,0.4401,0.3808,5716498,-14.74,TARGET_HIT,0.23,True,2026-06-16_1631,2026-06-16_0518
FA,Long,T1-STRONG_LONG,100,BOUNCE,16.99,15.0,20.97,16.71,17.21,16.28,2831757,-1.65,TARGET_HIT,1.5,True,2026-06-16_1631,2026-06-16_0518
SABR,Long,T2-LONG,100,BOUNCE,1.74,1.6296,1.9608,1.98,2.03,1.76,16372016,13.79,TARGET_HIT,1.06,True,2026-06-16_1631,2026-06-16_0518
TSHA,Long,T1-STRONG_LONG,100,BOUNCE,5.97,5.4126,7.0848,5.85,6.04,5.62,1653824,-2.01,TARGET_HIT,1.5,True,2026-06-16_1631,2026-06-16_0518
KMX,Long,T1-STRONG_LONG,100,PULLBACK,52.21,47.045,62.54,52.11,53.52,51.4,7548093,-0.19,TARGET_HIT,1.5,True,2026-06-16_1631,2026-06-16_0518
W,Long,T1-STRONG_LONG,100,PULLBACK,82.99,75.2623,103.81,83.16,85.87,82.52,2502932,0.2,TARGET_HIT,1.5,True,2026-06-16_1631,2026-06-16_0518
AMLX,Long,T1-STRONG_LONG,100,PULLBACK,14.2,13.4927,18.195,15.05,15.69,14.81,1193202,5.99,TARGET_HIT,1.5,True,2026-06-16_1631,2026-06-16_0518
PRCH,Long,T2-LONG,100,PULLBACK,9.52,9.1277,10.45,11.4,11.5,10.45,2919435,19.75,TARGET_HIT,1.5,True,2026-06-16_1631,2026-06-16_0518
AEIS,Long,T1-STRONG_LONG,100,PULLBACK,346.91,330.77,379.19,350.45,372.0,349.54,1005080,1.02,TARGET_HIT,1.5,True,2026-06-16_1631,2026-06-16_0518
AGIO,Long,T1-STRONG_LONG,86,PULLBACK,29.96,28.5762,32.7276,31.84,32.525,31.3,788087,6.28,NO_FILL,0.0,True,2026-06-16_1631,2026-06-16_0518
ANF,Long,T2-LONG,84,PULLBACK,91.1,82.7701,107.7598,89.06,93.37,88.95,1195411,-2.24,CLOSED_LOSS,-0.24,False,2026-06-16_1631,2026-06-16_0518
CMCO,Long,T1-STRONG_LONG,100,PULLBACK,13.62,12.9592,15.45,13.92,15.11,13.84,862908,2.2,TARGET_HIT,1.5,True,2026-06-16_1631,2026-06-16_0518
DAVE,Long,T1-STRONG_LONG,100,PULLBACK,286.78,269.5436,321.2528,298.52,318.66,297.9448,512546,4.09,TARGET_HIT,1.5,True,2026-06-16_1631,2026-06-16_0518
FTAI,Long,T1-STRONG_LONG,83,PULLBACK,263.52,234.7012,321.1576,268.52,273.18,260.98,905635,1.9,CLOSED,0.17,False,2026-06-16_1631,2026-06-16_0518
TLN,Long,T1-STRONG_LONG,100,PULLBACK,353.96,334.456,400.48,406.51,426.99,387.99,1564251,14.85,TARGET_HIT,1.5,True,2026-06-16_1631,2026-06-16_0518
MRVL,Long,T1-STRONG_LONG,100,PULLBACK,289.1,272.7349,321.8302,278.67,317.0,278.13,59174187,-3.61,TARGET_HIT,1.5,True,2026-06-16_1631,2026-06-16_0518
EVC,Long,T2-LONG,80,BOUNCE,9.22,8.6815,10.297,9.14,9.22,8.76,1554674,-0.87,CLOSED_LOSS,-0.15,False,2026-06-16_1631,2026-06-16_0518
INTC,Long,T1-STRONG_LONG,100,BOUNCE,127.86,120.959,141.662,117.05,128.7,116.0,132821138,-8.45,TARGET_HIT,1.5,True,2026-06-16_1631,2026-06-16_0518
FTRE,Long,T1-STRONG_LONG,100,BOUNCE,16.63,15.9856,17.9188,15.98,16.69,15.9,1472727,-3.91,TARGET_HIT,1.5,True,2026-06-16_1631,2026-06-16_0518
POWI,Long,T1-STRONG_LONG,100,PULLBACK,78.08,75.4272,83.3856,79.33,84.4599,79.2,562093,1.6,TARGET_HIT,1.5,True,2026-06-16_1631,2026-06-16_0518
FWRD,Long,T3-LONG_WATCH,85,BREAKOUT,13.835,11.9375,17.63,13.77,14.065,13.08,1307393,-0.47,CLOSED_LOSS,-0.03,False,2026-06-16_1631,2026-06-16_0518
