ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,total_genesis,vol_ratio_today,vol_ratio_3d,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,stop_adjusted,vol_ratio,vol_hot,news
HCAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADVB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKYQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QNCX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRXH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLUG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GERN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LWLG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TDUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETSY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
