ticker,side,setups,rth_open,last_px,rth_high,rth_low,orb_high,orb_low,vwap,gap_pct,chg_pct_full,rth_vol,rel_vol,prev_close,est_entry,stop,target,shares,score,gap_tier,stop_source,stop_dist,atr_14,atr_ratio,atr_ok,float_m,float_rotation_pct,borrow_risk
ONEG,LONG,HOLDING-LONG,1.29,1.32,1.99,1.26,1.99,1.26,1.6208,4.03,6.45,7781333,130.83,1.24,1.32,1.19,1.58,769,524.3867,IN_BAND,PM low,0.13,0.1813,1.19,True,16.0,48.6,N/A
MASK,LONG,ORB-LONG,2.68,2.8701,3.29,2.35,2.72,2.35,2.9321,18.06,26.44,5502665,11.91,2.27,2.8701,2.27,4.0703,166,62.9865,STRETCHED,PM low,0.6001,1.3342,0.75,True,2.07,266.4,N/A
NUAI,LONG,ORB-LONG,5.22,5.755,5.83,5.21,5.59,5.21,5.6097,-4.4,5.4,2083678,1.22,5.46,5.755,5.6687,5.9276,1158,3.1887,IN_BAND,fixed-%-fallback,0.0863,0.7408,0.19,False,101.29,2.1,N/A
