ticker,side,setups,rth_open,last_px,rth_high,rth_low,orb_high,orb_low,vwap,gap_pct,chg_pct_full,rth_vol,rel_vol,prev_close,est_entry,stop,target,shares,score,gap_tier,stop_source,stop_dist,atr_14,atr_ratio,atr_ok,float_m,float_rotation_pct,borrow_risk
ZJYL,LONG,HOLDING-LONG,2.885,3.3,3.79,2.76,3.4699,2.76,3.257,18.24,35.25,899766,586.17,2.44,3.3,2.64,4.62,151,9728.2088,STRETCHED,PM low,0.66,0.2453,4.48,True,7.83,11.5,N/A
DBGI,LONG,HOLDING-LONG,0.9793,1.0902,1.18,0.9401,1.18,0.9401,1.0936,16.74,29.96,8814956,16.49,0.8389,1.0902,0.862,1.5466,438,241.1749,STRETCHED,PM low,0.2282,0.2218,1.72,True,22.99,38.3,N/A
MAIA,LONG,HOLDING-LONG,1.4,1.445,1.52,1.3704,1.52,1.3704,1.4441,7.69,11.15,1784711,14.03,1.3,1.445,1.31,1.715,740,93.0479,IN_BAND,PM low,0.135,0.0893,2.52,True,60.8,2.9,N/A
LPTH,LONG,ORB-LONG,15.0,15.7,15.88,14.67,15.5,14.67,15.2237,-9.39,-5.16,2010662,1.5,16.555,15.7,14.68,17.74,98,2.1822,IN_BAND,PM low,1.02,1.7552,0.97,True,62.79,3.2,N/A
RKTO,LONG,ORB-LONG,1.485,1.555,1.57,1.4,1.51,1.4,1.484,10.82,16.04,1670515,0.19,1.34,1.555,1.33,2.005,444,0.5558,IN_BAND,PM low,0.225,,,True,21.02,7.9,N/A
AIIO,LONG,ORB-LONG,2.82,2.845,2.88,2.64,2.83,2.64,2.7191,-3.42,-2.57,1301216,0.61,2.92,2.845,2.75,3.035,1052,0.2837,IN_BAND,PM low,0.095,1.4409,0.11,False,19.78,6.6,N/A
