ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
BB,Long,PULLBACK,T3-LONG_WATCH,82,7.17,6.495,8.52,,2.0,0.675,7.91,9.4,WAITING,2,2,"1h,4h",7.17,6.72,HIGHWAY,EXCITED,992907155.0,2.2,1.5,3924188.0,1.0,32.1,31.0,8.0,586.22,MEGA,0.1,6.71,6.65,6.77,1.8,PREMIUM,PREMIUM,373,14,189,99.9,A,,,,True,0.49042142857142856,1.38,N/A,
BIYA,Long,BREAKOUT,T3-LONG_WATCH,96,1.3,1.24,1.51,,3.5,0.06,1.3,0.0,INSIDE,1,1,,,,HIGHWAY,EXCITED,,,,,,,,,,NANO,26.09,0.8713,0.6175,1.125,82.2,PREMIUM,PREMIUM,291,5,95,16.2,A,False,4.7,True,True,0.2721820714285715,0.22,N/A,
BMNR,Long,BOUNCE,T2-LONG,54,18.88,18.0711,20.4978,19.5225,2.0,0.8089,18.88,0.5,CLOSE,1,1,1d,18.78,18.63,OPEN_ROAD,EXCITED,442059639.0,0.7,0.7,2522202.0,0.0,8.6,29.0,8.0,529.62,MEGA,0.05,19.5225,19.61,19.435,-0.9,DISCOUNT,DISCOUNT,846,2,796,2.2,C,,,,True,1.2178571428571423,0.66,N/A,
CODX,Long,PULLBACK,T3-LONG_WATCH,100,4.595,4.4426,5.06,,3.1,0.1524,5.07,9.4,WAITING,1,1,1m,4.595,4.58,HIGHWAY,EXCITED,132511.0,0.8,3.1,4622166.0,2.0,307.6,46.0,8.0,3.5,NANO,2.86,3.5325,3.71,3.355,-9.6,PREMIUM,PREMIUM,736,13,215,26.6,A,,,,True,0.735092857142857,0.21,N/A,
FEMY,Long,BOUNCE,T2-LONG,100,0.438,0.3722,0.5696,,2.0,0.0658,0.438,0.7,CLOSE,6,6,"15m,1h,1m,30m,4h,5m",0.435,0.4222,OPEN_ROAD,EXCITED,6702407.0,12.3,4.6,3672388.0,1.0,37.8,38.0,8.0,49.93,MED,0.31,0.3368,0.3373,0.3364,-0.3,FLAT,FLAT,10,6,10,3.4,D,,,,False,0.03900714285714286,1.69,N/A,
GDC,Long,BOUNCE,T2-LONG,100,0.109,0.054,0.219,0.1142,2.0,0.055,0.109,0.5,CLOSE,6,4,"10m,15m,1m,5m",0.1085,0.104,OPEN_ROAD,EXCITED,0.0,0.4,1.2,3042591.0,1.0,64.7,31.0,8.0,48.65,MED,0.49,0.1142,0.1105,0.118,6.8,DISCOUNT,DISCOUNT,0,1,0,2.8,D,,,,False,0.8212571428571428,0.07,N/A,
INFQ,Long,BOUNCE,T1-STRONG_LONG,100,16.35,14.1,20.85,,2.0,2.25,16.35,2.8,CLOSE,5,5,"10m,15m,1d,30m,5m",15.9,14.7,HIGHWAY,EXCITED,13000179531.0,4.4,3.4,1505361.0,2.0,76.4,23.0,8.0,142.6,HIGH,0.46,15.3,14.7,15.9,8.2,PREMIUM,MID,2391,7,1856,99.9,A,,,,True,1.7228642857142857,1.31,N/A,
INTC,Long,PULLBACK,T2-LONG,69,119.84,109.6778,140.1644,,2.0,10.1622,119.84,4.2,APPROACH,1,1,1d,114.8,113.0699,OPEN_ROAD,EXCITED,28560037165.0,0.5,0.8,2630248.0,0.0,19.9,64.0,8.0,5016.6,MEGA,0.02,119.42,118.5,120.34,1.6,PREMIUM,DISCOUNT,12825,23,8390,3.8,C,,,,False,10.1607,1.0,N/A,
IREN,Long,PULLBACK,T3-LONG_WATCH,43,56.83,51.6327,67.2246,,2.0,5.1973,56.83,5.0,APPROACH,1,1,30m,53.99,53.2296,OPEN_ROAD,EXCITED,686856101.0,0.7,0.8,1143360.0,0.0,27.9,37.0,8.0,327.86,MEGA,0.11,57.9975,58.06,57.935,-0.2,FLAT,FLAT,2322,14,712,99.9,A,,,,False,5.850928571428573,0.89,N/A,
KEEL,Long,BOUNCE,T1-STRONG_LONG,100,4.81,4.4911,5.4478,,2.0,0.3189,4.81,0.7,CLOSE,8,6,"10m,15m,1d,1h,30m,4h",4.775,4.63,HIGHWAY,EXCITED,307095329.0,1.1,1.0,1384750.0,0.0,29.3,47.0,8.0,577.56,MEGA,0.07,4.6475,4.64,4.655,0.3,FLAT,FLAT,302,10,116,99.9,A,,,,True,0.49357142857142866,0.65,N/A,
