ticker,last,prev_high,prev_low,prev_close,pdh_state,pdl_state,opening_range_ready,opening_range_high,opening_range_low,opening_range_position,opening_range_state,day_range_position,first_pullback_after_high,first_rally_after_low,last_hour_close_strength,last_hour_volume_bias,long_score,long_class,short_score,short_class
ABT,101.2,104.31,102.66,103.49,BELOW_PDH,BELOW_PDL,True,104.22,103.04,0.0,BELOW_ORL,0.056,False,False,0.056,3.74,18,AVOID_LONG,84,AVOID_SHORT_CHASE
ACM,59.12,62.726,61.4,61.45,BELOW_PDH,BELOW_PDL,True,61.595,60.4,0.0,BELOW_ORL,0.22,False,True,0.22,3.66,10,AVOID_LONG,100,FIRST_RALLY_SHORT_ZONE
ADTX,0.0045,0.0052,0.0039,0.0046,BELOW_PDH,ABOVE_PDL,True,0.0051,0.0044,0.143,OR_BOTTOM_THIRD,0.143,False,False,0.143,0.82,58,RELOAD_ZONE,50,AVOID_SHORT_CHASE
AGEN,8.2651,8.7,8.39,8.4,BELOW_PDH,BELOW_PDL,True,8.38,8.2,0.362,OR_MIDDLE,0.163,False,False,0.163,0.98,38,NEUTRAL,62,CONTINUATION_SHORT
AHMA,1.34,1.35,1.31,1.32,REJECTED_PDH,ABOVE_PDL,True,1.36,1.32,0.5,OR_MIDDLE,0.154,False,False,,,38,AVOID_LONG,62,NEUTRAL
AIM,0.2011,0.2111,0.2045,0.21,BELOW_PDH,BELOW_PDL,True,0.2084,0.2022,0.0,BELOW_ORL,0.0,False,False,0.0,1.36,18,AVOID_LONG,84,AVOID_SHORT_CHASE
AMKR,52.54,54.89,52.16,53.32,BELOW_PDH,RECLAIMED_PDL,True,52.77,51.5516,0.811,OR_TOP_THIRD,0.669,False,False,0.669,1.88,62,NEUTRAL,48,AVOID_SHORT
AMPG,3.44,3.45,3.31,3.38,REJECTED_PDH,ABOVE_PDL,True,3.4299,3.365,1.0,ABOVE_ORH,0.789,True,False,0.789,1.3,78,PULLBACK_BUY_ZONE,38,AVOID_SHORT
APUS,5.718,2.3,1.7446,2.29,ABOVE_PDH,ABOVE_PDL,True,8.74,5.53,0.059,OR_BOTTOM_THIRD,0.268,False,False,0.268,0.32,70,CONTINUATION_LONG,42,NEUTRAL
ARES,120.2,123.955,121.21,121.48,BELOW_PDH,BELOW_PDL,True,121.3,116.97,0.746,OR_TOP_THIRD,0.772,False,True,0.772,1.33,42,NEUTRAL,78,FIRST_RALLY_SHORT_ZONE
