ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,last_px,high,low,volume,chg_pct,outcome,result_r,spy_regime,entry_type,n_gaps_above,gap_above_conviction,checked_at,scan_date
TEAM,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,150.3,142.78,164.45,,13,1.88,154.0800018310547,156.21499633789062,148.8699951171875,4432400.0,2.51,CLOSED,0.5,FAVORABLE,MARKET,20,MINOR,2026-08-21_1724,2026-08-11
COHX,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,31.52,29.94,34.82,35.75,63,2.09,32.79999923706055,33.529998779296875,30.31999969482422,835600.0,4.06,CLOSED,0.81,FAVORABLE,MARKET,20,COMPRESSION,2026-08-21_1724,2026-08-11
SNDQ,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,28.89,27.45,32.65,,69,2.6,27.059999465942383,28.469999313354492,26.3799991607666,7802600.0,-6.33,STOPPED,-1.0,FAVORABLE,MARKET,10,COMPRESSION,2026-08-21_1724,2026-08-11
ABCL,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,9.13,8.67,9.84,,219,1.56,9.760000228881836,10.289999961853027,9.020000457763672,18371200.0,6.9,TARGET_HIT,1.5,FAVORABLE,MARKET,20,MINOR,2026-08-21_1724,2026-08-11
NESR,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,35.97,34.17,37.77,,55,1.0,36.0099983215332,36.77000045776367,35.0,3195200.0,0.11,CLOSED,0.02,FAVORABLE,MARKET,2,MINOR,2026-08-21_1724,2026-08-11
ZS,LONG,CONVICTION,98.6,BULL_BOUNCE_PENDING,176.0,161.79,199.76,,7,1.67,178.5500030517578,180.8000030517578,172.2830047607422,2409100.0,1.45,CLOSED,0.18,FAVORABLE,MARKET,20,COMPRESSION,2026-08-21_1724,2026-08-11
HP,LONG,CONVICTION,98.0,BULL_BOUNCE_PENDING,41.74,39.65,43.83,,47,1.0,42.560001373291016,42.9900016784668,41.16999816894531,2646200.0,1.96,CLOSED,0.39,FAVORABLE,MARKET,0,NONE,2026-08-21_1724,2026-08-11
AYA,LONG,CONVICTION,97.8,BULL_BOUNCE_PENDING,27.96,26.56,29.36,,71,1.0,27.84000015258789,28.219999313354492,27.459999084472656,505600.0,-0.43,CLOSED_LOSS,-0.09,FAVORABLE,MARKET,1,MINOR,2026-08-21_1724,2026-08-11
BMRN,LONG,CONVICTION,96.5,BULL_BOUNCE_PENDING,68.92,65.47,77.53,77.53,29,2.5,69.55000305175781,70.62000274658203,68.70999908447266,3966000.0,0.91,CLOSED,0.18,FAVORABLE,MARKET,6,COMPRESSION,2026-08-21_1724,2026-08-11
MGNI,LONG,CONVICTION,96.0,BULL_BOUNCE_PENDING,24.49,23.27,25.71,,81,1.0,24.299999237060547,24.709999084472656,23.920000076293945,2576700.0,-0.78,CLOSED_LOSS,-0.16,FAVORABLE,MARKET,16,COMPRESSION,2026-08-21_1724,2026-08-11
REPL,LONG,CONVICTION,94.5,BULL_BOUNCE_PENDING,13.61,12.93,14.29,,146,1.0,13.649999618530273,14.140000343322754,13.199999809265137,4767000.0,0.29,CLOSED,0.06,FAVORABLE,MARKET,15,MINOR,2026-08-21_1724,2026-08-11
WGS,LONG,CONVICTION,93.7,BULL_BOUNCE_PENDING,77.25,73.39,83.84,88.22,25,1.71,81.73999786376953,83.37000274658203,75.58000183105469,647900.0,5.81,CLOSED,1.16,FAVORABLE,MARKET,8,VACUUM,2026-08-21_1724,2026-08-11
NET,LONG,CONVICTION,93.7,BULL_BOUNCE_PENDING,307.8,283.01,323.19,,4,0.62,306.9700012207031,313.7699890136719,295.5,6073100.0,-0.27,CLOSED_LOSS,-0.03,FAVORABLE,MARKET,20,MINOR,2026-08-21_1724,2026-08-11
TRI,LONG,CONVICTION,93.0,BULL_BOUNCE_PENDING,104.36,97.2,118.79,,13,2.02,104.83999633789062,105.88999938964844,102.1500015258789,1075400.0,0.46,CLOSED,0.07,FAVORABLE,MARKET,15,COMPRESSION,2026-08-21_1724,2026-08-11
DHR,LONG,CONVICTION,92.7,BULL_BOUNCE_PENDING,209.36,193.96,235.02,,6,1.67,207.44000244140625,208.44000244140625,206.08999633789062,2472700.0,-0.92,CLOSED_LOSS,-0.12,FAVORABLE,MARKET,12,CONVICTION,2026-08-21_1724,2026-08-11
TEM,LONG,CONVICTION,92.3,BULL_BOUNCE_PENDING,54.95,52.2,62.41,,36,2.72,55.689998626708984,56.58000183105469,53.0,3779200.0,1.35,CLOSED,0.27,FAVORABLE,MARKET,13,COMPRESSION,2026-08-21_1724,2026-08-11
EW,LONG,CONVICTION,90.3,BULL_BOUNCE_PENDING,92.03,86.35,96.63,,17,0.81,93.66000366210938,93.91000366210938,91.9800033569336,3138700.0,1.77,CLOSED,0.29,FAVORABLE,MARKET,17,COMPRESSION,2026-08-21_1724,2026-08-11
ATI,LONG,CONVICTION,90.0,BULL_BOUNCE_PENDING,228.19,216.78,239.6,,8,1.0,230.0800018310547,232.3800048828125,226.0,1468600.0,0.83,CLOSED,0.17,FAVORABLE,MARKET,20,MINOR,2026-08-21_1724,2026-08-11
HNST,LONG,CONVICTION,90.0,BULL_BOUNCE_PENDING,5.03,4.78,5.62,,397,2.34,5.210000038146973,5.28000020980835,5.099999904632568,3641500.0,3.54,NO_FILL,0.0,FAVORABLE,MARKET,10,MINOR,2026-08-21_1724,2026-08-11
ASH,LONG,CONVICTION,90.0,BULL_BOUNCE_PENDING,75.4,71.63,79.17,,26,1.0,74.58000183105469,76.55000305175781,74.41000366210938,879000.0,-1.09,CLOSED_LOSS,-0.22,FAVORABLE,MARKET,20,CONVICTION,2026-08-21_1724,2026-08-11
