ticker,is_alumnus,chg_pct_full,chg_pct_intraday,open,close,high,low,volume,is_mover,picked,in_abook,in_momentum,in_recovery,in_short,which_panels,verdict
HUBC,false,137.36,-33.05,0.39,0.2611,0.6307,0.2456,1332309641,true,false,false,false,false,false,,MISSED
ASTC,false,69.22,31.82,37.78,49.8,68.85,33.95,28861330,true,false,false,false,false,false,,MISSED
VCIG,false,46.29,47.05,5.76,8.47,11.58,5.33,10867194,true,false,false,false,false,false,,MISSED
NCPL,true,-38.55,-12.7,1.26,1.1,1.35,0.9331,3724115,true,false,false,false,false,false,,MISSED
SPCE,false,36.42,28.75,4.8,6.18,6.61,4.34,170970439,true,true,false,true,false,false,MOMENTUM,CAUGHT
DELL,false,32.76,0.7,418.0,420.91,429.151,402.27,38175314,true,true,false,true,false,false,MOMENTUM,CAUGHT
AKTX,true,-25.49,-34.23,24.98,16.43,25.95,15.65,538857,true,false,false,false,false,false,,MISSED
CODX,true,-23.77,-24.58,11.31,8.53,13.53,8.11,3316153,true,false,false,false,false,false,,MISSED
ATPC,false,-19.77,-13.5,5.63,4.87,6.03,4.62,1031084,true,false,false,false,false,false,,MISSED
CPSH,false,-18.74,-12.81,10.345,9.02,10.3958,8.95,5000846,true,false,false,false,false,false,,MISSED
ASTS,false,-14.79,-0.07,113.495,113.41,115.48,105.37,47834406,true,true,false,false,false,true,SHORT,CAUGHT
GOVX,true,-14.17,-10.82,2.31,2.06,2.34,1.9901,1108039,true,false,false,false,false,false,,MISSED
ALP,false,-13.86,-3.27,0.3918,0.379,0.3994,0.36,15690633,true,false,false,false,false,false,,MISSED
MASK,false,-13.32,-26.94,4.9,3.58,5.48,3.53,20341047,true,true,false,true,false,true,MOMENTUM | SHORT,CAUGHT
MNTS,false,-13.14,-12.46,19.249,16.85,19.25,16.0,7051057,true,false,false,false,false,false,,MISSED
HLIT,false,-11.12,-9.09,16.62,15.11,16.662,14.9,9994221,true,false,false,false,false,false,,MISSED
BIYA,true,-10.35,-15.82,1.065,0.8965,1.1,0.8965,2204755,true,false,false,false,false,false,,MISSED
INV,false,-9.2,-2.74,5.48,5.33,5.755,5.08,5827158,false,false,false,false,false,false,,IGNORED
VRRM,false,9.2,9.47,4.12,4.51,4.72,4.01,20883942,false,false,false,false,false,false,,IGNORED
