ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,spy_regime,current_price,entry_type,n_gaps_above,gap_above_conviction,scan_date,asof
SXTC,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,4.94,4.7,5.38,5.61,404,1.77,CHOP,4.9426,MARKET,15,MINOR,2026-08-19,2026-08-19T04:46:48.913479
DKS,SHORT,CONVICTION,95.0,BEAR_REJECTION_PENDING,195.9,202.98,177.55,178.5,14,2.59,CHOP,192.06,LIMIT,20,CONVICTION,2026-08-19,2026-08-19T04:36:31.509595
PNR,SHORT,CONVICTION,95.0,BEAR_REJECTION_PENDING,64.33,76.06,61.11,,8,0.27,CHOP,63.55,LIMIT,20,COMPRESSION,2026-08-19,2026-08-19T04:40:25.492357
SFM,SHORT,CONVICTION,95.0,BEAR_REJECTION_PENDING,81.19,105.07,77.13,,4,0.17,CHOP,79.6,LIMIT,20,COMPRESSION,2026-08-19,2026-08-19T04:42:47.274054
CLBT,SHORT,CONVICTION,95.0,BEAR_REJECTION_PENDING,10.8,15.33,10.26,,22,0.12,CHOP,10.79,LIMIT,18,CONVICTION,2026-08-19,2026-08-19T04:43:18.552281
FA,SHORT,CONVICTION,95.0,BEAR_REJECTION_PENDING,21.17,23.71,20.11,,39,0.42,CHOP,20.95,LIMIT,20,COMPRESSION,2026-08-19,2026-08-19T04:43:25.819093
RBLX,SHORT,CONVICTION,95.0,BEAR_REJECTION_PENDING,38.51,48.91,36.58,,9,0.18,CHOP,37.75,LIMIT,20,CONVICTION,2026-08-19,2026-08-19T04:44:03.550685
TJX,SHORT,CONVICTION,93.6,BEAR_REJECTION_PENDING,153.64,156.52,132.93,131.79,34,7.19,CHOP,153.5,LIMIT,20,CONVICTION,2026-08-19,2026-08-19T04:47:09.130886
DHR,SHORT,CONVICTION,93.0,BEAR_REJECTION_PENDING,199.99,203.46,185.12,182.11,28,4.28,CHOP,199.52,LIMIT,20,CONVICTION,2026-08-19,2026-08-19T04:26:38.723833
PBF,LONG,CONVICTION,92.5,BULL_BOUNCE_PENDING,76.14,71.0,79.95,,19,0.74,CHOP,76.14,MARKET,0,NONE,2026-08-19,2026-08-19T04:41:12.909397
SNDQ,LONG,CONVICTION,92.3,BULL_BOUNCE_PENDING,13.84,13.15,15.23,,144,2.02,CHOP,13.84,MARKET,4,COMPRESSION,2026-08-19,2026-08-19T04:37:41.529524
ATAI,LONG,CONVICTION,91.0,BULL_BOUNCE_PENDING,7.29,6.93,7.65,,274,1.0,CHOP,7.29,MARKET,0,NONE,2026-08-19,2026-08-19T04:32:18.790890
DPC,SHORT,CONVICTION,91.0,BEAR_REJECTION_PENDING,50.15,51.72,45.09,45.19,63,3.23,CHOP,49.58,LIMIT,18,CONVICTION,2026-08-19,2026-08-19T04:40:42.534888
BL,SHORT,CONVICTION,90.3,BEAR_REJECTION_PENDING,30.6,32.89,26.88,,43,1.62,CHOP,30.0,LIMIT,20,CONVICTION,2026-08-19,2026-08-19T04:43:12.532335
TTWO,SHORT,CONVICTION,90.2,BEAR_REJECTION_PENDING,245.01,248.18,239.14,217.0,31,1.85,CHOP,242.04,LIMIT,20,CONVICTION,2026-08-19,2026-08-19T04:37:56.581378
LQDA,LONG,CONVICTION,90.2,BULL_BOUNCE_PENDING,74.29,67.92,85.33,,15,1.73,CHOP,74.29,MARKET,20,COMPRESSION,2026-08-19,2026-08-19T04:45:00.919702
NICE,SHORT,CONVICTION,89.3,BEAR_REJECTION_PENDING,100.79,102.77,97.76,90.69,50,1.53,CHOP,99.56,LIMIT,20,CONVICTION,2026-08-19,2026-08-19T04:37:21.626825
ANF,SHORT,CONVICTION,89.3,BEAR_REJECTION_PENDING,104.09,105.69,96.0,89.84,62,5.07,CHOP,104.0,LIMIT,20,CONVICTION,2026-08-19,2026-08-19T04:38:15.424575
SW,SHORT,CONVICTION,89.0,BEAR_REJECTION_PENDING,48.25,51.05,42.88,40.29,35,1.91,CHOP,47.3,LIMIT,20,CONVICTION,2026-08-19,2026-08-19T04:41:31.793665
TBBB,LONG,CONVICTION,89.0,BULL_BOUNCE_PENDING,49.38,47.2,51.85,,45,1.13,CHOP,48.06,STOP,10,MINOR,2026-08-19,2026-08-19T04:44:09.735679
DIS,SHORT,CONVICTION,88.5,BEAR_REJECTION_PENDING,104.45,111.92,92.94,,13,1.54,CHOP,103.9,LIMIT,20,CONVICTION,2026-08-19,2026-08-19T04:30:06.692002
ELV,SHORT,CONVICTION,88.2,BEAR_REJECTION_PENDING,389.64,428.92,328.11,,2,1.57,CHOP,382.0,LIMIT,11,CONVICTION,2026-08-19,2026-08-19T04:42:07.959949
AVAV,SHORT,CONVICTION,87.9,BEAR_REJECTION_PENDING,175.53,182.04,151.22,160.35,15,3.74,CHOP,174.5459,LIMIT,20,CONVICTION,2026-08-19,2026-08-19T04:36:12.343858
APO,LONG,CONVICTION,87.5,BULL_BOUNCE_PENDING,131.32,124.59,143.88,,14,1.86,CHOP,134.0,LIMIT,20,CONVICTION,2026-08-19,2026-08-19T04:38:16.958182
KTB,LONG,CONVICTION,87.4,BULL_BOUNCE_PENDING,84.58,81.12,88.81,,28,1.22,CHOP,82.28,STOP,20,CONVICTION,2026-08-19,2026-08-19T04:42:27.243279
CHTR,SHORT,CONVICTION,87.2,BEAR_REJECTION_PENDING,151.01,155.04,133.58,141.59,24,4.32,CHOP,148.05,LIMIT,20,CONVICTION,2026-08-19,2026-08-19T04:40:40.251638
