ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
SOUN,Long,BOUNCE,T3-LONG_WATCH,56,9.63,9.0889,10.7122,,2.0,0.5411,9.63,1.5,CLOSE,1,1,1d,9.49,9.37,HIGHWAY,EXCITED,603952157.0,1.5,1.1,1920246.0,1.0,24.6,33.0,8.0,386.93,MEGA,0.13,9.43,9.37,9.49,1.3,PREMIUM,MID,355,6,261,6.8,B,,,,True,0.6353357142857144,0.85,N/A,
FLNC,Long,PULLBACK,T3-LONG_WATCH,84,18.97,11.31,34.29,,2.0,7.66,18.97,3.2,APPROACH,1,1,5m,18.36,13.66,HIGHWAY,EXCITED,1394084775.0,6.5,2.9,3222729.0,1.0,72.6,12.0,8.0,97.31,HIGH,0.47,16.3825,13.56,19.205,41.6,PREMIUM,MID,1390,8,344,35.1,A,,,,True,1.3812642857142856,5.55,N/A,
PRM,Long,PULLBACK,T1-STRONG_LONG,89,29.36,26.578,34.924,,2.0,2.782,29.36,3.7,APPROACH,6,6,"10m,15m,1h,30m,4h,5m",28.26,27.4,OPEN_ROAD,EXCITED,169050756.0,2.1,2.0,0.0,2.0,22.0,36.0,8.0,148.68,HIGH,0.02,27.66,27.41,27.91,1.8,PREMIUM,PREMIUM,1348,14,977,6.0,B,,,,False,1.3879571428571427,2.0,N/A,
PAYC,Long,PULLBACK,T1-STRONG_LONG,96,138.43,122.5692,170.1516,,2.0,15.8608,138.43,4.9,APPROACH,7,7,"10m,15m,1d,1h,30m,4h,5m",131.6301,126.36,OPEN_ROAD,EXCITED,677689881.0,2.3,1.5,0.0,1.0,10.9,40.0,8.0,39.81,MED,0.05,128.72,126.36,131.08,3.7,PREMIUM,MID,4400,4,3616,5.5,B,,,,False,6.056757142857145,2.62,N/A,
ENOV,Long,PULLBACK,T1-STRONG_LONG,100,25.14,23.3964,28.6272,,2.0,1.7436,27.25,7.7,WAITING,9,7,"10m,15m,1d,1h,30m,4h,5m",25.14,24.12,HIGHWAY,EXCITED,175424263.0,2.1,1.4,0.0,1.0,20.7,22.0,8.0,56.74,HIGH,0.03,24.995,24.85,25.14,1.2,PREMIUM,DISCOUNT,857,3,148,13.3,B,,,,False,1.4918642857142852,1.17,N/A,
URGN,Long,PULLBACK,T2-LONG,100,25.22,23.1151,29.4298,26.33,2.0,2.1049,26.59,5.2,APPROACH,2,2,"1d,4h",25.22,23.83,HIGHWAY,EXCITED,500355016.0,1.4,1.8,0.0,1.0,21.0,46.0,8.0,38.7,MED,0.03,26.33,26.25,26.41,0.6,PREMIUM,DISCOUNT,1454,16,561,7.0,B,,,,False,1.8210642857142862,1.16,N/A,
HELE,Long,PULLBACK,T1-STRONG_LONG,100,24.48,23.183,27.074,25.51,2.0,1.297,25.81,5.2,APPROACH,4,4,"1d,1h,30m,4h",24.48,23.9,MIXED,EXCITED,43506908.0,1.4,1.1,0.0,0.0,18.0,43.0,8.0,22.67,MED,0.05,25.51,25.59,25.43,-0.6,PREMIUM,DISCOUNT,2622,11,333,23.7,A,,,,False,1.6514285714285717,0.79,N/A,
IREN,Long,BOUNCE,T1-STRONG_LONG,100,56.85,53.0978,64.3544,60.1875,2.0,3.7522,56.85,1.1,CLOSE,2,2,"1d,30m",56.245,54.74,HIGHWAY,EXCITED,10491987641.0,2.0,1.6,4772352.0,1.0,38.3,37.0,8.0,302.76,MEGA,0.27,60.1875,60.98,59.395,-2.6,DISCOUNT,DISCOUNT,2734,18,737,99.9,A,,,,False,4.391271428571429,0.85,N/A,
MASK,Long,BOUNCE,T2-LONG,100,2.48,1.925,3.59,2.545,2.0,0.555,2.48,2.4,CLOSE,4,2,"1d,1m",2.42,2.09,OPEN_ROAD,EXCITED,1541583898.0,0.7,5.5,3746691.0,3.0,122.4,51.0,8.0,0.43,NANO,5.95,2.545,2.42,2.67,10.3,DISCOUNT,DISCOUNT,363,10,52,6.5,B,,,,True,0.28812142857142853,1.93,N/A,
WULF,Long,PULLBACK,T2-LONG,73,22.7,21.631,24.838,,2.0,1.069,24.02,5.5,APPROACH,2,2,"1d,4h",22.7,22.3,OPEN_ROAD,EXCITED,780174362.0,1.1,1.1,1389549.0,0.0,21.7,43.0,8.0,328.19,MEGA,0.11,25.4,25.74,25.06,-2.6,DISCOUNT,DISCOUNT,1074,12,695,2.9,C,,,,False,1.5571285714285714,0.69,N/A,
INTC,Long,BREAKOUT,T1-STRONG_LONG,85,110.975,104.9055,123.114,112.015,2.0,6.0695,109.62,0.0,INSIDE,1,1,,,,HIGHWAY,EXCITED,,,,,,,,,,MEGA,0.02,112.015,113.01,111.02,-1.8,DISCOUNT,DISCOUNT,9262,22,6208,99.9,A,False,0.9,True,False,6.7439214285714275,0.9,N/A,
PMAX,Long,PULLBACK,T2-LONG,100,4.2,3.8558,4.8885,,2.0,0.3443,4.2,3.6,APPROACH,3,3,"10m,1h,1m",4.0501,3.975,MIXED,EXCITED,725925.0,1.4,6.2,5021136.0,1.0,138.2,111.0,8.0,1.04,NANO,3.96,4.145,4.14,4.15,0.2,FLAT,FLAT,502,8,304,2.9,C,,,,True,0.5105857142857143,0.67,N/A,
GLE,Long,BOUNCE,T3-LONG_WATCH,100,0.549,0.4822,0.6826,,2.0,0.0668,0.549,0.3,CLOSE,4,2,"1m,5m",0.5471,0.5322,HIGHWAY,EXCITED,0.0,18.4,6.6,1529693.0,1.0,144.3,51.0,8.0,4.3,NANO,48.59,0.5262,0.361,0.6915,91.6,MID,MID,70,6,28,12.5,C,,,,False,0.06323571428571427,1.06,N/A,
LFST,Long,PULLBACK,T3-LONG_WATCH,95,8.38,6.85,11.44,,2.0,1.53,8.85,5.3,APPROACH,2,2,"1h,4h",8.38,7.36,HIGHWAY,EXCITED,660147749.0,2.8,1.4,2314308.0,1.0,23.9,35.0,8.0,203.02,MEGA,0.07,7.68,7.36,8.0,8.7,PREMIUM,PREMIUM,615,8,285,99.9,A,,,,True,0.3514285714285714,4.35,N/A,
ASBP,Long,PULLBACK,T2-LONG,100,0.1427,0.0894,0.2493,0.203,2.0,0.0533,0.155,7.9,WAITING,2,1,1m,0.1427,0.1394,OPEN_ROAD,EXCITED,0.0,4.2,1.5,3927835.0,1.0,92.9,54.0,8.0,4.39,NANO,36.82,0.203,0.186,0.22,18.3,DISCOUNT,DISCOUNT,0,3,0,39.7,D,,,,False,0.049942857142857136,1.07,N/A,
