ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,checked_at,scan_date
PTON,Long,T1-STRONG_LONG,98,PULLBACK,4.04,4.02,4.37,4.4,4.48,4.32,3089007.0,8.91,TARGET_HIT,16.5,2026-04-01_0745,2026-04-01_0509
PTON,Short,T2-SHORT,80,RESISTANCE,4.37,4.38,4.04,4.4,4.48,4.32,3089007.0,-0.69,STOPPED,-1.0,2026-04-01_0745,2026-04-01_0509
SPCE,Short,T3-SHORT,80,RESISTANCE,2.5,2.51,2.42,2.47,2.58,2.39,2108648.0,1.2,STOPPED,-1.0,2026-04-01_0745,2026-04-01_0509
BUR,Long,T1-STRONG_LONG,100,PULLBACK,4.09,4.03,4.81,4.49,4.77,4.32,1897930.0,9.78,WINNING,6.67,2026-04-01_0745,2026-04-01_0509
BUR,Short,T3-SHORT,80,RESISTANCE,4.81,4.83,4.09,4.49,4.77,4.32,1897930.0,6.65,WINNING,16.0,2026-04-01_0745,2026-04-01_0509
PGEN,Short,T3-SHORT,80,RESISTANCE,4.31,4.38,3.73,3.9,4.025,3.78,648665.0,9.51,WINNING,5.86,2026-04-01_0745,2026-04-01_0509
EVTL,Long,T2-LONG,91,PULLBACK,2.02,2.0,2.37,2.37,2.49,2.24,3144895.0,17.33,TARGET_HIT,17.5,2026-04-01_0745,2026-04-01_0509
EVTL,Short,T3-SHORT,80,RESISTANCE,2.37,2.39,2.13,2.37,2.49,2.24,3144895.0,-0.0,STOPPED,-1.0,2026-04-01_0745,2026-04-01_0509
AIXI,Short,T5-SHORT,24,RESISTANCE,0.13,0.1308,0.1128,0.0866,0.1325,0.081,36093621.0,33.38,STOPPED,-1.0,2026-04-01_0745,2026-04-01_0509
GVH,Long,T1-STRONG_LONG,94,PULLBACK,2.02,1.98,2.325,1.9401,2.52,1.8297,590963.0,-3.96,STOPPED,-1.0,2026-04-01_0745,2026-04-01_0509
GVH,Short,T3-SHORT,80,RESISTANCE,2.325,2.33,2.2,1.95,2.52,1.8297,591278.0,16.13,STOPPED,-1.0,2026-04-01_0745,2026-04-01_0509
GVH,Long,T3-LONG_WATCH,66,FRESH_HOLD,2.2,2.195,2.325,1.95,2.52,1.8297,591278.0,-11.36,STOPPED,-1.0,2026-04-01_0745,2026-04-01_0509
KOPN,Long,T2-LONG,84,FRESH_HOLD,2.185,2.16,2.27,2.615,2.62,2.28,3070281.0,19.68,TARGET_HIT,3.4,2026-04-01_0745,2026-04-01_0509
KOPN,Short,T3-SHORT,80,RESISTANCE,2.27,2.275,2.23,2.615,2.62,2.28,3070281.0,-15.2,STOPPED,-1.0,2026-04-01_0745,2026-04-01_0509
ASTC,Short,T2-SHORT,69,RESISTANCE,5.25,5.28,4.76,4.5,6.45,4.29,1324030.0,14.29,STOPPED,-1.0,2026-04-01_0745,2026-04-01_0509
ASTC,Long,T2-LONG,57,PULLBACK,4.76,4.71,5.25,4.5,6.45,4.29,1324030.0,-5.46,STOPPED,-1.0,2026-04-01_0745,2026-04-01_0509
BMEA,Short,T2-SHORT,80,RESISTANCE,1.5418,1.545,1.4799,1.4912,1.55,1.465,506384.0,3.28,STOPPED,-1.0,2026-04-01_0745,2026-04-01_0509
PAVS,Short,T2-SHORT,62,RESISTANCE,2.14,2.16,2.09,2.01,2.08,1.94,35593.0,6.07,TARGET_HIT,2.5,2026-04-01_0745,2026-04-01_0509
PSKY,Short,T3-SHORT,80,RESISTANCE,9.62,9.72,9.32,9.06,9.13,8.97,1048396.0,5.82,TARGET_HIT,3.0,2026-04-01_0745,2026-04-01_0509
BATL,Short,T5-SHORT,22,RESISTANCE,3.93,3.9443,3.77,3.6282,3.9,3.5,2235558.0,7.68,TARGET_HIT,11.19,2026-04-01_0745,2026-04-01_0509
BLND,Short,T3-SHORT,60,RESISTANCE,1.75,1.755,1.615,1.775,1.78,1.71,482175.0,-1.43,STOPPED,-1.0,2026-04-01_0745,2026-04-01_0509
BLND,Long,T3-LONG_WATCH,35,PULLBACK,1.615,1.6,1.75,1.775,1.78,1.71,482175.0,9.91,TARGET_HIT,9.0,2026-04-01_0745,2026-04-01_0509
NEXT,Short,T5-SHORT,24,RESISTANCE,7.955,8.05,7.06,7.305,7.6,7.2,1146416.0,8.17,WINNING,6.84,2026-04-01_0745,2026-04-01_0509
UMAC,Short,T3-SHORT,80,RESISTANCE,13.3,13.34,11.25,13.0916,13.4993,12.6601,1083668.0,1.57,STOPPED,-1.0,2026-04-01_0745,2026-04-01_0509
UMAC,Long,T3-LONG_WATCH,66,PULLBACK,11.25,11.08,13.3,13.0916,13.4993,12.6601,1083668.0,16.37,TARGET_HIT,12.06,2026-04-01_0745,2026-04-01_0509
BFLY,Short,T2-SHORT,80,RESISTANCE,4.09,4.1,4.01,4.21,4.21,4.08,466500.0,-2.93,STOPPED,-1.0,2026-04-01_0745,2026-04-01_0509
BFLY,Long,T3-LONG_WATCH,75,FRESH_HOLD,4.01,3.98,4.09,4.21,4.21,4.08,466500.0,4.99,TARGET_HIT,2.67,2026-04-01_0745,2026-04-01_0509
BTQ,Short,T5-SHORT,38,RESISTANCE,2.69,2.72,2.59,2.77,2.86,2.65,633547.0,-2.97,STOPPED,-1.0,2026-04-01_0745,2026-04-01_0509
KALA,Long,T3-LONG_WATCH,52,PULLBACK,0.1652,0.1633,0.1738,0.1701,0.198,0.1676,1924258.0,2.97,TARGET_HIT,4.53,2026-04-01_0745,2026-04-01_0509
KALA,Short,T5-SHORT,27,RESISTANCE,0.1775,0.1781,0.1725,0.1701,0.198,0.1676,1924258.0,4.17,STOPPED,-1.0,2026-04-01_0745,2026-04-01_0509
VIR,Long,T3-LONG_WATCH,54,PULLBACK,8.64,8.47,9.45,8.99,9.24,8.87,396268.0,4.05,WINNING,2.06,2026-04-01_0745,2026-04-01_0509
SLDE,Short,T3-SHORT,80,RESISTANCE,18.18,18.22,17.94,18.04,18.21,17.84,47594.0,0.77,TARGET_HIT,6.0,2026-04-01_0745,2026-04-01_0509
LFST,Short,T2-SHORT,80,RESISTANCE,6.51,6.53,5.1,6.4,6.48,6.34,271491.0,1.69,WINNING,5.5,2026-04-01_0745,2026-04-01_0509
SXTP,Short,T3-SHORT,80,RESISTANCE,1.765,1.77,1.7326,1.76,1.77,1.7,17877.0,0.28,STOPPED,-1.0,2026-04-01_0745,2026-04-01_0509
TSSI,Long,T3-LONG_WATCH,41,FRESH_HOLD,12.96,12.93,13.19,14.01,14.09,13.1,526486.0,8.1,TARGET_HIT,7.67,2026-04-01_0745,2026-04-01_0509
TSSI,Short,T5-SHORT,15,RESISTANCE,13.19,13.22,12.96,14.01,14.09,13.1,526486.0,-6.22,STOPPED,-1.0,2026-04-01_0745,2026-04-01_0509
FCHL,Short,T2-SHORT,80,RESISTANCE,2.2618,2.3,1.965,1.77,1.94,1.71,145827.0,21.74,TARGET_HIT,7.77,2026-04-01_0745,2026-04-01_0509
FCHL,Long,T3-LONG_WATCH,64,PULLBACK,1.915,1.84,2.2618,1.77,1.94,1.71,145827.0,-7.57,STOPPED,-1.0,2026-04-01_0745,2026-04-01_0509
DEFT,Long,T2-LONG,81,FRESH_HOLD,0.5494,0.5443,0.5751,0.7688,0.79,0.6781,25793414.0,39.93,TARGET_HIT,5.04,2026-04-01_0745,2026-04-01_0509
DEFT,Short,T3-SHORT,80,RESISTANCE,0.5751,0.5794,0.5494,0.7688,0.79,0.6781,25793414.0,-33.68,STOPPED,-1.0,2026-04-01_0745,2026-04-01_0509
DEFT,Long,T3-LONG_WATCH,35,PULLBACK,0.5329,0.5303,0.5751,0.7688,0.79,0.6781,25793414.0,44.27,TARGET_HIT,16.23,2026-04-01_0745,2026-04-01_0509
WNW,Short,T2-SHORT,68,RESISTANCE,0.0845,0.0858,0.0784,0.0587,0.0675,0.0547,18827888.0,30.53,TARGET_HIT,4.69,2026-04-01_0745,2026-04-01_0509
SRXH,Short,T3-SHORT,80,RESISTANCE,0.1428,0.1431,0.1249,0.1362,0.1471,0.1317,7772615.0,4.62,STOPPED,-1.0,2026-04-01_0745,2026-04-01_0509
SRXH,Long,T3-LONG_WATCH,66,PULLBACK,0.1249,0.1212,0.1428,0.1362,0.1471,0.1317,7772615.0,9.05,TARGET_HIT,4.84,2026-04-01_0745,2026-04-01_0509
ONDS,Short,T3-SHORT,80,RESISTANCE,9.35,9.44,8.28,9.255,9.34,9.01,14813376.0,1.02,WINNING,1.06,2026-04-01_0745,2026-04-01_0509
ONDS,Long,T3-LONG_WATCH,62,PULLBACK,8.26,8.15,9.35,9.255,9.34,9.01,14813376.0,12.05,WINNING,9.05,2026-04-01_0745,2026-04-01_0509
DVLT,Short,T3-SHORT,80,RESISTANCE,0.6464,0.6567,0.5829,0.6614,0.6615,0.6421,9583051.0,-2.32,STOPPED,-1.0,2026-04-01_0745,2026-04-01_0509
DVLT,Long,T3-LONG_WATCH,61,PULLBACK,0.5592,0.555,0.6464,0.6614,0.6615,0.6421,9583051.0,18.28,TARGET_HIT,20.76,2026-04-01_0745,2026-04-01_0509
FFAI,Short,T2-SHORT,69,RESISTANCE,0.2773,0.287,0.2563,0.2635,0.285,0.2562,5412730.0,4.98,TARGET_HIT,2.16,2026-04-01_0745,2026-04-01_0509
FFAI,Long,T3-LONG_WATCH,24,PULLBACK,0.2563,0.2536,0.2773,0.2635,0.285,0.2562,5412730.0,2.81,TARGET_HIT,7.78,2026-04-01_0745,2026-04-01_0509
NIO,Short,T3-SHORT,80,RESISTANCE,6.53,6.59,5.58,6.2,6.36,6.09,18178194.0,5.05,WINNING,5.5,2026-04-01_0745,2026-04-01_0509
NIO,Long,T3-LONG_WATCH,69,PULLBACK,5.58,5.52,6.53,6.2,6.36,6.09,18178194.0,11.11,WINNING,10.33,2026-04-01_0745,2026-04-01_0509
BURU,Long,T2-LONG,80,PULLBACK,0.164,0.1559,0.1843,0.1743,0.1799,0.1723,4231226.0,6.28,WINNING,1.27,2026-04-01_0745,2026-04-01_0509
BURU,Short,T2-SHORT,80,RESISTANCE,0.1843,0.1853,0.1689,0.1743,0.1799,0.1723,4231226.0,5.43,WINNING,10.0,2026-04-01_0745,2026-04-01_0509
NOK,Short,T3-SHORT,80,RESISTANCE,8.08,8.25,6.82,8.21,8.22,8.08,11863594.0,-1.61,LOSING,-0.76,2026-04-01_0745,2026-04-01_0509
JTAI,Short,T2-SHORT,63,RESISTANCE,0.0874,0.0877,0.0815,0.0843,0.0866,0.0821,1374110.0,3.55,WINNING,10.33,2026-04-01_0745,2026-04-01_0509
JTAI,Long,T3-LONG_WATCH,60,PULLBACK,0.0815,0.0792,0.0874,0.0843,0.0866,0.0821,1374110.0,3.44,WINNING,1.22,2026-04-01_0745,2026-04-01_0509
SVC,Long,T2-LONG,86,FRESH_HOLD,1.34,1.335,1.37,1.2,1.22,1.17,18710967.0,-10.45,STOPPED,-1.0,2026-04-01_0745,2026-04-01_0509
SVC,Short,T3-SHORT,80,RESISTANCE,1.37,1.375,1.34,1.2,1.22,1.17,18710967.0,12.41,TARGET_HIT,6.0,2026-04-01_0745,2026-04-01_0509
NCI,Long,T3-LONG_WATCH,42,PULLBACK,1.685,1.68,1.79,0.6272,0.7479,0.32,5888713.0,-62.78,STOPPED,-1.0,2026-04-01_0745,2026-04-01_0509
