ticker,last,prev_high,prev_low,prev_close,pdh_state,pdl_state,opening_range_ready,opening_range_high,opening_range_low,opening_range_position,opening_range_state,day_range_position,first_pullback_after_high,first_rally_after_low,last_hour_close_strength,last_hour_volume_bias,long_score,long_class,short_score,short_class
ABEO,6.83,6.895,6.48,6.82,BELOW_PDH,ABOVE_PDL,True,6.88,6.675,0.756,OR_TOP_THIRD,0.767,False,False,0.767,1.96,62,NEUTRAL,48,NEUTRAL
ABSI,8.41,8.585,8.198,8.48,REJECTED_PDH,ABOVE_PDL,True,8.77,8.4,0.027,OR_BOTTOM_THIRD,0.163,False,False,0.163,1.72,38,AVOID_LONG,74,AVOID_SHORT_CHASE
ACRS,6.4579,6.045,5.59,5.98,ABOVE_PDH,ABOVE_PDL,True,6.24,5.91,1.0,ABOVE_ORH,0.906,True,False,0.906,0.87,90,PULLBACK_BUY_ZONE,26,AVOID_SHORT
AEM,166.8118,153.805,149.65,150.61,ABOVE_PDH,ABOVE_PDL,True,164.04,158.6,1.0,ABOVE_ORH,1.0,False,False,1.0,2.62,84,AVOID_LONG_CHASE,26,AVOID_SHORT
AHMA,1.68,1.655,1.48,1.615,ABOVE_PDH,ABOVE_PDL,True,1.69,1.6169,0.863,OR_TOP_THIRD,0.271,False,False,,,62,CONTINUATION_LONG,48,NEUTRAL
ALTI,4.45,3.96,3.72,3.72,ABOVE_PDH,RECLAIMED_PDL,True,3.76,3.69,1.0,ABOVE_ORH,0.71,False,False,0.71,0.78,84,CONTINUATION_LONG,26,AVOID_SHORT
AMKR,53.95,56.415,53.01,55.87,REJECTED_PDH,ABOVE_PDL,True,56.68,54.3146,0.0,BELOW_ORL,0.055,False,False,0.055,1.86,18,AVOID_LONG,84,AVOID_SHORT_CHASE
APPS,12.95,9.73,9.01,9.51,ABOVE_PDH,ABOVE_PDL,True,14.1,11.9,0.477,OR_MIDDLE,0.477,False,False,0.477,0.8,62,CONTINUATION_LONG,42,NEUTRAL
AXTX,9.16,9.33,7.0,8.51,REJECTED_PDH,ABOVE_PDL,True,11.3966,7.72,0.392,OR_MIDDLE,0.392,False,False,0.392,0.53,38,AVOID_LONG,62,NEUTRAL
BAND,46.5,46.47,42.28,46.2,ABOVE_PDH,ABOVE_PDL,True,46.47,44.7001,1.0,ABOVE_ORH,1.0,False,False,1.0,2.26,84,AVOID_LONG_CHASE,26,AVOID_SHORT
BAX,27.34,28.375,27.48,28.35,BELOW_PDH,BELOW_PDL,True,28.21,27.09,0.223,OR_BOTTOM_THIRD,0.223,False,False,0.223,3.16,38,NEUTRAL,74,CONTINUATION_SHORT
