ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,last_px,high,low,volume,chg_pct,outcome,result_r,spy_regime,entry_type,n_gaps_above,gap_above_conviction,checked_at,scan_date
CRSR,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,12.05,11.45,13.01,,165,1.59,12.140000343322754,12.78499984741211,11.239999771118164,10547300.0,0.75,STOPPED,-1.0,FAVORABLE,MARKET,5,MINOR,2026-07-16_1721,2026-05-29
PL,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,50.76,48.22,53.3,,39,1.0,51.13999938964844,51.27000045776367,44.779998779296875,18773300.0,0.75,STOPPED,-1.0,FAVORABLE,MARKET,5,MINOR,2026-07-16_1721,2026-05-29
RDDT,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,175.54,165.89,194.38,,10,1.95,176.0,176.69000244140625,166.49000549316406,9350300.0,0.26,CLOSED,0.05,FAVORABLE,MARKET,5,COMPRESSION,2026-07-16_1721,2026-05-29
WULF,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,25.31,24.04,27.21,,79,1.51,25.559999465942383,26.31999969482422,24.65999984741211,26692000.0,0.99,CLOSED,0.2,FAVORABLE,MARKET,5,MINOR,2026-07-16_1721,2026-05-29
PD,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,9.88,9.39,10.81,,202,1.88,9.949999809265137,10.015000343322754,8.6899995803833,8863800.0,0.71,STOPPED,-1.0,FAVORABLE,MARKET,5,COMPRESSION,2026-07-16_1721,2026-05-29
OMER,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,11.06,10.51,12.23,12.63,180,2.12,11.039999961853027,11.119999885559082,10.770000457763672,2596400.0,-0.18,CLOSED_LOSS,-0.04,FAVORABLE,MARKET,5,MINOR,2026-07-16_1721,2026-05-29
PLAB,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,32.2,30.59,36.8,36.84,62,2.86,32.349998474121094,34.459999084472656,31.799999237060547,5828800.0,0.47,CLOSED,0.09,FAVORABLE,MARKET,5,CONVICTION,2026-07-16_1721,2026-05-29
FLY,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,46.45,44.13,51.84,51.76,43,2.32,46.4900016784668,47.30500030517578,44.0,22389200.0,0.09,STOPPED,-1.0,FAVORABLE,MARKET,5,CONVICTION,2026-07-16_1721,2026-05-29
THR,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,61.5,58.42,66.42,69.12,32,1.6,61.13999938964844,66.68000030517578,59.95000076293945,2868263.0,-0.59,TARGET_HIT,1.5,FAVORABLE,MARKET,5,COMPRESSION,2026-07-16_1721,2026-05-29
PRCH,LONG,CONVICTION,99.3,BULL_BOUNCE_PENDING,10.42,9.9,11.67,,191,2.4,10.420000076293945,10.630000114440918,10.15999984741211,1356600.0,0.0,CLOSED,0.0,FAVORABLE,MARKET,5,CONVICTION,2026-07-16_1721,2026-05-29
